Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_04:18:04,477,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:18:10,480,Apagado,Prendido,54.31,51.88,Prendido
25/10/2021_04:18:15,481,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_04:18:21,480,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:18:26,481,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:18:32,481,Apagado,Prendido,54.19,52.19,Apagado
25/10/2021_04:18:38,482,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:18:43,483,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:18:49,483,Apagado,Prendido,54.31,51.94,Prendido
25/10/2021_04:18:55,482,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_04:19:00,483,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:19:06,484,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:19:11,484,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:19:17,484,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:19:23,484,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:19:28,485,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:19:34,485,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:19:39,486,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:19:45,487,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:19:51,489,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:19:56,490,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:20:02,492,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:20:08,491,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:20:13,492,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:20:19,491,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_04:20:24,489,Apagado,Prendido,54.31,52.06,Apagado
25/10/2021_04:20:30,487,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:20:36,489,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:20:41,489,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_04:20:47,486,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:20:53,487,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:20:58,486,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:21:04,485,Apagado,Prendido,54.31,52.19,Apagado
25/10/2021_04:21:09,484,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:21:15,486,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_04:21:21,486,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:21:26,486,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:21:32,485,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:21:37,487,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:21:43,486,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:21:49,486,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:21:54,485,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:22:00,486,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:22:06,485,Apagado,Prendido,54.19,52.13,Apagado
25/10/2021_04:22:11,484,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:22:17,483,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:22:22,482,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:22:28,481,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:22:34,483,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:22:39,483,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:22:45,483,Apagado,Prendido,54.19,52.06,Apagado
25/10/2021_04:22:51,482,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:22:56,482,Apagado,Prendido,54.19,51.88,Prendido
25/10/2021_04:23:02,482,Apagado,Prendido,54.25,51.75,Prendido
25/10/2021_04:23:07,481,Apagado,Prendido,54.25,51.75,Prendido
25/10/2021_04:23:13,481,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_04:23:19,480,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:23:24,478,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:23:30,479,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:23:36,477,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:23:41,477,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:23:47,479,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:23:52,479,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:23:58,481,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:24:04,482,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:24:09,482,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_04:24:15,484,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:24:20,483,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:24:26,484,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:24:32,483,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:24:37,481,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:24:43,480,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:24:49,479,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:24:54,478,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:25:00,478,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:25:05,480,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:25:11,481,Apagado,Prendido,54.19,52.13,Apagado
25/10/2021_04:25:17,481,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:25:22,480,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:25:28,480,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:25:34,481,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:25:39,481,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:25:45,480,Apagado,Prendido,54.31,52.13,Apagado
25/10/2021_04:25:50,482,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:25:56,482,Apagado,Prendido,54.19,52.00,Prendido
25/10/2021_04:26:02,483,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:26:07,483,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_04:26:13,483,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:26:19,482,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:26:24,480,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:26:30,479,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:26:35,478,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:26:41,478,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:26:47,477,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_04:26:52,477,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:26:58,479,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_04:27:03,476,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_04:27:09,476,Apagado,Prendido,54.25,51.81,Prendido
25/10/2021_04:27:15,475,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_04:27:20,474,Apagado,Prendido,54.25,52.06,Apagado
