Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_01:38:49,504,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_01:38:54,501,Apagado,Prendido,54.31,52.06,Apagado
25/10/2021_01:39:00,499,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:39:06,498,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_01:39:11,498,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:39:17,497,Apagado,Prendido,54.31,52.13,Apagado
25/10/2021_01:39:22,496,Apagado,Prendido,54.31,52.25,Apagado
25/10/2021_01:39:28,496,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_01:39:34,497,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_01:39:39,497,Apagado,Prendido,54.31,51.94,Prendido
25/10/2021_01:39:45,497,Apagado,Prendido,54.31,51.88,Prendido
25/10/2021_01:39:51,497,Apagado,Prendido,54.31,51.81,Prendido
25/10/2021_01:39:56,497,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_01:40:02,496,Apagado,Prendido,54.31,52.06,Apagado
25/10/2021_01:40:07,497,Apagado,Prendido,54.31,52.13,Apagado
25/10/2021_01:40:13,497,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_01:40:19,498,Apagado,Prendido,54.31,51.94,Prendido
25/10/2021_01:40:24,498,Apagado,Prendido,54.31,51.88,Prendido
25/10/2021_01:40:30,498,Apagado,Prendido,54.31,51.88,Prendido
25/10/2021_01:40:35,498,Apagado,Prendido,54.31,51.94,Prendido
25/10/2021_01:40:41,499,Apagado,Prendido,54.31,52.19,Apagado
25/10/2021_01:40:47,501,Apagado,Prendido,54.25,52.25,Apagado
25/10/2021_01:40:52,501,Apagado,Prendido,54.31,52.13,Apagado
25/10/2021_01:40:58,504,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:41:04,504,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_01:41:09,501,Apagado,Prendido,54.31,51.94,Prendido
25/10/2021_01:41:15,501,Apagado,Prendido,54.31,51.81,Prendido
25/10/2021_01:41:20,501,Apagado,Prendido,54.31,51.94,Prendido
25/10/2021_01:41:26,500,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:41:32,501,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:41:37,499,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_01:41:43,500,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:41:49,499,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_01:41:54,499,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_01:42:00,500,Apagado,Prendido,54.31,51.75,Prendido
25/10/2021_01:42:05,500,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:42:11,501,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:42:17,501,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_01:42:22,499,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_01:42:28,498,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:42:34,499,Apagado,Prendido,54.25,51.81,Prendido
25/10/2021_01:42:39,500,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:42:45,500,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:42:50,501,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:42:56,501,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:43:02,500,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:43:07,499,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:43:13,498,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_01:43:18,498,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_01:43:24,498,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_01:43:30,498,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_01:43:35,497,Apagado,Prendido,54.31,52.00,Prendido
25/10/2021_01:43:41,498,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_01:43:47,498,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_01:43:52,497,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_01:43:58,497,Apagado,Prendido,54.25,52.13,Apagado
