Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
24/10/2021_22:59:33,434,Apagado,Prendido,54.31,52.06,Apagado
24/10/2021_22:59:39,433,Apagado,Prendido,54.38,52.13,Apagado
24/10/2021_22:59:45,432,Apagado,Prendido,54.31,51.81,Prendido
24/10/2021_22:59:50,431,Apagado,Prendido,54.31,51.75,Prendido
24/10/2021_22:59:56,431,Apagado,Prendido,54.38,51.81,Prendido
24/10/2021_23:00:01,432,Apagado,Prendido,54.38,51.81,Prendido
24/10/2021_23:00:07,433,Apagado,Prendido,54.38,52.00,Prendido
24/10/2021_23:00:13,433,Apagado,Prendido,54.38,52.19,Apagado
24/10/2021_23:00:18,432,Apagado,Prendido,54.31,52.13,Apagado
24/10/2021_23:00:24,436,Apagado,Prendido,54.38,52.19,Apagado
24/10/2021_23:00:30,439,Apagado,Prendido,54.31,52.13,Apagado
24/10/2021_23:00:35,440,Apagado,Prendido,54.38,52.00,Prendido
24/10/2021_23:00:41,440,Apagado,Prendido,54.38,51.81,Prendido
24/10/2021_23:00:46,440,Apagado,Prendido,54.38,51.88,Prendido
24/10/2021_23:00:52,440,Apagado,Prendido,54.38,52.00,Prendido
24/10/2021_23:00:58,441,Apagado,Prendido,54.38,52.06,Apagado
24/10/2021_23:01:03,441,Apagado,Prendido,54.31,52.19,Apagado
24/10/2021_23:01:09,442,Apagado,Prendido,54.31,52.19,Apagado
24/10/2021_23:01:15,442,Apagado,Prendido,54.38,52.00,Prendido
24/10/2021_23:01:20,442,Apagado,Prendido,54.38,52.00,Prendido
24/10/2021_23:01:26,442,Apagado,Prendido,54.38,52.06,Apagado
24/10/2021_23:01:31,442,Apagado,Prendido,54.31,52.06,Apagado
24/10/2021_23:01:37,441,Apagado,Prendido,54.31,52.00,Prendido
24/10/2021_23:01:43,439,Apagado,Prendido,54.38,51.94,Prendido
24/10/2021_23:01:48,439,Apagado,Prendido,54.31,51.94,Prendido
24/10/2021_23:01:54,439,Apagado,Prendido,54.38,52.06,Apagado
24/10/2021_23:01:59,438,Apagado,Prendido,54.31,52.06,Apagado
24/10/2021_23:02:05,437,Apagado,Prendido,54.38,52.06,Apagado
24/10/2021_23:02:11,436,Apagado,Prendido,54.38,51.94,Prendido
24/10/2021_23:02:16,437,Apagado,Prendido,54.38,51.81,Prendido
24/10/2021_23:02:22,436,Apagado,Prendido,54.38,51.88,Prendido
24/10/2021_23:02:28,436,Apagado,Prendido,54.38,52.00,Prendido
24/10/2021_23:02:33,436,Apagado,Prendido,54.38,52.13,Apagado
24/10/2021_23:02:39,436,Apagado,Prendido,54.38,52.13,Apagado
24/10/2021_23:02:44,437,Apagado,Prendido,54.38,52.19,Apagado
24/10/2021_23:02:50,437,Apagado,Prendido,54.31,52.06,Apagado
24/10/2021_23:02:56,436,Apagado,Prendido,54.38,51.94,Prendido
24/10/2021_23:03:01,436,Apagado,Prendido,54.38,51.88,Prendido
24/10/2021_23:03:07,436,Apagado,Prendido,54.38,51.81,Prendido
24/10/2021_23:03:13,435,Apagado,Prendido,54.38,51.94,Prendido
