Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_05:14:16,495,Apagado,Prendido,54.25,52.19,Apagado
25/10/2021_05:14:22,496,Apagado,Prendido,54.19,52.19,Apagado
25/10/2021_05:14:28,495,Apagado,Prendido,54.19,52.25,Apagado
25/10/2021_05:14:33,496,Apagado,Prendido,54.19,52.13,Apagado
25/10/2021_05:14:39,497,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_05:14:44,496,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_05:14:50,497,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_05:14:56,497,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_05:15:01,497,Apagado,Prendido,54.25,52.00,Prendido
25/10/2021_05:15:07,496,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_05:15:13,496,Apagado,Prendido,54.19,52.19,Apagado
25/10/2021_05:15:18,495,Apagado,Prendido,54.19,52.25,Apagado
25/10/2021_05:15:24,494,Apagado,Prendido,54.19,52.13,Apagado
25/10/2021_05:15:29,494,Apagado,Prendido,54.19,52.00,Prendido
25/10/2021_05:15:35,494,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_05:15:41,494,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_05:15:46,494,Apagado,Prendido,54.25,51.94,Prendido
25/10/2021_05:15:52,494,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_05:15:57,494,Apagado,Prendido,54.19,52.13,Apagado
25/10/2021_05:16:03,493,Apagado,Prendido,54.25,52.13,Apagado
25/10/2021_05:16:09,492,Apagado,Prendido,54.19,52.06,Apagado
25/10/2021_05:16:14,492,Apagado,Prendido,54.19,51.81,Prendido
25/10/2021_05:16:20,491,Apagado,Prendido,54.25,51.75,Prendido
25/10/2021_05:16:26,491,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_05:16:31,491,Apagado,Prendido,54.25,51.88,Prendido
25/10/2021_05:16:37,491,Apagado,Prendido,54.25,52.06,Apagado
25/10/2021_05:16:42,491,Apagado,Prendido,54.19,52.13,Apagado
25/10/2021_05:16:48,490,Apagado,Prendido,54.19,52.00,Prendido
25/10/2021_05:16:54,490,Apagado,Prendido,54.19,52.00,Prendido
25/10/2021_05:16:59,491,Apagado,Prendido,54.19,52.06,Apagado
25/10/2021_05:17:05,491,Apagado,Prendido,54.19,52.06,Apagado
25/10/2021_05:17:11,491,Apagado,Prendido,54.19,52.06,Apagado
