Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_00:05:08,438,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:05:13,439,Prendido,Apagado,54.44,52.19,Apagado
25/10/2021_00:05:19,438,Prendido,Apagado,54.44,52.25,Apagado
25/10/2021_00:05:25,436,Prendido,Apagado,54.44,52.19,Apagado
25/10/2021_00:05:30,436,Prendido,Apagado,54.44,52.06,Apagado
25/10/2021_00:05:36,437,Prendido,Apagado,54.44,51.88,Prendido
25/10/2021_00:05:42,438,Prendido,Apagado,54.50,51.81,Prendido
25/10/2021_00:05:47,438,Prendido,Apagado,54.50,51.88,Prendido
25/10/2021_00:05:53,437,Prendido,Apagado,54.50,51.94,Prendido
25/10/2021_00:05:58,437,Prendido,Apagado,54.50,52.06,Apagado
25/10/2021_00:06:04,437,Prendido,Apagado,54.44,52.13,Apagado
25/10/2021_00:06:10,436,Prendido,Apagado,54.50,52.06,Apagado
25/10/2021_00:06:15,434,Prendido,Apagado,54.44,52.00,Prendido
25/10/2021_00:06:21,435,Prendido,Apagado,54.50,51.88,Prendido
25/10/2021_00:06:27,434,Prendido,Apagado,54.50,51.88,Prendido
25/10/2021_00:06:32,434,Prendido,Apagado,54.44,52.06,Apagado
25/10/2021_00:06:38,434,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:06:43,431,Prendido,Apagado,54.50,52.13,Apagado
25/10/2021_00:06:49,429,Prendido,Apagado,54.50,52.06,Apagado
25/10/2021_00:06:55,428,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:07:00,427,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:07:06,426,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:07:12,426,Prendido,Apagado,54.50,52.06,Apagado
25/10/2021_00:07:17,426,Prendido,Apagado,54.44,52.13,Apagado
25/10/2021_00:07:23,427,Prendido,Apagado,54.44,52.13,Apagado
25/10/2021_00:07:28,426,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:07:34,426,Prendido,Apagado,54.50,51.94,Prendido
25/10/2021_00:07:40,429,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:07:45,430,Prendido,Apagado,54.50,52.06,Apagado
25/10/2021_00:07:51,430,Prendido,Apagado,54.44,52.19,Apagado
25/10/2021_00:07:57,431,Prendido,Apagado,54.44,52.00,Prendido
25/10/2021_00:08:02,431,Prendido,Apagado,54.44,51.94,Prendido
25/10/2021_00:08:08,431,Prendido,Apagado,54.50,52.06,Apagado
25/10/2021_00:08:13,431,Prendido,Apagado,54.44,52.00,Prendido
25/10/2021_00:08:19,428,Prendido,Apagado,54.44,52.06,Apagado
25/10/2021_00:08:25,429,Prendido,Apagado,54.50,52.00,Prendido
25/10/2021_00:08:30,428,Prendido,Apagado,54.50,52.06,Apagado
25/10/2021_00:08:36,408,Apagado,Prendido,54.44,52.06,Apagado
25/10/2021_00:08:41,265,Apagado,Prendido,54.44,51.94,Prendido
25/10/2021_00:08:47,244,Apagado,Prendido,54.44,51.94,Prendido
25/10/2021_00:08:53,237,Apagado,Prendido,54.50,51.88,Prendido
25/10/2021_00:08:58,237,Apagado,Prendido,54.50,51.88,Prendido
25/10/2021_00:09:04,237,Apagado,Prendido,54.50,52.00,Prendido
25/10/2021_00:09:10,240,Apagado,Prendido,54.50,52.19,Apagado
