Date_Time, CO2
20/09/2021_14:34:22,708
20/09/2021_14:34:24,708
20/09/2021_14:34:26,709
20/09/2021_14:34:28,709
20/09/2021_14:34:31,709
20/09/2021_14:34:33,701
20/09/2021_14:34:35,701
20/09/2021_14:34:37,694
20/09/2021_14:34:39,694
20/09/2021_14:34:41,694
20/09/2021_14:34:43,689
20/09/2021_14:34:45,689
20/09/2021_14:34:47,687
20/09/2021_14:34:49,687
20/09/2021_14:34:51,687
20/09/2021_14:34:53,686
20/09/2021_14:34:55,686
20/09/2021_14:34:57,687
20/09/2021_14:34:59,687
20/09/2021_14:35:01,674
20/09/2021_14:35:03,674
20/09/2021_14:35:05,674
20/09/2021_14:35:07,666
20/09/2021_14:35:09,666
20/09/2021_14:35:11,653
20/09/2021_14:35:13,653
20/09/2021_14:35:15,653
20/09/2021_14:35:17,675
20/09/2021_14:35:19,675
20/09/2021_14:35:21,633
20/09/2021_14:35:23,633
20/09/2021_14:35:25,633
20/09/2021_14:35:27,632
20/09/2021_14:35:29,632
20/09/2021_14:35:31,559
20/09/2021_14:35:33,559
20/09/2021_14:35:35,559
20/09/2021_14:35:37,517
20/09/2021_14:35:39,517
20/09/2021_14:35:41,492
20/09/2021_14:35:43,492
20/09/2021_14:35:45,492
20/09/2021_14:35:47,473
20/09/2021_14:35:49,473
20/09/2021_14:35:51,455
20/09/2021_14:35:53,455
20/09/2021_14:35:55,455
20/09/2021_14:35:57,447
20/09/2021_14:36:00,447
20/09/2021_14:36:02,440
20/09/2021_14:36:04,440
20/09/2021_14:36:06,440
20/09/2021_14:36:08,433
20/09/2021_14:36:10,433
20/09/2021_14:36:12,426
20/09/2021_14:36:14,426
20/09/2021_14:36:16,421
20/09/2021_14:36:18,421
20/09/2021_14:36:20,421
20/09/2021_14:36:22,415
20/09/2021_14:36:24,415
20/09/2021_14:36:26,408
20/09/2021_14:36:28,408
20/09/2021_14:36:30,408
20/09/2021_14:36:32,407
20/09/2021_14:36:34,407
20/09/2021_14:36:36,406
20/09/2021_14:36:38,406
20/09/2021_14:36:40,406
20/09/2021_14:36:42,406
20/09/2021_14:36:44,406
20/09/2021_14:36:46,405
20/09/2021_14:36:48,405
20/09/2021_14:36:50,405
20/09/2021_14:36:52,405
20/09/2021_14:36:54,405
20/09/2021_14:36:56,404
20/09/2021_14:36:58,404
20/09/2021_14:37:00,404
20/09/2021_14:37:02,404
20/09/2021_14:37:04,404
20/09/2021_14:37:06,404
20/09/2021_14:37:08,404
20/09/2021_14:37:10,404
20/09/2021_14:37:12,404
20/09/2021_14:37:14,404
20/09/2021_14:37:16,404
20/09/2021_14:37:18,404
20/09/2021_14:37:20,404
20/09/2021_14:37:22,404
20/09/2021_14:37:24,404
20/09/2021_14:37:26,404
20/09/2021_14:37:28,404
20/09/2021_14:37:31,404
20/09/2021_14:37:33,404
20/09/2021_14:37:35,404
20/09/2021_14:37:37,404
20/09/2021_14:37:39,404
20/09/2021_14:37:41,404
20/09/2021_14:37:43,404
