Date_Time,CO2
28/10/2021_17:15:39,0
28/10/2021_17:15:44,0
28/10/2021_17:15:49,0
28/10/2021_17:15:54,0
28/10/2021_17:15:59,0
28/10/2021_17:16:04,0
28/10/2021_17:16:09,0
28/10/2021_17:16:14,0
28/10/2021_17:16:19,187
28/10/2021_17:16:24,221
28/10/2021_17:16:29,256
28/10/2021_17:16:34,295
28/10/2021_17:16:39,334
28/10/2021_17:16:44,380
28/10/2021_17:16:49,396
28/10/2021_17:16:54,403
28/10/2021_17:16:59,407
28/10/2021_17:17:04,409
28/10/2021_17:17:09,418
28/10/2021_17:17:14,425
28/10/2021_17:17:19,437
28/10/2021_17:17:24,446
28/10/2021_17:17:29,454
28/10/2021_17:17:34,463
28/10/2021_17:17:39,467
28/10/2021_17:17:44,468
28/10/2021_17:17:49,473
28/10/2021_17:17:54,475
28/10/2021_17:17:59,480
28/10/2021_17:18:04,483
28/10/2021_17:18:09,487
28/10/2021_17:18:14,490
28/10/2021_17:18:19,493
28/10/2021_17:18:24,495
28/10/2021_17:18:29,499
28/10/2021_17:18:34,500
28/10/2021_17:18:39,502
28/10/2021_17:18:44,503
28/10/2021_17:18:49,506
28/10/2021_17:18:54,507
28/10/2021_17:18:59,509
28/10/2021_17:19:04,535
28/10/2021_17:19:10,545
28/10/2021_17:19:15,552
28/10/2021_17:19:20,554
28/10/2021_17:19:25,554
28/10/2021_17:19:30,555
28/10/2021_17:19:35,556
28/10/2021_17:19:40,557
28/10/2021_17:19:45,517
28/10/2021_17:19:50,402
28/10/2021_17:19:55,281
28/10/2021_17:20:00,241
28/10/2021_17:20:05,215
28/10/2021_17:20:10,205
28/10/2021_17:20:15,200
28/10/2021_17:20:20,168
28/10/2021_17:20:25,163
28/10/2021_17:20:30,140
28/10/2021_17:20:35,134
28/10/2021_17:20:40,111
28/10/2021_17:20:45,86
28/10/2021_17:20:50,52
28/10/2021_17:20:55,46
28/10/2021_17:21:00,42
28/10/2021_17:21:05,36
28/10/2021_17:21:10,32
28/10/2021_17:21:15,22
28/10/2021_17:21:20,12
28/10/2021_17:21:25,7
28/10/2021_17:21:30,1
28/10/2021_17:21:35,0
28/10/2021_17:21:40,0
28/10/2021_17:21:45,0
28/10/2021_17:21:50,0
28/10/2021_17:21:55,0
28/10/2021_17:22:00,0
28/10/2021_17:22:05,0
28/10/2021_17:22:10,0
28/10/2021_17:22:15,0
28/10/2021_17:22:20,0
28/10/2021_17:22:25,0
28/10/2021_17:22:30,0
28/10/2021_17:22:35,0
28/10/2021_17:22:40,0
28/10/2021_17:22:45,0
28/10/2021_17:22:50,0
28/10/2021_17:22:55,0
28/10/2021_17:23:01,0
28/10/2021_17:23:06,0
28/10/2021_17:23:11,0
28/10/2021_17:23:16,0
28/10/2021_17:23:21,0
28/10/2021_17:23:26,0
28/10/2021_17:23:31,0
28/10/2021_17:23:36,0
28/10/2021_17:23:41,0
28/10/2021_17:23:46,0
28/10/2021_17:23:51,0
28/10/2021_17:23:56,0
