Date_Time,Temp_Compost,Temp_Suncho,Estado
07/07/2021_23:34:38,46.75,50.56,Prendido
07/07/2021_23:34:40,46.75,50.50,Prendido
07/07/2021_23:34:42,46.75,50.56,Prendido
07/07/2021_23:34:43,46.75,50.56,Prendido
07/07/2021_23:34:45,46.75,50.63,Prendido
07/07/2021_23:34:47,46.69,50.56,Prendido
07/07/2021_23:34:48,46.75,50.56,Prendido
07/07/2021_23:34:50,46.75,50.56,Prendido
07/07/2021_23:34:51,46.75,50.56,Prendido
07/07/2021_23:34:53,46.75,50.56,Prendido
07/07/2021_23:34:55,46.75,50.50,Prendido
07/07/2021_23:34:56,46.75,50.50,Prendido
07/07/2021_23:34:58,46.75,50.50,Prendido
07/07/2021_23:34:59,46.69,50.50,Prendido
07/07/2021_23:35:01,46.69,50.50,Prendido
07/07/2021_23:35:03,46.69,50.44,Prendido
07/07/2021_23:35:04,46.69,50.44,Prendido
07/07/2021_23:35:06,46.69,50.44,Prendido
07/07/2021_23:35:07,46.75,50.44,Prendido
07/07/2021_23:35:09,46.69,50.44,Prendido
07/07/2021_23:35:11,46.69,50.44,Prendido
07/07/2021_23:35:12,46.75,50.44,Prendido
07/07/2021_23:35:14,46.75,50.44,Prendido
07/07/2021_23:35:15,46.75,50.44,Prendido
07/07/2021_23:35:17,46.75,50.44,Prendido
07/07/2021_23:35:19,46.75,50.38,Prendido
07/07/2021_23:35:20,46.75,50.38,Prendido
07/07/2021_23:35:22,46.75,50.31,Prendido
07/07/2021_23:35:23,46.69,50.31,Prendido
07/07/2021_23:35:25,46.75,50.31,Prendido
07/07/2021_23:35:27,46.69,50.25,Prendido
07/07/2021_23:35:28,46.75,50.31,Prendido
07/07/2021_23:35:30,46.75,50.38,Prendido
07/07/2021_23:35:32,46.75,50.31,Prendido
07/07/2021_23:35:33,46.69,50.31,Prendido
07/07/2021_23:35:35,46.69,50.38,Prendido
07/07/2021_23:35:36,46.69,50.38,Prendido
07/07/2021_23:35:38,46.69,50.38,Prendido
07/07/2021_23:35:40,46.63,50.44,Prendido
07/07/2021_23:35:41,46.69,50.44,Prendido
07/07/2021_23:35:43,46.69,50.50,Prendido
07/07/2021_23:35:44,46.75,50.56,Prendido
07/07/2021_23:35:46,46.69,50.56,Prendido
07/07/2021_23:35:48,46.75,50.56,Prendido
07/07/2021_23:35:49,46.75,50.50,Prendido
07/07/2021_23:35:51,46.75,50.50,Prendido
07/07/2021_23:35:52,46.69,50.50,Prendido
07/07/2021_23:35:54,46.69,50.50,Prendido
07/07/2021_23:35:56,46.75,50.56,Prendido
07/07/2021_23:35:57,46.75,50.56,Prendido
07/07/2021_23:35:59,46.69,50.56,Prendido
07/07/2021_23:36:00,46.75,50.56,Prendido
07/07/2021_23:36:02,46.75,50.56,Prendido
07/07/2021_23:36:04,46.75,50.56,Prendido
07/07/2021_23:36:05,46.69,50.56,Prendido
07/07/2021_23:36:07,46.75,50.50,Prendido
07/07/2021_23:36:08,46.75,50.50,Prendido
07/07/2021_23:36:10,46.75,50.50,Prendido
07/07/2021_23:36:12,46.75,50.50,Prendido
07/07/2021_23:36:13,46.75,50.44,Prendido
07/07/2021_23:36:15,46.69,50.44,Prendido
07/07/2021_23:36:17,46.69,50.44,Prendido
07/07/2021_23:36:18,46.75,50.44,Prendido
07/07/2021_23:36:20,46.69,50.44,Prendido
07/07/2021_23:36:21,46.75,50.44,Prendido
07/07/2021_23:36:23,46.75,50.44,Prendido
07/07/2021_23:36:25,46.75,50.50,Prendido
07/07/2021_23:36:26,46.69,50.50,Prendido
07/07/2021_23:36:28,46.69,50.50,Prendido
07/07/2021_23:36:29,46.75,50.50,Prendido
07/07/2021_23:36:31,46.75,50.50,Prendido
07/07/2021_23:36:33,46.75,50.50,Prendido
07/07/2021_23:36:34,46.75,50.56,Prendido
07/07/2021_23:36:36,46.75,50.56,Prendido
07/07/2021_23:36:37,46.75,50.56,Prendido
07/07/2021_23:36:39,46.69,50.56,Prendido
07/07/2021_23:36:41,46.75,50.50,Prendido
07/07/2021_23:36:42,46.69,50.50,Prendido
07/07/2021_23:36:44,46.75,50.50,Prendido
07/07/2021_23:36:45,46.69,50.50,Prendido
07/07/2021_23:36:47,46.69,50.50,Prendido
07/07/2021_23:36:49,46.69,50.50,Prendido
07/07/2021_23:36:50,46.69,50.56,Prendido
07/07/2021_23:36:52,46.69,50.50,Prendido
07/07/2021_23:36:53,46.69,50.50,Prendido
07/07/2021_23:36:55,46.75,50.50,Prendido
07/07/2021_23:36:57,46.69,50.50,Prendido
07/07/2021_23:36:58,46.75,50.44,Prendido
07/07/2021_23:37:00,46.75,50.50,Prendido
07/07/2021_23:37:02,46.69,50.44,Prendido
07/07/2021_23:37:03,46.75,50.44,Prendido
07/07/2021_23:37:05,46.75,50.50,Prendido
07/07/2021_23:37:06,46.75,50.50,Prendido
07/07/2021_23:37:08,46.75,50.44,Prendido
07/07/2021_23:37:10,46.75,50.50,Prendido
07/07/2021_23:37:11,46.75,50.44,Prendido
07/07/2021_23:37:13,46.75,50.44,Prendido
07/07/2021_23:37:14,46.75,50.44,Prendido
07/07/2021_23:37:16,46.75,50.38,Prendido
07/07/2021_23:37:18,46.75,50.38,Prendido
