Date_Time,Temp_Compost,Temp_Suncho,Estado
08/07/2021_10:39:02,43.06,51.13,Prendido
08/07/2021_10:39:04,43.06,51.19,Prendido
08/07/2021_10:39:05,43.06,51.19,Prendido
08/07/2021_10:39:07,43.06,51.19,Prendido
08/07/2021_10:39:09,43.06,51.19,Prendido
08/07/2021_10:39:10,43.13,51.19,Prendido
08/07/2021_10:39:12,43.13,51.19,Prendido
08/07/2021_10:39:13,43.13,51.19,Prendido
08/07/2021_10:39:15,43.13,51.13,Prendido
08/07/2021_10:39:17,43.06,51.13,Prendido
08/07/2021_10:39:18,43.06,51.13,Prendido
08/07/2021_10:39:20,43.06,51.13,Prendido
08/07/2021_10:39:21,43.13,51.06,Prendido
08/07/2021_10:39:23,43.13,51.06,Prendido
08/07/2021_10:39:25,43.06,51.06,Prendido
08/07/2021_10:39:26,43.13,51.06,Prendido
08/07/2021_10:39:28,43.13,51.06,Prendido
08/07/2021_10:39:29,43.06,51.00,Prendido
08/07/2021_10:39:31,43.13,51.00,Prendido
08/07/2021_10:39:33,43.06,51.00,Prendido
08/07/2021_10:39:34,43.06,51.00,Prendido
08/07/2021_10:39:36,43.06,51.06,Prendido
08/07/2021_10:39:37,43.06,51.13,Prendido
08/07/2021_10:39:39,43.06,51.13,Prendido
08/07/2021_10:39:41,43.06,51.19,Prendido
08/07/2021_10:39:42,43.06,51.13,Prendido
08/07/2021_10:39:44,43.06,51.19,Prendido
08/07/2021_10:39:46,43.06,51.19,Prendido
08/07/2021_10:39:47,43.06,51.19,Prendido
08/07/2021_10:39:49,43.06,51.25,Prendido
08/07/2021_10:39:50,43.06,51.19,Prendido
08/07/2021_10:39:52,43.13,51.25,Prendido
08/07/2021_10:39:54,43.13,51.25,Prendido
08/07/2021_10:39:55,43.13,51.25,Prendido
08/07/2021_10:39:57,43.13,51.25,Prendido
08/07/2021_10:39:58,43.13,51.25,Prendido
08/07/2021_10:40:00,43.06,51.25,Prendido
08/07/2021_10:40:02,43.13,51.25,Prendido
08/07/2021_10:40:03,43.06,51.25,Prendido
08/07/2021_10:40:05,43.06,51.25,Prendido
08/07/2021_10:40:06,43.06,51.25,Prendido
08/07/2021_10:40:08,43.13,51.25,Prendido
08/07/2021_10:40:10,43.06,51.25,Prendido
08/07/2021_10:40:11,43.06,51.25,Prendido
08/07/2021_10:40:13,43.13,51.19,Prendido
08/07/2021_10:40:14,43.06,51.19,Prendido
08/07/2021_10:40:16,43.06,51.13,Prendido
08/07/2021_10:40:18,43.13,51.19,Prendido
08/07/2021_10:40:19,43.06,51.13,Prendido
08/07/2021_10:40:21,43.13,51.13,Prendido
08/07/2021_10:40:22,43.13,51.13,Prendido
08/07/2021_10:40:24,43.06,51.06,Prendido
08/07/2021_10:40:26,43.06,51.06,Prendido
08/07/2021_10:40:27,43.06,51.13,Prendido
08/07/2021_10:40:29,43.13,51.19,Prendido
08/07/2021_10:40:31,43.06,51.13,Prendido
08/07/2021_10:40:32,43.13,51.19,Prendido
08/07/2021_10:40:34,43.13,51.19,Prendido
08/07/2021_10:40:35,43.13,51.19,Prendido
08/07/2021_10:40:37,43.13,51.19,Prendido
08/07/2021_10:40:39,43.06,51.19,Prendido
08/07/2021_10:40:40,43.13,51.19,Prendido
08/07/2021_10:40:42,43.06,51.19,Prendido
08/07/2021_10:40:43,43.06,51.19,Prendido
08/07/2021_10:40:45,43.13,51.19,Prendido
08/07/2021_10:40:47,43.13,51.19,Prendido
08/07/2021_10:40:48,43.13,51.19,Prendido
08/07/2021_10:40:50,43.13,51.19,Prendido
08/07/2021_10:40:51,43.13,51.19,Prendido
08/07/2021_10:40:53,43.13,51.19,Prendido
08/07/2021_10:40:55,43.06,51.19,Prendido
08/07/2021_10:40:56,43.13,51.25,Prendido
08/07/2021_10:40:58,43.13,51.25,Prendido
08/07/2021_10:40:59,43.13,51.19,Prendido
08/07/2021_10:41:01,43.13,51.25,Prendido
08/07/2021_10:41:03,43.13,51.19,Prendido
08/07/2021_10:41:04,43.13,51.25,Prendido
08/07/2021_10:41:06,43.13,51.25,Prendido
08/07/2021_10:41:07,43.13,51.25,Prendido
08/07/2021_10:41:09,43.13,51.25,Prendido
08/07/2021_10:41:11,43.13,51.25,Prendido
08/07/2021_10:41:12,43.06,51.25,Prendido
08/07/2021_10:41:14,43.13,51.25,Prendido
08/07/2021_10:41:16,43.06,51.25,Prendido
08/07/2021_10:41:17,43.13,51.31,Prendido
08/07/2021_10:41:19,43.13,51.31,Prendido
08/07/2021_10:41:20,43.06,51.31,Prendido
08/07/2021_10:41:22,43.06,51.31,Prendido
08/07/2021_10:41:24,43.13,51.31,Prendido
08/07/2021_10:41:25,43.06,51.25,Prendido
08/07/2021_10:41:27,43.13,51.19,Prendido
08/07/2021_10:41:28,43.06,51.25,Prendido
08/07/2021_10:41:30,43.13,51.25,Prendido
08/07/2021_10:41:32,43.06,51.25,Prendido
08/07/2021_10:41:33,43.13,51.31,Prendido
08/07/2021_10:41:35,43.06,51.31,Prendido
08/07/2021_10:41:36,43.13,51.31,Prendido
08/07/2021_10:41:38,43.13,51.31,Prendido
08/07/2021_10:41:40,43.06,51.31,Prendido
08/07/2021_10:41:41,43.13,51.25,Prendido
