# nro,Area1,Area2,Area3,Area4
1.000000000000000000e+00, 1.515999000000000000e+06, 1.024578500000000000e+06, 1.229353000000000000e+06, 7.858600000000000000e+05
2.000000000000000000e+00, 8.868835000000000000e+05, 8.029415000000000000e+05, 1.371510500000000000e+06, 6.247190000000000000e+05
3.000000000000000000e+00, 7.220900000000000000e+05, 6.442460000000000000e+05, 9.809915000000000000e+05, 5.985575000000000000e+05
