# nro,Area1,Area2,Area3,Area4
1.000000000000000000e+00, 8.316310000000000000e+05, 3.907225000000000000e+05, 5.798830000000000000e+05, 3.450190000000000000e+05
2.000000000000000000e+00, 9.748410000000000000e+05, 3.270840000000000000e+05, 4.994255000000000000e+05, 3.543445000000000000e+05
3.000000000000000000e+00, 7.905875000000000000e+05, 3.851070000000000000e+05, 4.869840000000000000e+05, 4.153465000000000000e+05
4.000000000000000000e+00, 2.846590000000000000e+05, 1.057235000000000000e+05, 3.980950000000000000e+05, 4.155240000000000000e+05
5.000000000000000000e+00, 1.157460500000000000e+06, 6.000320000000000000e+05, 8.537325000000000000e+05, 6.666785000000000000e+05
6.000000000000000000e+00, 1.144820000000000000e+06, 5.864280000000000000e+05, 9.126720000000000000e+05, 6.852295000000000000e+05
7.000000000000000000e+00, 1.267513500000000000e+06, 5.736720000000000000e+05, 9.412975000000000000e+05, 7.081795000000000000e+05
