Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
21/03/2022_13:46:33,0,Prendido,Apagado,Apagado,Apagado,25.62,25.31,25.06,24.50,25.19,Prendido
21/03/2022_13:46:39,86,Prendido,Apagado,Apagado,Apagado,25.62,25.31,25.00,24.56,25.19,Prendido
21/03/2022_13:46:45,396,Prendido,Apagado,Apagado,Apagado,25.62,25.31,25.06,24.56,25.19,Prendido
21/03/2022_13:46:51,494,Prendido,Apagado,Apagado,Apagado,25.62,25.31,25.06,24.56,25.19,Prendido
21/03/2022_13:46:57,540,Prendido,Apagado,Apagado,Apagado,25.62,25.37,25.06,24.50,25.19,Prendido
21/03/2022_13:47:02,583,Prendido,Apagado,Apagado,Apagado,25.69,25.31,25.06,24.56,25.19,Prendido
21/03/2022_13:47:08,619,Prendido,Apagado,Apagado,Apagado,25.62,25.37,25.06,24.62,25.19,Prendido
21/03/2022_13:47:14,641,Prendido,Apagado,Apagado,Apagado,25.62,25.37,25.06,24.62,25.19,Prendido
21/03/2022_13:47:20,674,Prendido,Apagado,Apagado,Apagado,25.62,25.37,25.06,24.62,25.19,Prendido
21/03/2022_13:47:26,695,Prendido,Apagado,Apagado,Apagado,25.62,25.37,25.00,24.50,25.19,Prendido
21/03/2022_13:47:32,712,Prendido,Apagado,Apagado,Apagado,25.69,25.31,25.06,24.56,25.19,Prendido
21/03/2022_13:47:38,723,Prendido,Apagado,Apagado,Apagado,25.62,25.31,25.00,24.44,25.19,Prendido
