Date_Time,Temp_Compost,Temp_Suncho,Estado
07/07/2021_20:53:53,47.50,50.31,Prendido
07/07/2021_20:53:55,47.50,50.31,Prendido
07/07/2021_20:53:57,47.50,50.25,Prendido
07/07/2021_20:53:58,47.50,50.25,Prendido
07/07/2021_20:54:00,47.50,50.25,Prendido
07/07/2021_20:54:01,47.50,50.19,Prendido
07/07/2021_20:54:03,47.50,50.19,Prendido
07/07/2021_20:54:05,47.50,50.19,Prendido
07/07/2021_20:54:06,47.50,50.13,Prendido
07/07/2021_20:54:08,47.50,50.13,Prendido
07/07/2021_20:54:09,47.50,50.13,Prendido
07/07/2021_20:54:11,47.50,50.19,Prendido
07/07/2021_20:54:13,47.50,50.19,Prendido
07/07/2021_20:54:14,47.50,50.13,Prendido
07/07/2021_20:54:16,47.50,50.13,Prendido
07/07/2021_20:54:17,47.50,50.13,Prendido
07/07/2021_20:54:19,47.44,50.13,Prendido
07/07/2021_20:54:21,47.50,50.19,Prendido
07/07/2021_20:54:22,47.50,50.19,Prendido
07/07/2021_20:54:24,47.50,50.19,Prendido
07/07/2021_20:54:26,47.44,50.19,Prendido
07/07/2021_20:54:27,47.50,50.19,Prendido
07/07/2021_20:54:29,47.50,50.19,Prendido
07/07/2021_20:54:30,47.44,50.19,Prendido
07/07/2021_20:54:32,47.44,50.13,Prendido
07/07/2021_20:54:34,47.44,50.13,Prendido
07/07/2021_20:54:35,47.44,50.13,Prendido
07/07/2021_20:54:37,47.44,50.19,Prendido
07/07/2021_20:54:38,47.44,50.13,Prendido
07/07/2021_20:54:40,47.50,50.13,Prendido
07/07/2021_20:54:42,47.50,50.19,Prendido
07/07/2021_20:54:43,47.50,50.19,Prendido
07/07/2021_20:54:45,47.50,50.25,Prendido
07/07/2021_20:54:46,47.50,50.25,Prendido
07/07/2021_20:54:48,47.50,50.25,Prendido
07/07/2021_20:54:50,47.50,50.25,Prendido
07/07/2021_20:54:51,47.50,50.31,Prendido
07/07/2021_20:54:53,47.44,50.31,Prendido
07/07/2021_20:54:54,47.50,50.38,Prendido
07/07/2021_20:54:56,47.50,50.38,Prendido
07/07/2021_20:54:58,47.44,50.38,Prendido
07/07/2021_20:54:59,47.50,50.31,Prendido
07/07/2021_20:55:01,47.50,50.31,Prendido
07/07/2021_20:55:02,47.50,50.31,Prendido
07/07/2021_20:55:04,47.44,50.31,Prendido
07/07/2021_20:55:06,47.44,50.31,Prendido
07/07/2021_20:55:07,47.44,50.31,Prendido
07/07/2021_20:55:09,47.50,50.31,Prendido
07/07/2021_20:55:11,47.44,50.25,Prendido
07/07/2021_20:55:12,47.44,50.25,Prendido
07/07/2021_20:55:14,47.44,50.25,Prendido
07/07/2021_20:55:15,47.44,50.25,Prendido
07/07/2021_20:55:17,47.44,50.25,Prendido
07/07/2021_20:55:19,47.44,50.25,Prendido
07/07/2021_20:55:20,47.44,50.19,Prendido
07/07/2021_20:55:22,47.44,50.25,Prendido
07/07/2021_20:55:23,47.44,50.25,Prendido
07/07/2021_20:55:25,47.44,50.25,Prendido
07/07/2021_20:55:27,47.44,50.25,Prendido
07/07/2021_20:55:28,47.44,50.25,Prendido
07/07/2021_20:55:30,47.44,50.25,Prendido
07/07/2021_20:55:31,47.44,50.25,Prendido
07/07/2021_20:55:33,47.44,50.31,Prendido
07/07/2021_20:55:35,47.44,50.25,Prendido
07/07/2021_20:55:36,47.44,50.31,Prendido
07/07/2021_20:55:38,47.44,50.25,Prendido
07/07/2021_20:55:39,47.44,50.31,Prendido
07/07/2021_20:55:41,47.44,50.31,Prendido
07/07/2021_20:55:43,47.44,50.31,Prendido
07/07/2021_20:55:44,47.44,50.31,Prendido
07/07/2021_20:55:46,47.50,50.31,Prendido
07/07/2021_20:55:47,47.44,50.31,Prendido
07/07/2021_20:55:49,47.44,50.31,Prendido
07/07/2021_20:55:51,47.44,50.31,Prendido
07/07/2021_20:55:52,47.44,50.25,Prendido
07/07/2021_20:55:54,47.44,50.19,Prendido
07/07/2021_20:55:56,47.44,50.25,Prendido
07/07/2021_20:55:57,47.44,50.19,Prendido
07/07/2021_20:55:59,47.44,50.13,Prendido
07/07/2021_20:56:00,47.44,50.13,Prendido
07/07/2021_20:56:02,47.50,50.13,Prendido
07/07/2021_20:56:04,47.50,50.13,Prendido
07/07/2021_20:56:05,47.44,50.13,Prendido
07/07/2021_20:56:07,47.50,50.06,Prendido
07/07/2021_20:56:08,47.50,50.13,Prendido
07/07/2021_20:56:10,47.44,50.13,Prendido
07/07/2021_20:56:12,47.44,50.13,Prendido
07/07/2021_20:56:13,47.50,50.13,Prendido
07/07/2021_20:56:15,47.50,50.13,Prendido
07/07/2021_20:56:16,47.50,50.13,Prendido
07/07/2021_20:56:18,47.44,50.13,Prendido
07/07/2021_20:56:20,47.44,50.19,Prendido
07/07/2021_20:56:21,47.44,50.19,Prendido
07/07/2021_20:56:23,47.44,50.25,Prendido
07/07/2021_20:56:24,47.44,50.25,Prendido
07/07/2021_20:56:26,47.44,50.31,Prendido
07/07/2021_20:56:28,47.44,50.31,Prendido
07/07/2021_20:56:29,47.44,50.31,Prendido
07/07/2021_20:56:31,47.44,50.25,Prendido
07/07/2021_20:56:32,47.44,50.31,Prendido
