Date_Time,Temp_Compost,Temp_Suncho,Estado
14/06/2021_20:47:47,49.13,50.25,Apagado
14/06/2021_20:47:49,49.13,50.31,Apagado
14/06/2021_20:47:50,49.13,50.25,Apagado
14/06/2021_20:47:52,49.06,50.19,Apagado
14/06/2021_20:47:53,49.13,50.13,Apagado
14/06/2021_20:47:55,49.13,50.00,Prendido
14/06/2021_20:47:57,48.94,49.81,Prendido
14/06/2021_20:47:58,48.94,49.75,Prendido
14/06/2021_20:48:00,48.94,49.75,Prendido
14/06/2021_20:48:01,48.94,49.63,Prendido
14/06/2021_20:48:03,48.94,49.63,Prendido
14/06/2021_20:48:05,48.94,49.56,Prendido
14/06/2021_20:48:06,48.94,49.56,Prendido
14/06/2021_20:48:08,48.94,49.63,Prendido
14/06/2021_20:48:09,48.94,49.69,Prendido
14/06/2021_20:48:11,48.94,49.69,Prendido
14/06/2021_20:48:13,48.94,49.75,Prendido
14/06/2021_20:48:14,48.94,49.81,Prendido
14/06/2021_20:48:16,48.94,49.88,Prendido
14/06/2021_20:48:18,48.94,49.94,Prendido
14/06/2021_20:48:19,48.94,50.00,Prendido
14/06/2021_20:48:21,48.94,50.06,Apagado
14/06/2021_20:48:22,49.06,50.25,Apagado
14/06/2021_20:48:24,49.06,50.31,Apagado
14/06/2021_20:48:26,49.06,50.38,Apagado
14/06/2021_20:48:27,49.06,50.38,Apagado
14/06/2021_20:48:29,49.06,50.38,Apagado
14/06/2021_20:48:30,49.06,50.38,Apagado
14/06/2021_20:48:32,49.06,50.38,Apagado
14/06/2021_20:48:34,49.06,50.25,Apagado
14/06/2021_20:48:35,49.06,50.25,Apagado
14/06/2021_20:48:37,49.06,50.19,Apagado
14/06/2021_20:48:38,49.06,50.13,Apagado
14/06/2021_20:48:40,49.06,50.06,Apagado
14/06/2021_20:48:42,49.00,50.00,Prendido
14/06/2021_20:48:43,48.88,49.88,Prendido
14/06/2021_20:48:45,48.88,49.75,Prendido
14/06/2021_20:48:46,48.94,49.75,Prendido
14/06/2021_20:48:48,48.94,49.75,Prendido
14/06/2021_20:48:50,48.88,49.63,Prendido
14/06/2021_20:48:51,48.94,49.63,Prendido
14/06/2021_20:48:53,48.88,49.69,Prendido
14/06/2021_20:48:54,48.88,49.69,Prendido
14/06/2021_20:48:56,48.88,49.75,Prendido
14/06/2021_20:48:58,48.88,49.69,Prendido
14/06/2021_20:48:59,48.88,49.75,Prendido
14/06/2021_20:49:01,48.88,49.75,Prendido
14/06/2021_20:49:03,48.88,49.81,Prendido
14/06/2021_20:49:04,48.88,49.88,Prendido
14/06/2021_20:49:06,48.88,49.88,Prendido
14/06/2021_20:49:07,48.81,49.94,Prendido
14/06/2021_20:49:09,48.88,49.94,Prendido
14/06/2021_20:49:11,48.88,50.00,Prendido
14/06/2021_20:49:12,48.88,50.06,Apagado
14/06/2021_20:49:14,49.00,50.25,Apagado
14/06/2021_20:49:15,49.00,50.25,Apagado
14/06/2021_20:49:17,49.06,50.31,Apagado
14/06/2021_20:49:19,49.00,50.31,Apagado
14/06/2021_20:49:20,49.00,50.31,Apagado
14/06/2021_20:49:22,49.00,50.31,Apagado
14/06/2021_20:49:23,49.00,50.31,Apagado
14/06/2021_20:49:25,49.00,50.25,Apagado
14/06/2021_20:49:27,49.00,50.19,Apagado
14/06/2021_20:49:28,49.00,50.13,Apagado
14/06/2021_20:49:30,49.00,50.06,Apagado
14/06/2021_20:49:31,49.00,50.06,Apagado
14/06/2021_20:49:33,49.00,50.00,Prendido
14/06/2021_20:49:35,48.88,49.81,Prendido
14/06/2021_20:49:36,48.88,49.75,Prendido
14/06/2021_20:49:38,48.88,49.75,Prendido
14/06/2021_20:49:39,48.88,49.69,Prendido
14/06/2021_20:49:41,48.88,49.63,Prendido
14/06/2021_20:49:43,48.88,49.63,Prendido
14/06/2021_20:49:44,48.88,49.69,Prendido
14/06/2021_20:49:46,48.88,49.75,Prendido
14/06/2021_20:49:48,48.88,49.75,Prendido
14/06/2021_20:49:49,48.81,49.81,Prendido
14/06/2021_20:49:51,48.88,49.81,Prendido
14/06/2021_20:49:52,48.88,49.81,Prendido
14/06/2021_20:49:54,48.88,49.88,Prendido
14/06/2021_20:49:56,48.88,49.88,Prendido
14/06/2021_20:49:57,48.81,50.00,Prendido
14/06/2021_20:49:59,48.88,50.00,Prendido
14/06/2021_20:50:00,48.88,50.06,Apagado
14/06/2021_20:50:02,49.00,50.25,Apagado
14/06/2021_20:50:04,49.00,50.31,Apagado
14/06/2021_20:50:05,49.00,50.31,Apagado
14/06/2021_20:50:07,49.00,50.31,Apagado
14/06/2021_20:50:08,49.00,50.31,Apagado
14/06/2021_20:50:10,49.00,50.25,Apagado
14/06/2021_20:50:12,48.94,50.19,Apagado
14/06/2021_20:50:13,49.00,50.19,Apagado
14/06/2021_20:50:15,48.94,50.13,Apagado
14/06/2021_20:50:16,49.00,50.06,Apagado
14/06/2021_20:50:18,49.00,50.00,Prendido
14/06/2021_20:50:20,48.88,49.81,Prendido
14/06/2021_20:50:21,48.88,49.69,Prendido
14/06/2021_20:50:23,48.81,49.63,Prendido
14/06/2021_20:50:24,48.81,49.63,Prendido
14/06/2021_20:50:26,48.81,49.63,Prendido
