# nro,Area1,Area2,Area3,Area4
1.000000000000000000e+00, 1.874370000000000000e+06, 7.156745000000000000e+05, 1.596390500000000000e+06, 5.855700000000000000e+05
2.000000000000000000e+00, 1.255871500000000000e+06, 6.197510000000000000e+05, 1.067530000000000000e+06, 5.826895000000000000e+05
3.000000000000000000e+00, 9.004225000000000000e+05, 5.858970000000000000e+05, 8.160620000000000000e+05, 5.783225000000000000e+05
4.000000000000000000e+00, 6.901690000000000000e+05, 5.504100000000000000e+05, 6.379130000000000000e+05, 5.719305000000000000e+05
5.000000000000000000e+00, 6.921565000000000000e+05, 5.666515000000000000e+05, 6.136615000000000000e+05, 5.929015000000000000e+05
6.000000000000000000e+00, 6.690585000000000000e+05, 5.545440000000000000e+05, 5.872960000000000000e+05, 5.972185000000000000e+05
7.000000000000000000e+00, 6.920985000000000000e+05, 5.866035000000000000e+05, 5.974240000000000000e+05, 6.433580000000000000e+05

