# nro,Area1,Area2,Area3,Area4
1.000000000000000000e+00, 1.015042500000000000e+06, 6.623140000000000000e+05, 9.815885000000000000e+05, 8.699400000000000000e+05
2.000000000000000000e+00, 1.063761000000000000e+06, 6.424230000000000000e+05, 8.655265000000000000e+05, 7.551185000000000000e+05
3.000000000000000000e+00, 8.678280000000000000e+05, 5.530915000000000000e+05, 7.418320000000000000e+05, 7.221500000000000000e+05
4.000000000000000000e+00, 8.066365000000000000e+05, 4.776400000000000000e+05, 7.044065000000000000e+05, 7.072435000000000000e+05
