Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_11:08:38,53,Apagado,Prendido,49.44,51.56,Prendido
25/10/2021_11:08:44,53,Apagado,Prendido,49.75,51.56,Prendido
25/10/2021_11:08:49,53,Apagado,Prendido,49.88,51.56,Prendido
25/10/2021_11:08:55,53,Apagado,Prendido,50.06,51.50,Prendido
25/10/2021_11:09:00,52,Apagado,Prendido,50.25,51.50,Prendido
25/10/2021_11:09:06,53,Apagado,Prendido,50.50,51.50,Prendido
25/10/2021_11:09:12,53,Apagado,Prendido,50.69,51.44,Prendido
25/10/2021_11:09:17,52,Apagado,Prendido,50.81,51.44,Prendido
25/10/2021_11:09:23,52,Apagado,Prendido,51.06,51.44,Prendido
25/10/2021_11:09:28,52,Apagado,Prendido,51.25,51.44,Prendido
25/10/2021_11:09:34,52,Apagado,Prendido,51.44,51.44,Prendido
25/10/2021_11:09:40,51,Apagado,Prendido,51.63,51.44,Prendido
25/10/2021_11:09:45,47,Apagado,Prendido,51.88,51.38,Prendido
25/10/2021_11:09:51,48,Apagado,Prendido,52.13,51.38,Prendido
25/10/2021_11:09:57,47,Apagado,Prendido,52.31,51.44,Prendido
25/10/2021_11:10:02,48,Apagado,Prendido,52.50,51.38,Prendido
25/10/2021_11:10:08,51,Apagado,Prendido,52.63,51.44,Prendido
25/10/2021_11:10:13,50,Apagado,Prendido,52.81,51.38,Prendido
25/10/2021_11:10:19,51,Apagado,Prendido,53.00,51.38,Prendido
25/10/2021_11:10:25,51,Apagado,Prendido,53.19,51.44,Prendido
25/10/2021_11:10:30,51,Apagado,Prendido,53.25,51.44,Prendido
25/10/2021_11:10:36,51,Apagado,Prendido,53.44,51.44,Prendido
25/10/2021_11:10:41,51,Apagado,Prendido,53.69,51.44,Prendido
25/10/2021_11:10:47,51,Apagado,Prendido,53.88,51.44,Prendido
25/10/2021_11:10:53,50,Apagado,Prendido,54.00,51.50,Prendido
25/10/2021_11:10:58,51,Apagado,Prendido,54.13,51.50,Prendido
25/10/2021_11:11:04,51,Apagado,Prendido,54.44,51.50,Prendido
25/10/2021_11:11:10,51,Apagado,Prendido,54.56,51.50,Prendido
25/10/2021_11:11:15,51,Apagado,Prendido,54.56,51.56,Prendido
25/10/2021_11:11:21,48,Apagado,Prendido,54.69,51.56,Prendido
25/10/2021_11:11:26,48,Apagado,Prendido,54.75,51.63,Prendido
25/10/2021_11:11:32,48,Apagado,Prendido,55.00,51.63,Prendido
25/10/2021_11:11:38,48,Apagado,Prendido,55.19,51.63,Prendido
