Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_14:53:15,86,Apagado,Prendido,46.31,52.00,Prendido
25/10/2021_14:53:21,87,Apagado,Prendido,-33.63,51.94,Prendido
25/10/2021_14:53:26,87,Apagado,Prendido,46.38,51.94,Prendido
25/10/2021_14:53:32,88,Apagado,Prendido,46.63,51.88,Prendido
25/10/2021_14:53:38,90,Apagado,Prendido,46.75,51.88,Prendido
25/10/2021_14:53:43,91,Apagado,Prendido,46.88,51.81,Prendido
25/10/2021_14:53:49,90,Apagado,Prendido,47.19,51.81,Prendido
25/10/2021_14:53:54,91,Apagado,Prendido,47.50,51.75,Prendido
25/10/2021_14:54:00,91,Apagado,Prendido,47.63,51.75,Prendido
25/10/2021_14:54:06,92,Apagado,Prendido,47.94,51.69,Prendido
25/10/2021_14:54:11,92,Apagado,Prendido,48.19,51.69,Prendido
25/10/2021_14:54:17,92,Apagado,Prendido,48.50,51.69,Prendido
25/10/2021_14:54:23,92,Apagado,Prendido,48.69,51.63,Prendido
25/10/2021_14:54:28,93,Apagado,Prendido,48.94,51.63,Prendido
25/10/2021_14:54:34,93,Apagado,Prendido,49.13,51.63,Prendido
25/10/2021_14:54:39,91,Apagado,Prendido,49.31,51.63,Prendido
25/10/2021_14:54:45,90,Apagado,Prendido,49.56,51.56,Prendido
25/10/2021_14:54:51,90,Apagado,Prendido,49.81,51.63,Prendido
25/10/2021_14:54:56,90,Apagado,Prendido,50.00,51.56,Prendido
25/10/2021_14:55:02,90,Apagado,Prendido,50.06,51.56,Prendido
25/10/2021_14:55:07,90,Apagado,Prendido,50.25,51.63,Prendido
25/10/2021_14:55:13,90,Apagado,Prendido,50.56,51.63,Prendido
25/10/2021_14:55:19,90,Apagado,Prendido,50.81,51.63,Prendido
25/10/2021_14:55:24,90,Apagado,Prendido,50.94,51.63,Prendido
25/10/2021_14:55:30,91,Apagado,Prendido,51.25,51.63,Prendido
25/10/2021_14:55:36,91,Apagado,Prendido,51.44,51.69,Prendido
25/10/2021_14:55:41,91,Apagado,Prendido,51.75,51.69,Prendido
25/10/2021_14:55:47,91,Apagado,Prendido,51.88,51.69,Prendido
25/10/2021_14:55:52,91,Apagado,Prendido,52.00,51.69,Prendido
25/10/2021_14:55:58,92,Apagado,Prendido,52.31,51.69,Prendido
25/10/2021_14:56:04,88,Apagado,Prendido,52.44,51.75,Prendido
25/10/2021_14:56:09,88,Apagado,Prendido,52.69,51.75,Prendido
25/10/2021_14:56:15,86,Apagado,Prendido,52.94,51.75,Prendido
25/10/2021_14:56:20,87,Apagado,Prendido,53.00,51.81,Prendido
25/10/2021_14:56:26,87,Apagado,Prendido,53.19,51.88,Prendido
25/10/2021_14:56:32,88,Apagado,Prendido,53.38,51.88,Prendido
25/10/2021_14:56:37,87,Apagado,Prendido,53.56,51.94,Prendido
25/10/2021_14:56:43,87,Apagado,Prendido,53.69,51.94,Prendido
25/10/2021_14:56:49,86,Apagado,Prendido,53.88,52.00,Prendido
25/10/2021_14:56:54,87,Apagado,Prendido,54.06,52.00,Prendido
25/10/2021_14:57:00,87,Apagado,Prendido,54.13,52.06,Apagado
25/10/2021_14:57:05,87,Apagado,Prendido,54.19,52.06,Apagado
25/10/2021_14:57:11,85,Apagado,Prendido,54.13,52.06,Apagado
25/10/2021_14:57:17,85,Apagado,Prendido,54.06,52.13,Apagado
25/10/2021_14:57:22,85,Apagado,Prendido,53.75,52.19,Apagado
25/10/2021_14:57:28,85,Apagado,Prendido,53.44,52.19,Apagado
25/10/2021_14:57:33,86,Apagado,Prendido,53.31,52.31,Apagado
25/10/2021_14:57:39,86,Apagado,Prendido,53.06,52.25,Apagado
25/10/2021_14:57:45,86,Apagado,Prendido,52.81,52.31,Apagado
25/10/2021_14:57:50,85,Apagado,Prendido,52.63,52.31,Apagado
25/10/2021_14:57:56,85,Apagado,Prendido,52.56,52.38,Apagado
25/10/2021_14:58:02,85,Apagado,Prendido,52.38,52.38,Apagado
25/10/2021_14:58:07,86,Apagado,Prendido,52.13,52.44,Apagado
25/10/2021_14:58:13,87,Apagado,Prendido,51.88,52.44,Apagado
25/10/2021_14:58:18,90,Apagado,Prendido,51.75,52.44,Apagado
25/10/2021_14:58:24,90,Apagado,Prendido,51.44,52.44,Apagado
25/10/2021_14:58:30,91,Apagado,Prendido,51.31,52.44,Apagado
25/10/2021_14:58:35,92,Apagado,Prendido,51.19,52.50,Apagado
25/10/2021_14:58:41,93,Apagado,Prendido,50.94,52.50,Apagado
25/10/2021_14:58:46,93,Apagado,Prendido,50.81,52.50,Apagado
25/10/2021_14:58:52,95,Apagado,Prendido,50.63,52.50,Apagado
25/10/2021_14:58:58,96,Apagado,Prendido,50.50,52.50,Apagado
25/10/2021_14:59:03,94,Apagado,Prendido,50.31,52.50,Apagado
25/10/2021_14:59:09,93,Apagado,Prendido,50.13,52.50,Apagado
25/10/2021_14:59:15,92,Apagado,Prendido,49.94,52.50,Apagado
25/10/2021_14:59:20,92,Apagado,Prendido,49.75,52.50,Apagado
25/10/2021_14:59:26,92,Apagado,Prendido,49.50,52.50,Apagado
25/10/2021_14:59:31,90,Apagado,Prendido,49.44,52.44,Apagado
25/10/2021_14:59:37,90,Apagado,Prendido,49.13,52.44,Apagado
25/10/2021_14:59:43,90,Apagado,Prendido,48.88,52.44,Apagado
25/10/2021_14:59:48,88,Apagado,Prendido,48.81,52.44,Apagado
25/10/2021_14:59:54,88,Apagado,Prendido,48.63,52.44,Apagado
