Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_15:40:02,106,Apagado,Prendido,31.62,37.06,Prendido
25/10/2021_15:40:08,107,Apagado,Prendido,31.69,37.13,Prendido
25/10/2021_15:40:13,106,Apagado,Prendido,31.56,37.06,Prendido
25/10/2021_15:40:19,104,Apagado,Prendido,31.50,37.06,Prendido
25/10/2021_15:40:25,104,Apagado,Prendido,31.56,37.00,Prendido
25/10/2021_15:40:30,102,Apagado,Prendido,31.56,37.00,Prendido
25/10/2021_15:40:36,100,Apagado,Prendido,31.56,36.94,Prendido
25/10/2021_15:40:41,100,Apagado,Prendido,31.44,36.94,Prendido
25/10/2021_15:40:47,100,Apagado,Prendido,31.50,36.94,Prendido
25/10/2021_15:40:53,100,Apagado,Prendido,31.50,36.94,Prendido
25/10/2021_15:40:58,100,Apagado,Prendido,31.50,36.81,Prendido
25/10/2021_15:41:04,100,Apagado,Prendido,31.44,36.81,Prendido
25/10/2021_15:41:10,97,Apagado,Prendido,31.50,36.81,Prendido
25/10/2021_15:41:15,95,Apagado,Prendido,31.31,36.75,Prendido
25/10/2021_15:41:21,96,Apagado,Prendido,31.50,36.75,Prendido
25/10/2021_15:41:26,94,Apagado,Prendido,31.31,36.75,Prendido
25/10/2021_15:41:32,95,Apagado,Prendido,31.31,36.69,Prendido
25/10/2021_15:41:38,94,Apagado,Prendido,31.37,36.63,Prendido
25/10/2021_15:41:43,93,Apagado,Prendido,31.37,36.63,Prendido
25/10/2021_15:41:49,93,Apagado,Prendido,31.25,36.56,Prendido
25/10/2021_15:41:54,94,Apagado,Prendido,31.25,36.63,Prendido
25/10/2021_15:42:00,94,Apagado,Prendido,31.19,36.56,Prendido
25/10/2021_15:42:06,92,Apagado,Prendido,31.25,36.56,Prendido
25/10/2021_15:42:11,92,Apagado,Prendido,31.12,36.50,Prendido
25/10/2021_15:42:17,92,Apagado,Prendido,31.12,36.50,Prendido
25/10/2021_15:42:22,92,Apagado,Prendido,31.06,36.50,Prendido
25/10/2021_15:42:28,94,Apagado,Prendido,31.19,36.44,Prendido
25/10/2021_15:42:34,93,Apagado,Prendido,31.06,36.44,Prendido
25/10/2021_15:42:39,93,Apagado,Prendido,31.00,36.38,Prendido
25/10/2021_15:42:45,92,Apagado,Prendido,31.00,36.38,Prendido
25/10/2021_15:42:51,93,Apagado,Prendido,31.12,36.31,Prendido
25/10/2021_15:42:56,93,Apagado,Prendido,31.06,36.31,Prendido
25/10/2021_15:43:02,92,Apagado,Prendido,30.94,36.25,Prendido
25/10/2021_15:43:07,91,Apagado,Prendido,30.81,36.25,Prendido
25/10/2021_15:43:13,88,Apagado,Prendido,30.81,36.25,Prendido
25/10/2021_15:43:19,90,Apagado,Prendido,30.94,36.19,Prendido
25/10/2021_15:43:24,90,Apagado,Prendido,30.87,36.19,Prendido
25/10/2021_15:43:30,88,Apagado,Prendido,31.00,36.19,Prendido
25/10/2021_15:43:35,87,Apagado,Prendido,31.00,36.13,Prendido
25/10/2021_15:43:41,87,Apagado,Prendido,31.00,36.13,Prendido
25/10/2021_15:43:47,87,Apagado,Prendido,31.00,36.13,Prendido
25/10/2021_15:43:52,87,Apagado,Prendido,31.00,36.06,Prendido
25/10/2021_15:43:58,87,Apagado,Prendido,31.00,36.06,Prendido
25/10/2021_15:44:04,85,Apagado,Prendido,30.87,36.00,Prendido
25/10/2021_15:44:09,85,Apagado,Prendido,30.87,36.00,Prendido
25/10/2021_15:44:15,82,Apagado,Prendido,30.87,35.94,Prendido
25/10/2021_15:44:20,82,Apagado,Prendido,31.00,35.94,Prendido
25/10/2021_15:44:26,83,Apagado,Prendido,30.81,35.94,Prendido
25/10/2021_15:44:32,85,Apagado,Prendido,30.81,35.88,Prendido
25/10/2021_15:44:37,85,Apagado,Prendido,30.69,35.88,Prendido
25/10/2021_15:44:43,85,Apagado,Prendido,30.87,35.88,Prendido
25/10/2021_15:44:48,87,Apagado,Prendido,30.87,35.81,Prendido
25/10/2021_15:44:54,87,Apagado,Prendido,30.81,35.81,Prendido
25/10/2021_15:45:00,87,Apagado,Prendido,30.75,35.81,Prendido
25/10/2021_15:45:05,87,Apagado,Prendido,30.81,35.75,Prendido
25/10/2021_15:45:11,87,Apagado,Prendido,30.69,35.75,Prendido
25/10/2021_15:45:16,88,Apagado,Prendido,30.75,35.75,Prendido
25/10/2021_15:45:22,87,Apagado,Prendido,30.62,35.69,Prendido
25/10/2021_15:45:28,88,Apagado,Prendido,30.62,35.69,Prendido
25/10/2021_15:45:33,90,Apagado,Prendido,30.81,35.63,Prendido
25/10/2021_15:45:39,91,Apagado,Prendido,30.69,35.63,Prendido
25/10/2021_15:45:45,92,Apagado,Prendido,30.69,35.63,Prendido
25/10/2021_15:45:50,93,Apagado,Prendido,30.62,35.63,Prendido
25/10/2021_15:45:56,92,Apagado,Prendido,30.62,35.56,Prendido
25/10/2021_15:46:01,91,Apagado,Prendido,30.62,35.56,Prendido
25/10/2021_15:46:07,91,Apagado,Prendido,30.62,35.56,Prendido
25/10/2021_15:46:13,93,Apagado,Prendido,30.62,35.50,Prendido
25/10/2021_15:46:18,93,Apagado,Prendido,30.62,35.50,Prendido
25/10/2021_15:46:24,92,Apagado,Prendido,30.62,35.44,Prendido
25/10/2021_15:46:29,92,Apagado,Prendido,30.62,35.44,Prendido
25/10/2021_15:46:35,93,Apagado,Prendido,30.50,35.38,Prendido
25/10/2021_15:46:41,91,Apagado,Prendido,30.56,35.38,Prendido
25/10/2021_15:46:46,90,Apagado,Prendido,30.56,35.38,Prendido
25/10/2021_15:46:52,91,Apagado,Prendido,30.50,35.31,Prendido
25/10/2021_15:46:57,90,Apagado,Prendido,30.62,35.31,Prendido
25/10/2021_15:47:03,88,Apagado,Prendido,30.56,35.31,Prendido
25/10/2021_15:47:09,87,Apagado,Prendido,30.62,35.31,Prendido
25/10/2021_15:47:14,86,Apagado,Prendido,30.37,35.25,Prendido
25/10/2021_15:47:20,86,Apagado,Prendido,30.56,35.25,Prendido
25/10/2021_15:47:26,86,Apagado,Prendido,30.44,35.19,Prendido
25/10/2021_15:47:31,82,Apagado,Prendido,30.56,35.19,Prendido
25/10/2021_15:47:37,81,Apagado,Prendido,30.56,35.13,Prendido
25/10/2021_15:47:42,81,Apagado,Prendido,30.50,35.13,Prendido
25/10/2021_15:47:48,82,Apagado,Prendido,30.44,35.13,Prendido
25/10/2021_15:47:54,82,Apagado,Prendido,30.56,35.06,Prendido
25/10/2021_15:47:59,82,Apagado,Prendido,30.50,35.06,Prendido
25/10/2021_15:48:05,82,Apagado,Prendido,30.44,35.00,Prendido
25/10/2021_15:48:10,82,Apagado,Prendido,30.50,35.06,Prendido
25/10/2021_15:48:16,83,Apagado,Prendido,30.37,35.00,Prendido
25/10/2021_15:48:22,83,Apagado,Prendido,30.44,35.00,Prendido
25/10/2021_15:48:27,83,Apagado,Prendido,30.44,35.00,Prendido
25/10/2021_15:48:33,82,Apagado,Prendido,30.25,34.94,Prendido
25/10/2021_15:48:38,82,Apagado,Prendido,30.44,34.94,Prendido
25/10/2021_15:48:44,83,Apagado,Prendido,30.31,34.94,Prendido
25/10/2021_15:48:50,81,Apagado,Prendido,30.31,34.88,Prendido
25/10/2021_15:48:55,83,Apagado,Prendido,30.31,34.88,Prendido
25/10/2021_15:49:01,85,Apagado,Prendido,30.25,34.88,Prendido
25/10/2021_15:49:07,83,Apagado,Prendido,30.25,34.88,Prendido
25/10/2021_15:49:12,83,Apagado,Prendido,30.12,34.81,Prendido
25/10/2021_15:49:18,84,Apagado,Prendido,30.12,34.81,Prendido
