Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_15:02:37,92,Apagado,Prendido,49.44,51.63,Prendido
25/10/2021_15:02:42,90,Apagado,Prendido,49.69,51.69,Prendido
25/10/2021_15:02:48,87,Apagado,Prendido,49.81,51.69,Prendido
25/10/2021_15:02:54,86,Apagado,Prendido,50.13,51.69,Prendido
25/10/2021_15:02:59,85,Apagado,Prendido,50.38,51.69,Prendido
25/10/2021_15:03:05,86,Apagado,Prendido,50.50,51.69,Prendido
25/10/2021_15:03:10,86,Apagado,Prendido,50.81,51.69,Prendido
25/10/2021_15:03:16,85,Apagado,Prendido,51.06,51.69,Prendido
25/10/2021_15:03:22,85,Apagado,Prendido,51.19,51.69,Prendido
25/10/2021_15:03:27,84,Apagado,Prendido,51.44,51.69,Prendido
25/10/2021_15:03:33,83,Apagado,Prendido,51.63,51.75,Prendido
25/10/2021_15:03:38,83,Apagado,Prendido,51.81,51.75,Prendido
25/10/2021_15:03:44,83,Apagado,Prendido,52.00,51.75,Prendido
25/10/2021_15:03:50,83,Apagado,Prendido,52.25,51.81,Prendido
25/10/2021_15:03:55,83,Apagado,Prendido,52.38,51.75,Prendido
25/10/2021_15:04:01,82,Apagado,Prendido,52.50,51.81,Prendido
25/10/2021_15:04:07,80,Apagado,Prendido,52.69,51.88,Prendido
25/10/2021_15:04:12,81,Apagado,Prendido,52.88,51.88,Prendido
25/10/2021_15:04:18,80,Apagado,Prendido,52.88,51.94,Prendido
25/10/2021_15:04:23,80,Apagado,Prendido,53.13,51.94,Prendido
25/10/2021_15:04:29,77,Apagado,Prendido,53.31,51.94,Prendido
25/10/2021_15:04:35,76,Apagado,Prendido,53.50,52.00,Prendido
25/10/2021_15:04:40,77,Apagado,Prendido,53.63,52.06,Apagado
25/10/2021_15:04:46,80,Apagado,Prendido,53.69,52.06,Apagado
25/10/2021_15:04:51,81,Apagado,Prendido,53.63,52.06,Apagado
25/10/2021_15:04:57,81,Apagado,Prendido,53.56,52.13,Apagado
25/10/2021_15:05:03,81,Apagado,Prendido,53.44,52.13,Apagado
25/10/2021_15:05:08,81,Apagado,Prendido,53.25,52.19,Apagado
25/10/2021_15:05:14,81,Apagado,Prendido,53.00,52.19,Apagado
25/10/2021_15:05:20,80,Apagado,Prendido,52.75,52.25,Apagado
25/10/2021_15:05:25,81,Apagado,Prendido,52.50,52.25,Apagado
25/10/2021_15:05:31,82,Apagado,Prendido,52.31,52.31,Apagado
25/10/2021_15:05:36,83,Apagado,Prendido,51.94,52.31,Apagado
25/10/2021_15:05:42,82,Apagado,Prendido,51.88,52.31,Apagado
25/10/2021_15:05:48,80,Apagado,Prendido,51.63,52.38,Apagado
25/10/2021_15:05:53,80,Apagado,Prendido,51.44,52.38,Apagado
25/10/2021_15:05:59,80,Apagado,Prendido,51.25,52.44,Apagado
25/10/2021_15:06:04,82,Apagado,Prendido,51.06,52.44,Apagado
25/10/2021_15:06:10,81,Apagado,Prendido,50.81,52.44,Apagado
25/10/2021_15:06:16,82,Apagado,Prendido,50.56,52.44,Apagado
25/10/2021_15:06:21,81,Apagado,Prendido,50.31,52.44,Apagado
25/10/2021_15:06:27,80,Apagado,Prendido,50.19,52.50,Apagado
25/10/2021_15:06:33,82,Apagado,Prendido,49.94,52.44,Apagado
25/10/2021_15:06:38,81,Apagado,Prendido,49.75,52.44,Apagado
25/10/2021_15:06:44,81,Apagado,Prendido,49.63,52.44,Apagado
25/10/2021_15:06:49,83,Apagado,Prendido,49.38,52.44,Apagado
25/10/2021_15:06:55,85,Apagado,Prendido,49.19,52.44,Apagado
25/10/2021_15:07:01,85,Apagado,Prendido,49.00,52.44,Apagado
25/10/2021_15:07:06,85,Apagado,Prendido,48.75,52.38,Apagado
25/10/2021_15:07:12,84,Apagado,Prendido,48.63,52.44,Apagado
25/10/2021_15:07:17,85,Apagado,Prendido,48.31,52.38,Apagado
25/10/2021_15:07:23,86,Apagado,Prendido,48.19,52.38,Apagado
25/10/2021_15:07:29,87,Apagado,Prendido,48.00,52.31,Apagado
25/10/2021_15:07:34,87,Apagado,Prendido,47.81,52.31,Apagado
25/10/2021_15:07:40,87,Apagado,Prendido,47.75,52.31,Apagado
25/10/2021_15:07:46,87,Apagado,Prendido,47.56,52.25,Apagado
25/10/2021_15:07:51,88,Apagado,Prendido,47.31,52.25,Apagado
25/10/2021_15:07:57,88,Apagado,Prendido,47.19,52.25,Apagado
25/10/2021_15:08:02,88,Apagado,Prendido,46.94,52.19,Apagado
25/10/2021_15:08:08,90,Apagado,Prendido,46.94,52.19,Apagado
25/10/2021_15:08:14,88,Apagado,Prendido,46.75,52.13,Apagado
25/10/2021_15:08:19,90,Apagado,Prendido,46.56,52.13,Apagado
25/10/2021_15:08:25,91,Apagado,Prendido,46.44,52.13,Apagado
25/10/2021_15:08:31,92,Apagado,Prendido,46.31,52.06,Apagado
25/10/2021_15:08:36,92,Apagado,Prendido,46.13,52.00,Prendido
25/10/2021_15:08:42,94,Apagado,Prendido,46.13,52.06,Apagado
25/10/2021_15:08:47,95,Apagado,Prendido,45.88,52.00,Prendido
25/10/2021_15:08:53,94,Apagado,Prendido,45.88,51.94,Prendido
25/10/2021_15:08:59,95,Apagado,Prendido,45.75,51.94,Prendido
25/10/2021_15:09:04,95,Apagado,Prendido,45.63,51.88,Prendido
25/10/2021_15:09:10,96,Apagado,Prendido,45.38,51.88,Prendido
25/10/2021_15:09:15,97,Apagado,Prendido,45.19,51.81,Prendido
25/10/2021_15:09:21,97,Apagado,Prendido,45.13,51.81,Prendido
25/10/2021_15:09:27,95,Apagado,Prendido,45.06,51.75,Prendido
25/10/2021_15:09:32,94,Apagado,Prendido,44.88,51.69,Prendido
25/10/2021_15:09:38,94,Apagado,Prendido,44.88,51.69,Prendido
25/10/2021_15:09:43,92,Apagado,Prendido,44.69,51.63,Prendido
25/10/2021_15:09:49,90,Apagado,Prendido,44.56,51.56,Prendido
25/10/2021_15:09:55,90,Apagado,Prendido,44.38,51.50,Prendido
25/10/2021_15:10:00,90,Apagado,Prendido,44.44,51.50,Prendido
25/10/2021_15:10:06,90,Apagado,Prendido,44.19,51.44,Prendido
25/10/2021_15:10:12,86,Apagado,Prendido,44.13,51.38,Prendido
25/10/2021_15:10:17,86,Apagado,Prendido,44.13,51.31,Prendido
25/10/2021_15:10:23,86,Apagado,Prendido,43.94,51.25,Prendido
25/10/2021_15:10:28,87,Apagado,Prendido,44.00,51.25,Prendido
25/10/2021_15:10:34,91,Apagado,Prendido,43.88,51.19,Prendido
25/10/2021_15:10:40,92,Apagado,Prendido,43.88,51.19,Prendido
25/10/2021_15:10:45,93,Apagado,Prendido,43.69,51.13,Prendido
25/10/2021_15:10:51,94,Apagado,Prendido,43.69,51.06,Prendido
25/10/2021_15:10:57,92,Apagado,Prendido,43.63,51.00,Prendido
25/10/2021_15:11:02,92,Apagado,Prendido,43.44,50.94,Prendido
25/10/2021_15:11:08,93,Apagado,Prendido,43.44,50.94,Prendido
25/10/2021_15:11:13,93,Apagado,Prendido,43.25,50.88,Prendido
25/10/2021_15:11:19,94,Apagado,Prendido,43.13,50.81,Prendido
25/10/2021_15:11:25,95,Apagado,Prendido,43.06,50.75,Prendido
25/10/2021_15:11:30,95,Apagado,Prendido,43.00,50.69,Prendido
25/10/2021_15:11:36,95,Apagado,Prendido,42.88,50.69,Prendido
25/10/2021_15:11:41,93,Apagado,Prendido,42.75,50.63,Prendido
25/10/2021_15:11:47,94,Apagado,Prendido,42.63,50.56,Prendido
25/10/2021_15:11:53,95,Apagado,Prendido,42.63,50.50,Prendido
