Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
25/10/2021_10:49:58,\x
25/10/2021_10:50:00,1949,Apagado,Prendido,48.63,52.00,Prendido
25/10/2021_10:50:06,1654,Apagado,Prendido,48.38,52.00,Prendido
25/10/2021_10:50:12,1432,Apagado,Prendido,48.44,51.94,Prendido
25/10/2021_10:50:17,1256,Apagado,Prendido,48.56,51.88,Prendido
25/10/2021_10:50:23,1124,Apagado,Prendido,48.69,51.88,Prendido
25/10/2021_10:50:29,988,Apagado,Prendido,48.81,51.81,Prendido
25/10/2021_10:50:34,863,Apagado,Prendido,49.06,51.81,Prendido
25/10/2021_10:50:40,822,Apagado,Prendido,49.13,51.75,Prendido
25/10/2021_10:50:45,794,Apagado,Prendido,49.44,51.69,Prendido
25/10/2021_10:50:51,764,Apagado,Prendido,49.50,51.63,Prendido
25/10/2021_10:50:57,750,Apagado,Prendido,49.81,51.63,Prendido
25/10/2021_10:51:02,733,Apagado,Prendido,49.94,51.63,Prendido
25/10/2021_10:51:08,711,Apagado,Prendido,50.13,51.56,Prendido
25/10/2021_10:51:13,696,Apagado,Prendido,50.25,51.56,Prendido
25/10/2021_10:51:19,680,Apagado,Prendido,50.44,51.50,Prendido
25/10/2021_10:51:25,667,Apagado,Prendido,50.63,51.50,Prendido
25/10/2021_10:51:30,660,Apagado,Prendido,50.94,51.50,Prendido
25/10/2021_10:51:36,651,Apagado,Prendido,51.00,51.44,Prendido
25/10/2021_10:51:41,641,Apagado,Prendido,51.25,51.44,Prendido
25/10/2021_10:51:47,631,Apagado,Prendido,51.44,51.44,Prendido
25/10/2021_10:51:53,628,Apagado,Prendido,51.63,51.38,Prendido
25/10/2021_10:51:58,607,Apagado,Prendido,51.81,51.44,Prendido
25/10/2021_10:52:04,602,Apagado,Prendido,52.00,51.38,Prendido
25/10/2021_10:52:10,593,Apagado,Prendido,52.19,51.38,Prendido
25/10/2021_10:52:15,588,Apagado,Prendido,52.44,51.38,Prendido
25/10/2021_10:52:21,583,Apagado,Prendido,52.63,51.38,Prendido
25/10/2021_10:52:26,582,Apagado,Prendido,52.69,51.38,Prendido
25/10/2021_10:52:32,578,Apagado,Prendido,52.81,51.38,Prendido
25/10/2021_10:52:38,576,Apagado,Prendido,53.00,51.38,Prendido
25/10/2021_10:52:43,572,Apagado,Prendido,53.19,51.38,Prendido
25/10/2021_10:52:49,572,Apagado,Prendido,53.31,51.44,Prendido
25/10/2021_10:52:55,571,Apagado,Prendido,53.38,51.44,Prendido
25/10/2021_10:53:00,569,Apagado,Prendido,53.50,51.44,Prendido
25/10/2021_10:53:06,569,Apagado,Prendido,53.63,51.44,Prendido
25/10/2021_10:53:11,568,Apagado,Prendido,53.75,51.44,Prendido
25/10/2021_10:53:17,566,Apagado,Prendido,53.88,51.50,Prendido
25/10/2021_10:53:23,568,Apagado,Prendido,53.94,51.50,Prendido
25/10/2021_10:53:28,565,Apagado,Prendido,54.13,51.50,Prendido
25/10/2021_10:53:34,564,Apagado,Prendido,54.31,51.50,Prendido
25/10/2021_10:53:39,564,Apagado,Prendido,54.44,51.56,Prendido
25/10/2021_10:53:45,563,Apagado,Prendido,54.50,51.56,Prendido
25/10/2021_10:53:51,561,Apagado,Prendido,54.75,51.56,Prendido
25/10/2021_10:53:56,560,Apagado,Prendido,54.75,51.63,Prendido
25/10/2021_10:54:02,559,Apagado,Prendido,54.88,51.63,Prendido
25/10/2021_10:54:07,559,Apagado,Prendido,55.06,51.69,Prendido
25/10/2021_10:54:13,557,Apagado,Prendido,55.19,51.69,Prendido
25/10/2021_10:54:19,556,Apagado,Prendido,55.19,51.75,Prendido
25/10/2021_10:54:24,555,Apagado,Prendido,55.25,51.75,Prendido
25/10/2021_10:54:30,553,Apagado,Prendido,55.38,51.81,Prendido
25/10/2021_10:54:36,552,Apagado,Prendido,55.44,51.81,Prendido
25/10/2021_10:54:41,551,Apagado,Prendido,55.63,51.81,Prendido
25/10/2021_10:54:47,551,Apagado,Prendido,55.63,51.88,Prendido
25/10/2021_10:54:52,552,Apagado,Prendido,55.69,51.88,Prendido
25/10/2021_10:54:58,551,Apagado,Prendido,55.94,51.94,Prendido
25/10/2021_10:55:04,551,Apagado,Prendido,56.00,51.94,Prendido
25/10/2021_10:55:09,551,Apagado,Prendido,56.06,52.00,Prendido
25/10/2021_10:55:15,549,Apagado,Prendido,56.19,52.06,Apagado
25/10/2021_10:55:20,548,Apagado,Prendido,56.13,52.06,Apagado
25/10/2021_10:55:26,547,Apagado,Prendido,56.06,52.13,Apagado
25/10/2021_10:55:32,548,Apagado,Prendido,55.88,52.13,Apagado
25/10/2021_10:55:37,548,Apagado,Prendido,55.69,52.19,Apagado
25/10/2021_10:55:43,545,Apagado,Prendido,55.56,52.25,Apagado
