Date_Time,CO2
10/03/2022_18:13:29,!Error: Timed out waiting for response
10/03/2022_18:13:29,!ERROR: Failed to verify connection(1) to sensor.
10/03/2022_18:13:29,!ERROR: Initial communication errorCode recieved
10/03/2022_18:13:30,!Error: Timed out waiting for response
10/03/2022_18:13:30,!Error: Timed out waiting for response
10/03/2022_18:13:30,0
10/03/2022_18:13:36,!Error: Timed out waiting for response
10/03/2022_18:13:36,0
10/03/2022_18:13:41,!Error: Timed out waiting for response
10/03/2022_18:13:41,0
10/03/2022_18:13:46,!Error: Timed out waiting for response
10/03/2022_18:13:46,!ERROR: Failed to verify connection(2) to sensor.
10/03/2022_18:13:46,!ERROR: Initial communication errorCode recieved
10/03/2022_18:13:46,!Error: Timed out waiting for response
