Date_Time, CO2
20/09/2021_14:24:16,886
20/09/2021_14:24:18,887
20/09/2021_14:24:20,887
20/09/2021_14:24:22,887
20/09/2021_14:24:24,883
20/09/2021_14:24:26,883
20/09/2021_14:24:28,882
20/09/2021_14:24:30,882
20/09/2021_14:24:32,882
20/09/2021_14:24:34,879
20/09/2021_14:24:36,879
20/09/2021_14:24:38,877
20/09/2021_14:24:40,877
20/09/2021_14:24:42,873
20/09/2021_14:24:44,873
20/09/2021_14:24:46,873
20/09/2021_14:24:48,869
20/09/2021_14:24:50,869
20/09/2021_14:24:52,867
20/09/2021_14:24:54,867
20/09/2021_14:24:56,867
20/09/2021_14:24:58,865
20/09/2021_14:25:00,865
20/09/2021_14:25:02,863
20/09/2021_14:25:04,863
20/09/2021_14:25:06,863
20/09/2021_14:25:08,860
20/09/2021_14:25:10,860
20/09/2021_14:25:12,860
20/09/2021_14:25:14,860
20/09/2021_14:25:16,860
20/09/2021_14:25:18,857
20/09/2021_14:25:20,857
20/09/2021_14:25:22,858
20/09/2021_14:25:24,858
20/09/2021_14:25:26,858
20/09/2021_14:25:29,856
20/09/2021_14:25:31,856
20/09/2021_14:25:33,854
20/09/2021_14:25:35,854
20/09/2021_14:25:37,854
20/09/2021_14:25:39,852
20/09/2021_14:25:41,852
20/09/2021_14:25:43,849
20/09/2021_14:25:45,849
20/09/2021_14:25:47,849
20/09/2021_14:25:49,848
20/09/2021_14:25:51,848
20/09/2021_14:25:53,844
20/09/2021_14:25:55,844
20/09/2021_14:25:57,842
20/09/2021_14:25:59,842
20/09/2021_14:26:01,842
20/09/2021_14:26:03,842
20/09/2021_14:26:05,842
20/09/2021_14:26:07,840
20/09/2021_14:26:09,840
20/09/2021_14:26:11,840
20/09/2021_14:26:13,840
20/09/2021_14:26:15,840
20/09/2021_14:26:17,840
20/09/2021_14:26:19,840
20/09/2021_14:26:21,840
20/09/2021_14:26:23,838
20/09/2021_14:26:25,838
20/09/2021_14:26:27,838
20/09/2021_14:26:29,838
20/09/2021_14:26:31,838
20/09/2021_14:26:33,837
20/09/2021_14:26:35,837
20/09/2021_14:26:37,836
20/09/2021_14:26:39,836
20/09/2021_14:26:41,836
20/09/2021_14:26:43,834
20/09/2021_14:26:45,834
20/09/2021_14:26:47,832
20/09/2021_14:26:49,832
20/09/2021_14:26:51,832
20/09/2021_14:26:53,830
20/09/2021_14:26:55,830
20/09/2021_14:26:57,829
20/09/2021_14:27:00,829
20/09/2021_14:27:02,829
20/09/2021_14:27:04,828
20/09/2021_14:27:06,828
20/09/2021_14:27:08,824
20/09/2021_14:27:10,824
20/09/2021_14:27:12,823
20/09/2021_14:27:14,823
20/09/2021_14:27:16,823
20/09/2021_14:27:18,823
20/09/2021_14:27:20,823
20/09/2021_14:27:22,823
20/09/2021_14:27:24,823
20/09/2021_14:27:26,823
20/09/2021_14:27:28,824
20/09/2021_14:27:30,824
20/09/2021_14:27:32,824
20/09/2021_14:27:34,824
20/09/2021_14:27:36,824
