Date_Time, CO2
20/09/2021_14:27:38,823
20/09/2021_14:27:40,823
20/09/2021_14:27:42,821
20/09/2021_14:27:44,821
20/09/2021_14:27:46,821
20/09/2021_14:27:48,819
20/09/2021_14:27:50,819
20/09/2021_14:27:52,819
20/09/2021_14:27:54,819
20/09/2021_14:27:56,819
20/09/2021_14:27:58,818
20/09/2021_14:28:00,818
20/09/2021_14:28:02,816
20/09/2021_14:28:04,816
20/09/2021_14:28:06,816
20/09/2021_14:28:08,814
20/09/2021_14:28:10,814
20/09/2021_14:28:12,811
20/09/2021_14:28:14,811
20/09/2021_14:28:16,811
20/09/2021_14:28:18,811
20/09/2021_14:28:20,811
20/09/2021_14:28:22,809
20/09/2021_14:28:24,809
20/09/2021_14:28:26,809
20/09/2021_14:28:28,807
20/09/2021_14:28:31,807
20/09/2021_14:28:33,806
20/09/2021_14:28:35,806
20/09/2021_14:28:37,805
20/09/2021_14:28:39,805
20/09/2021_14:28:41,805
20/09/2021_14:28:43,804
20/09/2021_14:28:45,804
20/09/2021_14:28:47,803
20/09/2021_14:28:49,803
20/09/2021_14:28:51,803
20/09/2021_14:28:53,804
20/09/2021_14:28:55,804
20/09/2021_14:28:57,804
20/09/2021_14:28:59,804
20/09/2021_14:29:01,804
20/09/2021_14:29:03,803
20/09/2021_14:29:05,803
20/09/2021_14:29:07,803
20/09/2021_14:29:09,803
20/09/2021_14:29:11,803
20/09/2021_14:29:13,801
20/09/2021_14:29:15,801
20/09/2021_14:29:17,800
20/09/2021_14:29:19,800
20/09/2021_14:29:21,800
20/09/2021_14:29:23,800
20/09/2021_14:29:25,800
20/09/2021_14:29:27,799
20/09/2021_14:29:29,799
20/09/2021_14:29:31,799
20/09/2021_14:29:33,797
20/09/2021_14:29:35,797
20/09/2021_14:29:37,796
20/09/2021_14:29:39,796
20/09/2021_14:29:41,796
20/09/2021_14:29:43,796
20/09/2021_14:29:45,796
20/09/2021_14:29:47,795
20/09/2021_14:29:49,795
20/09/2021_14:29:51,795
20/09/2021_14:29:53,795
20/09/2021_14:29:55,795
20/09/2021_14:29:57,794
20/09/2021_14:30:00,794
20/09/2021_14:30:02,793
20/09/2021_14:30:04,793
20/09/2021_14:30:06,793
20/09/2021_14:30:08,792
20/09/2021_14:30:10,792
20/09/2021_14:30:12,793
20/09/2021_14:30:14,793
20/09/2021_14:30:16,793
20/09/2021_14:30:18,792
20/09/2021_14:30:20,792
20/09/2021_14:30:22,792
20/09/2021_14:30:24,792
20/09/2021_14:30:26,792
20/09/2021_14:30:28,790
20/09/2021_14:30:30,790
20/09/2021_14:30:32,789
20/09/2021_14:30:34,789
20/09/2021_14:30:36,789
20/09/2021_14:30:38,788
20/09/2021_14:30:40,788
20/09/2021_14:30:42,784
20/09/2021_14:30:44,784
20/09/2021_14:30:46,784
20/09/2021_14:30:48,782
20/09/2021_14:30:50,782
20/09/2021_14:30:52,780
20/09/2021_14:30:54,780
20/09/2021_14:30:56,780
20/09/2021_14:30:58,777
