Date_Time, CO2
20/09/2021_13:57:18,4284
20/09/2021_13:57:20,4284
20/09/2021_13:57:22,4251
20/09/2021_13:57:24,4251
20/09/2021_13:57:26,4214
20/09/2021_13:57:28,4214
20/09/2021_13:57:30,4181
20/09/2021_13:57:32,4181
20/09/2021_13:57:34,4181
20/09/2021_13:57:36,4160
20/09/2021_13:57:38,4160
20/09/2021_13:57:40,4122
20/09/2021_13:57:42,4122
20/09/2021_13:57:44,4122
20/09/2021_13:57:46,4089
20/09/2021_13:57:48,4089
20/09/2021_13:57:50,4051
20/09/2021_13:57:52,4051
20/09/2021_13:57:54,4051
20/09/2021_13:57:56,4026
20/09/2021_13:57:58,4026
20/09/2021_13:58:00,3986
20/09/2021_13:58:02,3986
20/09/2021_13:58:04,3986
20/09/2021_13:58:06,3948
20/09/2021_13:58:08,3948
20/09/2021_13:58:10,3923
20/09/2021_13:58:12,3923
20/09/2021_13:58:14,3923
20/09/2021_13:58:16,3914
20/09/2021_13:58:18,3914
20/09/2021_13:58:20,3902
20/09/2021_13:58:22,3902
20/09/2021_13:58:24,3902
20/09/2021_13:58:26,3880
20/09/2021_13:58:28,3880
20/09/2021_13:58:30,3868
20/09/2021_13:58:32,3868
20/09/2021_13:58:35,3868
20/09/2021_13:58:37,3857
20/09/2021_13:58:39,3857
20/09/2021_13:58:41,3848
20/09/2021_13:58:43,3848
20/09/2021_13:58:45,3825
20/09/2021_13:58:47,3825
20/09/2021_13:58:49,3825
20/09/2021_13:58:51,3817
20/09/2021_13:58:53,3817
20/09/2021_13:58:55,3796
20/09/2021_13:58:57,3796
20/09/2021_13:58:59,3796
20/09/2021_13:59:01,3771
20/09/2021_13:59:03,3771
20/09/2021_13:59:05,3750
20/09/2021_13:59:07,3750
20/09/2021_13:59:09,3750
20/09/2021_13:59:11,3730
20/09/2021_13:59:13,3730
20/09/2021_13:59:15,3725
20/09/2021_13:59:17,3725
20/09/2021_13:59:19,3725
20/09/2021_13:59:21,3716
20/09/2021_13:59:23,3716
20/09/2021_13:59:25,3709
20/09/2021_13:59:27,3709
20/09/2021_13:59:29,3709
20/09/2021_13:59:31,3698
20/09/2021_13:59:33,3698
20/09/2021_13:59:35,3680
20/09/2021_13:59:37,3680
20/09/2021_13:59:39,3680
20/09/2021_13:59:41,3671
20/09/2021_13:59:43,3671
20/09/2021_13:59:45,3648
20/09/2021_13:59:47,3648
20/09/2021_13:59:49,3648
20/09/2021_13:59:51,3632
20/09/2021_13:59:53,3632
20/09/2021_13:59:55,3621
20/09/2021_13:59:57,3621
20/09/2021_13:59:59,3621
20/09/2021_14:00:02,3612
20/09/2021_14:00:04,3612
20/09/2021_14:00:06,3601
20/09/2021_14:00:08,3601
20/09/2021_14:00:10,3586
20/09/2021_14:00:12,3586
20/09/2021_14:00:14,3586
20/09/2021_14:00:16,3556
20/09/2021_14:00:18,3556
20/09/2021_14:00:20,3542
20/09/2021_14:00:22,3542
20/09/2021_14:00:24,3542
20/09/2021_14:00:26,3515
20/09/2021_14:00:28,3515
20/09/2021_14:00:30,3484
20/09/2021_14:00:32,3484
20/09/2021_14:00:34,3484
20/09/2021_14:00:36,3456
20/09/2021_14:00:38,3456
