Date_Time, CO2
20/09/2021_13:25:28,280
20/09/2021_13:25:30,280
20/09/2021_13:25:32,280
20/09/2021_13:25:34,280
20/09/2021_13:25:36,280
20/09/2021_13:25:38,280
20/09/2021_13:25:40,280
20/09/2021_13:25:42,280
20/09/2021_13:25:44,278
20/09/2021_13:25:46,278
20/09/2021_13:25:48,277
20/09/2021_13:25:50,277
20/09/2021_13:25:52,277
20/09/2021_13:25:54,276
20/09/2021_13:25:56,276
20/09/2021_13:25:58,276
20/09/2021_13:26:01,276
20/09/2021_13:26:03,276
20/09/2021_13:26:05,278
20/09/2021_13:26:07,278
20/09/2021_13:26:09,280
20/09/2021_13:26:11,280
20/09/2021_13:26:13,280
20/09/2021_13:26:15,278
20/09/2021_13:26:17,278
20/09/2021_13:26:19,280
20/09/2021_13:26:21,280
20/09/2021_13:26:23,280
20/09/2021_13:26:25,278
20/09/2021_13:26:27,278
20/09/2021_13:26:29,277
20/09/2021_13:26:31,277
20/09/2021_13:26:33,277
20/09/2021_13:26:35,275
20/09/2021_13:26:37,275
20/09/2021_13:26:39,275
20/09/2021_13:26:41,275
20/09/2021_13:26:43,275
20/09/2021_13:26:45,275
20/09/2021_13:26:47,275
20/09/2021_13:26:49,274
20/09/2021_13:26:51,274
20/09/2021_13:26:53,275
20/09/2021_13:26:55,275
20/09/2021_13:26:57,275
20/09/2021_13:26:59,275
20/09/2021_13:27:01,275
20/09/2021_13:27:03,275
20/09/2021_13:27:05,275
20/09/2021_13:27:07,275
20/09/2021_13:27:09,276
20/09/2021_13:27:11,276
20/09/2021_13:27:13,276
20/09/2021_13:27:15,276
20/09/2021_13:27:17,276
20/09/2021_13:27:19,276
20/09/2021_13:27:21,276
20/09/2021_13:27:23,275
20/09/2021_13:27:25,275
20/09/2021_13:27:27,275
20/09/2021_13:27:29,276
20/09/2021_13:27:32,276
20/09/2021_13:27:34,275
20/09/2021_13:27:36,275
20/09/2021_13:27:38,275
20/09/2021_13:27:40,274
20/09/2021_13:27:42,274
20/09/2021_13:27:44,276
20/09/2021_13:27:46,276
20/09/2021_13:27:48,276
20/09/2021_13:27:50,277
20/09/2021_13:27:52,277
20/09/2021_13:27:54,277
20/09/2021_13:27:56,277
20/09/2021_13:27:58,277
20/09/2021_13:28:00,275
20/09/2021_13:28:02,275
20/09/2021_13:28:04,276
20/09/2021_13:28:06,276
20/09/2021_13:28:08,275
20/09/2021_13:28:10,275
20/09/2021_13:28:12,275
20/09/2021_13:28:14,275
20/09/2021_13:28:16,275
20/09/2021_13:28:18,275
20/09/2021_13:28:20,275
20/09/2021_13:28:22,275
20/09/2021_13:28:24,278
20/09/2021_13:28:26,278
20/09/2021_13:28:28,280
20/09/2021_13:28:30,280
20/09/2021_13:28:32,280
20/09/2021_13:28:34,280
20/09/2021_13:28:36,280
20/09/2021_13:28:38,278
20/09/2021_13:28:40,278
20/09/2021_13:28:42,278
20/09/2021_13:28:44,280
20/09/2021_13:28:46,280
20/09/2021_13:28:48,280
