Date_Time, CO2
20/09/2021_13:32:13,263
20/09/2021_13:32:15,263
20/09/2021_13:32:17,263
20/09/2021_13:32:19,262
20/09/2021_13:32:21,262
20/09/2021_13:32:23,262
20/09/2021_13:32:25,262
20/09/2021_13:32:27,262
20/09/2021_13:32:29,261
20/09/2021_13:32:31,261
20/09/2021_13:32:33,261
20/09/2021_13:32:35,261
20/09/2021_13:32:37,261
20/09/2021_13:32:39,261
20/09/2021_13:32:41,261
20/09/2021_13:32:43,263
20/09/2021_13:32:45,263
20/09/2021_13:32:47,263
20/09/2021_13:32:49,264
20/09/2021_13:32:51,264
20/09/2021_13:32:53,265
20/09/2021_13:32:55,265
20/09/2021_13:32:57,265
20/09/2021_13:32:59,255
20/09/2021_13:33:01,255
20/09/2021_13:33:03,213
20/09/2021_13:33:05,213
20/09/2021_13:33:07,213
20/09/2021_13:33:09,88
20/09/2021_13:33:11,88
20/09/2021_13:33:13,72
20/09/2021_13:33:15,72
20/09/2021_13:33:17,68
20/09/2021_13:33:19,68
20/09/2021_13:33:21,68
20/09/2021_13:33:23,63
20/09/2021_13:33:25,63
20/09/2021_13:33:27,62
20/09/2021_13:33:30,62
20/09/2021_13:33:32,62
20/09/2021_13:33:34,61
20/09/2021_13:33:36,61
20/09/2021_13:33:38,60
20/09/2021_13:33:40,60
20/09/2021_13:33:42,60
20/09/2021_13:33:44,57
20/09/2021_13:33:46,57
20/09/2021_13:33:48,62
20/09/2021_13:33:50,62
20/09/2021_13:33:52,62
20/09/2021_13:33:54,64
20/09/2021_13:33:56,64
20/09/2021_13:33:58,64
20/09/2021_13:34:00,64
20/09/2021_13:34:02,64
20/09/2021_13:34:04,64
20/09/2021_13:34:06,64
20/09/2021_13:34:08,64
20/09/2021_13:34:10,64
20/09/2021_13:34:12,64
20/09/2021_13:34:14,87
20/09/2021_13:34:16,87
20/09/2021_13:34:18,90
20/09/2021_13:34:20,90
20/09/2021_13:34:22,90
20/09/2021_13:34:24,90
20/09/2021_13:34:26,90
20/09/2021_13:34:28,135
20/09/2021_13:34:30,135
20/09/2021_13:34:32,196
20/09/2021_13:34:34,196
20/09/2021_13:34:36,196
20/09/2021_13:34:38,228
20/09/2021_13:34:40,228
20/09/2021_13:34:42,238
20/09/2021_13:34:44,238
20/09/2021_13:34:46,238
20/09/2021_13:34:48,244
20/09/2021_13:34:50,244
20/09/2021_13:34:52,251
20/09/2021_13:34:54,251
20/09/2021_13:34:56,251
20/09/2021_13:34:58,253
20/09/2021_13:35:01,253
20/09/2021_13:35:03,254
20/09/2021_13:35:05,254
20/09/2021_13:35:07,254
20/09/2021_13:35:09,257
20/09/2021_13:35:11,257
20/09/2021_13:35:13,258
20/09/2021_13:35:15,258
20/09/2021_13:35:17,258
20/09/2021_13:35:19,261
20/09/2021_13:35:21,261
20/09/2021_13:35:23,266
20/09/2021_13:35:25,266
20/09/2021_13:35:27,266
20/09/2021_13:35:29,267
20/09/2021_13:35:31,267
20/09/2021_13:35:33,271
