Date_Time, CO2
20/09/2021_13:05:15,547
20/09/2021_13:05:17,546
20/09/2021_13:05:19,546
20/09/2021_13:05:21,546
20/09/2021_13:05:23,546
20/09/2021_13:05:25,546
20/09/2021_13:05:27,544
20/09/2021_13:05:29,544
20/09/2021_13:05:31,543
20/09/2021_13:05:33,543
20/09/2021_13:05:35,543
20/09/2021_13:05:37,541
20/09/2021_13:05:39,541
20/09/2021_13:05:41,540
20/09/2021_13:05:43,540
20/09/2021_13:05:45,540
20/09/2021_13:05:47,540
20/09/2021_13:05:49,540
20/09/2021_13:05:51,538
20/09/2021_13:05:53,538
20/09/2021_13:05:55,538
20/09/2021_13:05:57,535
20/09/2021_13:05:59,535
20/09/2021_13:06:01,1325
20/09/2021_13:06:03,1325
20/09/2021_13:06:05,4005
20/09/2021_13:06:07,4005
20/09/2021_13:06:09,4005
20/09/2021_13:06:11,4011
20/09/2021_13:06:13,4011
20/09/2021_13:06:15,2652
20/09/2021_13:06:17,2652
20/09/2021_13:06:19,2652
20/09/2021_13:06:21,1264
20/09/2021_13:06:23,1264
20/09/2021_13:06:25,931
20/09/2021_13:06:27,931
20/09/2021_13:06:29,931
20/09/2021_13:06:32,791
20/09/2021_13:06:34,791
20/09/2021_13:06:36,662
20/09/2021_13:06:38,662
20/09/2021_13:06:40,662
20/09/2021_13:06:42,606
20/09/2021_13:06:44,606
20/09/2021_13:06:46,532
20/09/2021_13:06:48,532
20/09/2021_13:06:50,532
20/09/2021_13:06:52,469
20/09/2021_13:06:54,469
20/09/2021_13:06:56,420
20/09/2021_13:06:58,420
20/09/2021_13:07:00,420
20/09/2021_13:07:02,407
20/09/2021_13:07:04,407
20/09/2021_13:07:06,404
20/09/2021_13:07:08,404
20/09/2021_13:07:10,404
20/09/2021_13:07:12,398
20/09/2021_13:07:14,398
20/09/2021_13:07:16,385
20/09/2021_13:07:18,385
20/09/2021_13:07:20,374
20/09/2021_13:07:22,374
20/09/2021_13:07:24,374
20/09/2021_13:07:26,368
20/09/2021_13:07:28,368
20/09/2021_13:07:30,366
20/09/2021_13:07:32,366
20/09/2021_13:07:34,366
20/09/2021_13:07:36,358
20/09/2021_13:07:38,358
20/09/2021_13:07:40,351
20/09/2021_13:07:42,351
20/09/2021_13:07:44,351
20/09/2021_13:07:46,347
20/09/2021_13:07:48,347
20/09/2021_13:07:50,342
20/09/2021_13:07:52,342
20/09/2021_13:07:54,342
20/09/2021_13:07:56,334
20/09/2021_13:07:58,334
20/09/2021_13:08:01,332
20/09/2021_13:08:03,332
20/09/2021_13:08:05,332
20/09/2021_13:08:07,331
20/09/2021_13:08:09,331
20/09/2021_13:08:11,325
20/09/2021_13:08:13,325
20/09/2021_13:08:15,325
20/09/2021_13:08:17,325
20/09/2021_13:08:19,325
20/09/2021_13:08:21,322
20/09/2021_13:08:23,322
20/09/2021_13:08:25,322
20/09/2021_13:08:27,322
20/09/2021_13:08:29,322
20/09/2021_13:08:31,316
20/09/2021_13:08:33,316
20/09/2021_13:08:35,316
