Date_Time, CO2
20/09/2021_13:08:37,313
20/09/2021_13:08:39,313
20/09/2021_13:08:41,305
20/09/2021_13:08:43,305
20/09/2021_13:08:45,302
20/09/2021_13:08:47,302
20/09/2021_13:08:49,302
20/09/2021_13:08:51,298
20/09/2021_13:08:53,298
20/09/2021_13:08:55,293
20/09/2021_13:08:57,293
20/09/2021_13:08:59,293
20/09/2021_13:09:01,290
20/09/2021_13:09:03,290
20/09/2021_13:09:05,286
20/09/2021_13:09:07,286
20/09/2021_13:09:09,286
20/09/2021_13:09:11,285
20/09/2021_13:09:13,285
20/09/2021_13:09:15,283
20/09/2021_13:09:17,283
20/09/2021_13:09:19,283
20/09/2021_13:09:21,281
20/09/2021_13:09:23,281
20/09/2021_13:09:25,280
20/09/2021_13:09:27,280
20/09/2021_13:09:29,280
20/09/2021_13:09:32,280
20/09/2021_13:09:34,280
20/09/2021_13:09:36,277
20/09/2021_13:09:38,277
20/09/2021_13:09:40,277
20/09/2021_13:09:42,273
20/09/2021_13:09:44,273
20/09/2021_13:09:46,271
20/09/2021_13:09:48,271
20/09/2021_13:09:50,271
20/09/2021_13:09:52,272
20/09/2021_13:09:54,272
20/09/2021_13:09:56,271
20/09/2021_13:09:58,271
20/09/2021_13:10:00,268
20/09/2021_13:10:02,268
20/09/2021_13:10:04,268
20/09/2021_13:10:06,270
20/09/2021_13:10:08,270
20/09/2021_13:10:10,270
20/09/2021_13:10:12,270
20/09/2021_13:10:14,270
20/09/2021_13:10:16,267
20/09/2021_13:10:18,267
20/09/2021_13:10:20,266
20/09/2021_13:10:22,266
20/09/2021_13:10:24,266
20/09/2021_13:10:26,264
20/09/2021_13:10:28,264
20/09/2021_13:10:30,263
20/09/2021_13:10:32,263
20/09/2021_13:10:34,263
20/09/2021_13:10:36,262
20/09/2021_13:10:38,262
20/09/2021_13:10:40,260
20/09/2021_13:10:42,260
20/09/2021_13:10:44,260
20/09/2021_13:10:46,258
20/09/2021_13:10:48,258
20/09/2021_13:10:50,258
20/09/2021_13:10:52,258
20/09/2021_13:10:55,258
20/09/2021_13:10:56,257
20/09/2021_13:10:58,257
20/09/2021_13:11:01,257
20/09/2021_13:11:03,257
20/09/2021_13:11:05,257
20/09/2021_13:11:07,254
20/09/2021_13:11:09,254
20/09/2021_13:11:11,253
20/09/2021_13:11:13,253
20/09/2021_13:11:15,252
20/09/2021_13:11:17,252
20/09/2021_13:11:19,252
20/09/2021_13:11:21,248
20/09/2021_13:11:23,248
20/09/2021_13:11:25,246
20/09/2021_13:11:27,246
20/09/2021_13:11:29,246
20/09/2021_13:11:31,246
20/09/2021_13:11:33,246
20/09/2021_13:11:35,243
20/09/2021_13:11:37,243
20/09/2021_13:11:39,243
20/09/2021_13:11:41,244
20/09/2021_13:11:43,244
20/09/2021_13:11:45,244
20/09/2021_13:11:47,244
20/09/2021_13:11:49,244
20/09/2021_13:11:51,244
20/09/2021_13:11:53,244
20/09/2021_13:11:55,244
20/09/2021_13:11:57,244
