Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
24/10/2021_14:25:16,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:25:22,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:25:27,0,Apagado,Prendido,52.38,49.88,Prendido
24/10/2021_14:25:33,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:25:39,0,Apagado,Prendido,52.38,49.88,Prendido
24/10/2021_14:25:44,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:25:50,0,Apagado,Prendido,52.44,50.25,Apagado
24/10/2021_14:25:55,0,Apagado,Prendido,52.38,50.25,Apagado
24/10/2021_14:26:01,0,Apagado,Prendido,52.38,50.25,Apagado
24/10/2021_14:26:07,0,Apagado,Prendido,52.38,50.19,Apagado
24/10/2021_14:26:12,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:26:18,0,Apagado,Prendido,52.38,49.88,Prendido
24/10/2021_14:26:23,0,Apagado,Prendido,52.38,49.81,Prendido
24/10/2021_14:26:29,0,Apagado,Prendido,52.38,49.81,Prendido
24/10/2021_14:26:35,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:26:40,0,Apagado,Prendido,52.44,50.06,Apagado
24/10/2021_14:26:46,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:26:52,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:26:57,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:27:03,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:27:08,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:27:14,0,Apagado,Prendido,52.44,50.13,Apagado
24/10/2021_14:27:20,0,Apagado,Prendido,52.38,50.19,Apagado
24/10/2021_14:27:25,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:27:31,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:27:37,0,Apagado,Prendido,52.38,49.88,Prendido
24/10/2021_14:27:42,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:27:48,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:27:53,0,Apagado,Prendido,52.38,50.19,Apagado
24/10/2021_14:27:59,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:28:05,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:28:10,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:28:16,0,Apagado,Prendido,52.44,49.88,Prendido
24/10/2021_14:28:22,0,Apagado,Prendido,52.44,49.88,Prendido
24/10/2021_14:28:27,0,Apagado,Prendido,52.44,49.94,Prendido
24/10/2021_14:28:33,0,Apagado,Prendido,52.44,50.00,Prendido
24/10/2021_14:28:38,0,Apagado,Prendido,52.38,50.25,Apagado
24/10/2021_14:28:44,0,Apagado,Prendido,52.38,50.38,Apagado
24/10/2021_14:28:50,0,Apagado,Prendido,52.38,50.31,Apagado
24/10/2021_14:28:55,0,Apagado,Prendido,52.38,50.25,Apagado
24/10/2021_14:29:01,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:29:06,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:29:12,0,Apagado,Prendido,52.38,49.81,Prendido
24/10/2021_14:29:18,0,Apagado,Prendido,52.44,49.94,Prendido
24/10/2021_14:29:23,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:29:29,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:29:35,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:29:40,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:29:46,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:29:51,0,Apagado,Prendido,52.38,50.19,Apagado
24/10/2021_14:29:57,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:30:03,0,Apagado,Prendido,52.38,50.19,Apagado
24/10/2021_14:30:08,0,Apagado,Prendido,52.31,50.06,Apagado
24/10/2021_14:30:14,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:30:20,0,Apagado,Prendido,52.38,49.75,Prendido
24/10/2021_14:30:25,0,Apagado,Prendido,52.38,49.81,Prendido
24/10/2021_14:30:31,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:30:36,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:30:42,0,Apagado,Prendido,52.38,50.19,Apagado
24/10/2021_14:30:48,0,Apagado,Prendido,52.31,50.13,Apagado
24/10/2021_14:30:53,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:30:59,0,Apagado,Prendido,52.44,50.06,Apagado
24/10/2021_14:31:04,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:31:10,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:31:16,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:31:21,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:31:27,0,Apagado,Prendido,52.31,50.00,Prendido
24/10/2021_14:31:33,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:31:38,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:31:44,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:31:49,0,Apagado,Prendido,52.31,50.19,Apagado
24/10/2021_14:31:55,0,Apagado,Prendido,52.38,50.13,Apagado
24/10/2021_14:32:01,0,Apagado,Prendido,52.31,50.13,Apagado
24/10/2021_14:32:06,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:32:12,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:32:18,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:32:23,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:32:29,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:32:34,0,Apagado,Prendido,52.31,50.00,Prendido
24/10/2021_14:32:40,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:32:46,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:32:51,0,Apagado,Prendido,52.38,50.19,Apagado
24/10/2021_14:32:57,0,Apagado,Prendido,52.31,50.25,Apagado
24/10/2021_14:33:03,0,Apagado,Prendido,52.31,50.19,Apagado
24/10/2021_14:33:08,0,Apagado,Prendido,52.31,50.13,Apagado
24/10/2021_14:33:14,0,Apagado,Prendido,52.31,49.94,Prendido
24/10/2021_14:33:19,0,Apagado,Prendido,52.38,49.88,Prendido
24/10/2021_14:33:25,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:33:31,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:33:36,0,Apagado,Prendido,52.31,50.06,Apagado
24/10/2021_14:33:42,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:33:47,0,Apagado,Prendido,52.31,49.88,Prendido
24/10/2021_14:33:53,0,Apagado,Prendido,52.38,50.00,Prendido
24/10/2021_14:33:59,0,Apagado,Prendido,52.38,49.94,Prendido
24/10/2021_14:34:04,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:34:10,0,Apagado,Prendido,52.31,50.06,Apagado
24/10/2021_14:34:16,0,Apagado,Prendido,52.38,50.06,Apagado
24/10/2021_14:34:21,0,Apagado,Prendido,52.31,50.00,Prendido
24/10/2021_14:34:27,0,Apagado,Prendido,52.31,49.88,Prendido
24/10/2021_14:34:32,0,Apagado,Prendido,52.31,49.94,Prendido
