Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
24/10/2021_13:19:42,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_13:19:48,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_13:19:53,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_13:19:59,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_13:20:04,0,Apagado,Prendido,52.56,50.25,Apagado
24/10/2021_13:20:10,0,Apagado,Prendido,52.56,50.25,Apagado
24/10/2021_13:20:16,0,Apagado,Prendido,52.56,50.19,Apagado
24/10/2021_13:20:21,0,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:20:27,1,Apagado,Prendido,52.56,49.88,Prendido
24/10/2021_13:20:33,2,Apagado,Prendido,52.56,49.69,Prendido
24/10/2021_13:20:38,4,Apagado,Prendido,52.63,49.75,Prendido
24/10/2021_13:20:44,7,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_13:20:49,11,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_13:20:55,11,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_13:21:01,11,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_13:21:06,12,Apagado,Prendido,52.56,49.94,Prendido
24/10/2021_13:21:12,12,Apagado,Prendido,52.56,49.88,Prendido
24/10/2021_13:21:17,12,Apagado,Prendido,52.56,49.88,Prendido
24/10/2021_13:21:23,12,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_13:21:29,13,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:21:34,13,Apagado,Prendido,52.56,50.19,Apagado
24/10/2021_13:21:40,14,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_13:21:46,15,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:21:51,15,Apagado,Prendido,52.56,49.94,Prendido
24/10/2021_13:21:57,16,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_13:22:02,16,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_13:22:08,18,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_13:22:14,20,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:22:19,18,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_13:22:25,18,Apagado,Prendido,52.50,50.13,Apagado
24/10/2021_13:22:31,18,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:22:36,20,Apagado,Prendido,52.56,49.94,Prendido
24/10/2021_13:22:42,21,Apagado,Prendido,52.63,49.81,Prendido
24/10/2021_13:22:47,21,Apagado,Prendido,52.56,49.81,Prendido
24/10/2021_13:22:53,22,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_13:22:59,21,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:23:04,23,Apagado,Prendido,52.56,50.19,Apagado
24/10/2021_13:23:10,23,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_13:23:16,24,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_13:23:21,25,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:23:27,23,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_13:23:32,24,Apagado,Prendido,52.56,49.88,Prendido
24/10/2021_13:23:38,22,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_13:23:44,22,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_13:23:49,22,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_13:23:55,21,Apagado,Prendido,52.56,50.19,Apagado
24/10/2021_13:24:00,18,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_13:24:06,16,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_13:24:12,15,Apagado,Prendido,52.56,50.06,Apagado
24/10/2021_13:24:17,15,Apagado,Prendido,52.56,50.00,Prendido
