Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
23/10/2021_20:37:40,111,Apagado,Prendido,52.25,50.00,Prendido
23/10/2021_20:37:46,110,Apagado,Prendido,52.31,49.94,Prendido
23/10/2021_20:37:51,108,Apagado,Prendido,52.31,50.00,Prendido
23/10/2021_20:37:57,110,Apagado,Prendido,52.31,50.13,Apagado
23/10/2021_20:38:03,108,Apagado,Prendido,52.31,50.13,Apagado
23/10/2021_20:38:08,106,Apagado,Prendido,52.31,50.19,Apagado
23/10/2021_20:38:14,106,Apagado,Prendido,52.31,50.00,Prendido
23/10/2021_20:38:19,107,Apagado,Prendido,52.31,49.94,Prendido
23/10/2021_20:38:25,105,Apagado,Prendido,52.31,50.00,Prendido
23/10/2021_20:38:31,106,Apagado,Prendido,52.38,50.00,Prendido
23/10/2021_20:38:36,110,Apagado,Prendido,52.31,50.19,Apagado
23/10/2021_20:38:42,110,Apagado,Prendido,52.31,50.25,Apagado
23/10/2021_20:38:48,110,Apagado,Prendido,52.31,50.25,Apagado
23/10/2021_20:38:53,110,Apagado,Prendido,52.31,50.00,Prendido
23/10/2021_20:38:59,107,Apagado,Prendido,52.38,50.06,Apagado
23/10/2021_20:39:04,106,Apagado,Prendido,52.31,49.88,Prendido
23/10/2021_20:39:10,107,Apagado,Prendido,52.38,49.94,Prendido
23/10/2021_20:39:16,107,Apagado,Prendido,52.38,49.94,Prendido
23/10/2021_20:39:21,105,Apagado,Prendido,52.38,50.06,Apagado
23/10/2021_20:39:27,105,Apagado,Prendido,52.31,50.13,Apagado
23/10/2021_20:39:32,105,Apagado,Prendido,52.38,50.13,Apagado
23/10/2021_20:39:38,104,Apagado,Prendido,52.31,49.94,Prendido
23/10/2021_20:39:44,103,Apagado,Prendido,52.38,49.94,Prendido
23/10/2021_20:39:49,103,Apagado,Prendido,52.38,49.94,Prendido
23/10/2021_20:39:55,105,Apagado,Prendido,52.38,50.06,Apagado
23/10/2021_20:40:01,105,Apagado,Prendido,52.38,50.06,Apagado
23/10/2021_20:40:06,104,Apagado,Prendido,52.31,50.06,Apagado
23/10/2021_20:40:12,106,Apagado,Prendido,52.38,49.94,Prendido
23/10/2021_20:40:17,106,Apagado,Prendido,52.38,49.94,Prendido
23/10/2021_20:40:23,106,Apagado,Prendido,52.38,49.88,Prendido
