Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
24/10/2021_04:07:15,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:07:20,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:07:26,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:07:32,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:07:37,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:07:43,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:07:49,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:07:54,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:08:00,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:08:05,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:08:11,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:08:17,0,Apagado,Prendido,52.63,50.31,Apagado
24/10/2021_04:08:22,0,Apagado,Prendido,52.63,50.25,Apagado
24/10/2021_04:08:28,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:08:34,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:08:39,0,Apagado,Prendido,52.63,49.81,Prendido
24/10/2021_04:08:45,0,Apagado,Prendido,52.69,49.81,Prendido
24/10/2021_04:08:50,0,Apagado,Prendido,52.63,49.75,Prendido
24/10/2021_04:08:56,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:09:02,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:09:07,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:09:13,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:09:18,0,Apagado,Prendido,52.56,50.00,Prendido
24/10/2021_04:09:24,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:09:30,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:09:35,0,Apagado,Prendido,52.69,49.94,Prendido
24/10/2021_04:09:41,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:09:47,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:09:52,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:09:58,0,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_04:10:03,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:10:09,0,Apagado,Prendido,52.63,49.81,Prendido
24/10/2021_04:10:15,0,Apagado,Prendido,52.69,49.94,Prendido
24/10/2021_04:10:20,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:10:26,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:10:32,0,Apagado,Prendido,52.63,50.31,Apagado
24/10/2021_04:10:37,0,Apagado,Prendido,52.63,50.25,Apagado
24/10/2021_04:10:43,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:10:48,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:10:54,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:11:00,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:11:05,0,Apagado,Prendido,52.69,50.00,Prendido
24/10/2021_04:11:11,0,Apagado,Prendido,52.69,50.06,Apagado
24/10/2021_04:11:16,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:11:22,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:11:28,0,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_04:11:33,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:11:39,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:11:45,0,Apagado,Prendido,52.69,49.81,Prendido
24/10/2021_04:11:50,0,Apagado,Prendido,52.69,50.00,Prendido
24/10/2021_04:11:56,0,Apagado,Prendido,52.69,50.13,Apagado
24/10/2021_04:12:01,0,Apagado,Prendido,52.69,50.25,Apagado
24/10/2021_04:12:07,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:12:13,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:12:18,0,Apagado,Prendido,52.69,50.06,Apagado
24/10/2021_04:12:24,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:12:30,0,Apagado,Prendido,52.69,50.00,Prendido
24/10/2021_04:12:35,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:12:41,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:12:46,0,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_04:12:52,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:12:58,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:13:03,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:13:09,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:13:15,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:13:20,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:13:26,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:13:31,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:13:37,0,Apagado,Prendido,52.56,49.94,Prendido
24/10/2021_04:13:43,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:13:48,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:13:54,0,Apagado,Prendido,52.69,49.94,Prendido
24/10/2021_04:13:59,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:14:05,0,Apagado,Prendido,52.56,50.19,Apagado
24/10/2021_04:14:11,0,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_04:14:16,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:14:22,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:14:28,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:14:33,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:14:39,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:14:44,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:14:50,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:14:56,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:15:01,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:15:07,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:15:13,0,Apagado,Prendido,52.63,49.94,Prendido
24/10/2021_04:15:18,0,Apagado,Prendido,52.63,49.81,Prendido
24/10/2021_04:15:24,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:15:29,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:15:35,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:15:41,0,Apagado,Prendido,52.56,50.19,Apagado
24/10/2021_04:15:46,0,Apagado,Prendido,52.56,49.94,Prendido
24/10/2021_04:15:52,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:15:58,0,Apagado,Prendido,52.63,50.00,Prendido
24/10/2021_04:16:03,0,Apagado,Prendido,52.63,50.13,Apagado
24/10/2021_04:16:09,0,Apagado,Prendido,52.56,50.13,Apagado
24/10/2021_04:16:14,0,Apagado,Prendido,52.63,50.19,Apagado
24/10/2021_04:16:20,0,Apagado,Prendido,52.63,50.06,Apagado
24/10/2021_04:16:26,0,Apagado,Prendido,52.63,49.88,Prendido
24/10/2021_04:16:31,0,Apagado,Prendido,52.63,49.75,Prendido
