Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
24/10/2021_09:16:15,5,Apagado,Prendido,52.31,49.88,Prendido
24/10/2021_09:16:21,5,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_09:16:26,6,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_09:16:32,4,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_09:16:38,3,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_09:16:43,2,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_09:16:49,1,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_09:16:54,3,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_09:17:00,3,Apagado,Prendido,52.25,50.13,Apagado
24/10/2021_09:17:06,3,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_09:17:11,3,Apagado,Prendido,52.25,50.19,Apagado
24/10/2021_09:17:17,3,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_09:17:23,2,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_09:17:28,2,Apagado,Prendido,52.25,49.75,Prendido
24/10/2021_09:17:34,1,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_09:17:39,0,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_09:17:45,0,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_09:17:51,0,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_09:17:56,0,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_09:18:02,0,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_09:18:08,0,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_09:18:13,0,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_09:18:19,0,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_09:18:24,0,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_09:18:30,0,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_09:18:36,0,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_09:18:41,0,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_09:18:47,0,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_09:18:53,0,Apagado,Prendido,52.19,49.81,Prendido
24/10/2021_09:18:58,0,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_09:19:04,0,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_09:19:09,0,Apagado,Prendido,52.25,50.00,Prendido
24/10/2021_09:19:15,0,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_09:19:21,0,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_09:19:26,0,Apagado,Prendido,52.19,50.31,Apagado
24/10/2021_09:19:32,0,Apagado,Prendido,52.25,50.19,Apagado
24/10/2021_09:19:37,0,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_09:19:43,0,Apagado,Prendido,52.25,50.00,Prendido
