Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
23/10/2021_17:58:27,266,Apagado,Prendido,51.25,49.81,Prendido
23/10/2021_17:58:32,270,Apagado,Prendido,51.25,49.88,Prendido
23/10/2021_17:58:38,273,Apagado,Prendido,51.25,49.94,Prendido
23/10/2021_17:58:43,273,Apagado,Prendido,51.25,50.13,Apagado
23/10/2021_17:58:49,273,Apagado,Prendido,51.19,50.19,Apagado
23/10/2021_17:58:55,274,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_17:59:00,273,Apagado,Prendido,51.25,50.06,Apagado
23/10/2021_17:59:06,272,Apagado,Prendido,51.19,49.88,Prendido
23/10/2021_17:59:11,270,Apagado,Prendido,51.25,49.81,Prendido
23/10/2021_17:59:17,270,Apagado,Prendido,51.19,49.75,Prendido
23/10/2021_17:59:23,270,Apagado,Prendido,51.25,49.88,Prendido
23/10/2021_17:59:28,271,Apagado,Prendido,51.25,49.94,Prendido
23/10/2021_17:59:34,272,Apagado,Prendido,51.25,50.13,Apagado
23/10/2021_17:59:40,273,Apagado,Prendido,51.19,50.13,Apagado
23/10/2021_17:59:45,272,Apagado,Prendido,51.19,50.19,Apagado
23/10/2021_17:59:51,274,Apagado,Prendido,51.19,50.13,Apagado
23/10/2021_17:59:56,275,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:00:02,275,Apagado,Prendido,51.25,49.88,Prendido
23/10/2021_18:00:08,274,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:00:13,273,Apagado,Prendido,51.13,49.94,Prendido
23/10/2021_18:00:19,272,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:00:25,273,Apagado,Prendido,51.19,50.19,Apagado
23/10/2021_18:00:30,272,Apagado,Prendido,51.19,50.13,Apagado
23/10/2021_18:00:36,274,Apagado,Prendido,51.19,50.00,Prendido
23/10/2021_18:00:41,274,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:00:47,272,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:00:53,272,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:00:58,272,Apagado,Prendido,51.13,50.13,Apagado
23/10/2021_18:01:04,271,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:01:09,271,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:01:15,270,Apagado,Prendido,51.19,49.81,Prendido
23/10/2021_18:01:21,270,Apagado,Prendido,51.19,49.81,Prendido
23/10/2021_18:01:26,270,Apagado,Prendido,51.19,49.88,Prendido
23/10/2021_18:01:32,270,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:01:38,268,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:01:43,267,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:01:49,267,Apagado,Prendido,51.19,50.00,Prendido
23/10/2021_18:01:54,266,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:02:00,265,Apagado,Prendido,51.13,49.94,Prendido
23/10/2021_18:02:06,264,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:02:11,265,Apagado,Prendido,51.19,50.19,Apagado
23/10/2021_18:02:17,264,Apagado,Prendido,51.13,50.19,Apagado
23/10/2021_18:02:23,264,Apagado,Prendido,51.19,50.25,Apagado
23/10/2021_18:02:28,263,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:02:34,261,Apagado,Prendido,51.19,49.88,Prendido
23/10/2021_18:02:39,261,Apagado,Prendido,51.13,49.88,Prendido
23/10/2021_18:02:45,260,Apagado,Prendido,51.19,49.88,Prendido
23/10/2021_18:02:51,260,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:02:56,258,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:03:02,257,Apagado,Prendido,51.19,50.19,Apagado
23/10/2021_18:03:08,255,Apagado,Prendido,51.19,50.13,Apagado
23/10/2021_18:03:13,253,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:03:19,252,Apagado,Prendido,51.19,49.88,Prendido
23/10/2021_18:03:24,250,Apagado,Prendido,51.13,49.88,Prendido
23/10/2021_18:03:30,248,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:03:36,248,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:03:41,250,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:03:47,251,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:03:52,252,Apagado,Prendido,51.19,50.00,Prendido
23/10/2021_18:03:58,252,Apagado,Prendido,51.13,50.13,Apagado
23/10/2021_18:04:04,253,Apagado,Prendido,51.13,50.13,Apagado
23/10/2021_18:04:09,255,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:04:15,255,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:04:21,256,Apagado,Prendido,51.13,49.88,Prendido
23/10/2021_18:04:26,257,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:04:32,258,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:04:37,258,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:04:43,258,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:04:49,258,Apagado,Prendido,51.13,50.13,Apagado
23/10/2021_18:04:54,258,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:05:00,258,Apagado,Prendido,51.19,49.81,Prendido
23/10/2021_18:05:06,258,Apagado,Prendido,51.13,49.94,Prendido
23/10/2021_18:05:11,256,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:05:17,258,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:05:22,258,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:05:28,257,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:05:34,255,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:05:39,254,Apagado,Prendido,51.19,49.94,Prendido
23/10/2021_18:05:45,252,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:05:50,253,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:05:56,252,Apagado,Prendido,51.19,50.06,Apagado
23/10/2021_18:06:02,251,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:06:07,251,Apagado,Prendido,51.13,49.94,Prendido
23/10/2021_18:06:13,253,Apagado,Prendido,51.13,49.88,Prendido
23/10/2021_18:06:19,250,Apagado,Prendido,51.19,49.88,Prendido
23/10/2021_18:06:24,248,Apagado,Prendido,51.19,49.94,Prendido
