Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
23/10/2021_18:35:54,165,Apagado,Prendido,51.06,50.06,Apagado
23/10/2021_18:36:00,168,Apagado,Prendido,51.06,49.94,Prendido
23/10/2021_18:36:06,177,Apagado,Prendido,51.13,49.94,Prendido
23/10/2021_18:36:11,187,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:36:17,208,Apagado,Prendido,51.06,50.13,Apagado
23/10/2021_18:36:23,212,Apagado,Prendido,51.06,50.13,Apagado
23/10/2021_18:36:28,214,Apagado,Prendido,51.06,50.00,Prendido
23/10/2021_18:36:34,217,Apagado,Prendido,51.06,50.06,Apagado
23/10/2021_18:36:39,222,Apagado,Prendido,51.06,49.94,Prendido
23/10/2021_18:36:45,225,Apagado,Prendido,51.06,49.94,Prendido
23/10/2021_18:36:51,236,Apagado,Prendido,51.13,50.00,Prendido
23/10/2021_18:36:56,240,Apagado,Prendido,51.06,50.13,Apagado
23/10/2021_18:37:02,243,Apagado,Prendido,51.06,50.31,Apagado
23/10/2021_18:37:08,243,Apagado,Prendido,51.06,50.25,Apagado
23/10/2021_18:37:13,243,Apagado,Prendido,51.06,50.06,Apagado
23/10/2021_18:37:19,242,Apagado,Prendido,51.06,50.00,Prendido
23/10/2021_18:37:24,242,Apagado,Prendido,51.13,49.81,Prendido
23/10/2021_18:37:30,243,Apagado,Prendido,51.06,49.88,Prendido
23/10/2021_18:37:36,246,Apagado,Prendido,51.13,49.88,Prendido
23/10/2021_18:37:41,246,Apagado,Prendido,51.06,49.94,Prendido
23/10/2021_18:37:47,246,Apagado,Prendido,51.13,50.06,Apagado
23/10/2021_18:37:52,246,Apagado,Prendido,51.06,50.19,Apagado
23/10/2021_18:37:58,246,Apagado,Prendido,51.06,50.13,Apagado
23/10/2021_18:38:04,248,Apagado,Prendido,51.06,50.06,Apagado
23/10/2021_18:38:09,250,Apagado,Prendido,51.06,49.94,Prendido
