Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
24/10/2021_15:12:06,8,Apagado,Prendido,52.25,50.00,Prendido
24/10/2021_15:12:12,11,Apagado,Prendido,52.25,50.13,Apagado
24/10/2021_15:12:17,11,Apagado,Prendido,52.19,50.31,Apagado
24/10/2021_15:12:23,10,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_15:12:29,12,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:12:34,11,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:12:40,11,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_15:12:45,11,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_15:12:51,11,Apagado,Prendido,52.25,50.00,Prendido
24/10/2021_15:12:57,11,Apagado,Prendido,52.25,50.19,Apagado
24/10/2021_15:13:02,13,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:13:08,13,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_15:13:14,15,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:13:19,14,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:13:25,13,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:13:30,13,Apagado,Prendido,52.25,49.81,Prendido
24/10/2021_15:13:36,11,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_15:13:42,11,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:13:47,11,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:13:53,11,Apagado,Prendido,52.25,50.19,Apagado
24/10/2021_15:13:59,8,Apagado,Prendido,52.19,50.31,Apagado
24/10/2021_15:14:04,11,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_15:14:10,11,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:14:15,11,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:14:21,11,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_15:14:27,11,Apagado,Prendido,52.25,49.81,Prendido
24/10/2021_15:14:32,12,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:14:38,12,Apagado,Prendido,52.25,50.00,Prendido
24/10/2021_15:14:43,13,Apagado,Prendido,52.25,50.06,Apagado
24/10/2021_15:14:49,14,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:14:55,15,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:15:00,15,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_15:15:06,17,Apagado,Prendido,52.25,50.00,Prendido
24/10/2021_15:15:12,17,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_15:15:17,15,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:15:23,17,Apagado,Prendido,52.25,50.25,Apagado
24/10/2021_15:15:28,17,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:15:34,18,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:15:40,20,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:15:45,20,Apagado,Prendido,52.25,49.81,Prendido
24/10/2021_15:15:51,22,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_15:15:57,22,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_15:16:02,23,Apagado,Prendido,52.25,50.00,Prendido
24/10/2021_15:16:08,23,Apagado,Prendido,52.25,50.25,Apagado
24/10/2021_15:16:13,24,Apagado,Prendido,52.19,50.31,Apagado
24/10/2021_15:16:19,24,Apagado,Prendido,52.19,50.38,Apagado
24/10/2021_15:16:25,24,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_15:16:30,24,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:16:36,25,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:16:42,25,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:16:47,26,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_15:16:53,25,Apagado,Prendido,52.25,49.88,Prendido
24/10/2021_15:16:58,25,Apagado,Prendido,52.25,50.00,Prendido
24/10/2021_15:17:04,25,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:17:10,24,Apagado,Prendido,52.19,50.31,Apagado
24/10/2021_15:17:15,24,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_15:17:21,23,Apagado,Prendido,52.13,50.13,Apagado
24/10/2021_15:17:26,22,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:17:32,22,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:17:38,23,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:17:43,23,Apagado,Prendido,52.25,50.13,Apagado
24/10/2021_15:17:49,24,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:17:55,24,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:18:00,25,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:18:06,25,Apagado,Prendido,52.19,49.81,Prendido
24/10/2021_15:18:11,25,Apagado,Prendido,52.19,49.81,Prendido
24/10/2021_15:18:17,26,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:18:23,28,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:18:28,28,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:18:34,28,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:18:40,28,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:18:45,25,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:18:51,25,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:18:56,26,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:19:02,28,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:19:08,31,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:19:13,30,Apagado,Prendido,52.13,50.06,Apagado
24/10/2021_15:19:19,30,Apagado,Prendido,52.13,49.94,Prendido
24/10/2021_15:19:24,30,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:19:30,30,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:19:36,31,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:19:41,32,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:19:47,30,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:19:53,28,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:19:58,28,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:20:04,27,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:20:09,27,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:20:15,26,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:20:21,25,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:20:26,25,Apagado,Prendido,52.13,50.06,Apagado
24/10/2021_15:20:32,26,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:20:38,25,Apagado,Prendido,52.19,49.81,Prendido
24/10/2021_15:20:43,24,Apagado,Prendido,52.19,49.81,Prendido
24/10/2021_15:20:49,24,Apagado,Prendido,52.25,49.94,Prendido
24/10/2021_15:20:54,24,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:21:00,24,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:21:06,23,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:21:11,22,Apagado,Prendido,52.19,50.13,Apagado
24/10/2021_15:21:17,22,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:21:23,23,Apagado,Prendido,52.19,49.94,Prendido
