Date_Time,CO2,Estado_Valvula_CO2,Estado_Valvula_Compost,Temp_Compost,Temp_Suncho,Estado_Suncho
24/10/2021_15:21:28,25,Apagado,Prendido,52.19,49.88,Prendido
24/10/2021_15:21:34,25,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:21:39,25,Apagado,Prendido,52.19,50.19,Apagado
24/10/2021_15:21:45,26,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_15:21:51,26,Apagado,Prendido,52.19,50.25,Apagado
24/10/2021_15:21:56,26,Apagado,Prendido,52.19,50.06,Apagado
24/10/2021_15:22:02,27,Apagado,Prendido,52.19,50.00,Prendido
24/10/2021_15:22:07,28,Apagado,Prendido,52.19,49.94,Prendido
24/10/2021_15:22:13,0,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:22:19,0,Prendido,Apagado,52.25,49.94,Prendido
24/10/2021_15:22:24,0,Prendido,Apagado,52.19,50.25,Apagado
24/10/2021_15:22:30,0,Prendido,Apagado,52.19,50.31,Apagado
24/10/2021_15:22:36,0,Prendido,Apagado,52.19,50.25,Apagado
24/10/2021_15:22:41,0,Prendido,Apagado,52.19,50.19,Apagado
24/10/2021_15:22:47,0,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:22:52,0,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:22:58,0,Prendido,Apagado,52.19,49.69,Prendido
24/10/2021_15:23:04,0,Prendido,Apagado,52.19,49.81,Prendido
24/10/2021_15:23:09,0,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:23:15,0,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:23:21,0,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:23:26,0,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:23:32,0,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:23:37,0,Prendido,Apagado,52.19,50.00,Prendido
24/10/2021_15:23:43,0,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:23:49,0,Prendido,Apagado,52.25,50.13,Apagado
24/10/2021_15:23:54,0,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:24:00,0,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:24:05,0,Prendido,Apagado,52.19,50.00,Prendido
24/10/2021_15:24:11,0,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:24:17,0,Prendido,Apagado,52.25,49.94,Prendido
24/10/2021_15:24:22,2,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:24:28,4,Prendido,Apagado,52.13,50.13,Apagado
24/10/2021_15:24:34,6,Prendido,Apagado,52.19,50.19,Apagado
24/10/2021_15:24:39,8,Prendido,Apagado,52.19,50.00,Prendido
24/10/2021_15:24:45,8,Prendido,Apagado,52.25,50.06,Apagado
24/10/2021_15:24:50,7,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:24:56,10,Prendido,Apagado,52.25,49.94,Prendido
24/10/2021_15:25:02,14,Prendido,Apagado,52.25,50.00,Prendido
24/10/2021_15:25:07,16,Prendido,Apagado,52.19,50.19,Apagado
24/10/2021_15:25:13,20,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:25:19,23,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:25:24,25,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:25:30,27,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:25:35,26,Prendido,Apagado,52.19,49.81,Prendido
24/10/2021_15:25:41,28,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:25:47,33,Prendido,Apagado,52.25,50.00,Prendido
24/10/2021_15:25:52,34,Prendido,Apagado,52.25,50.13,Apagado
24/10/2021_15:25:58,34,Prendido,Apagado,52.13,50.19,Apagado
24/10/2021_15:26:04,35,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:26:09,36,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:26:15,36,Prendido,Apagado,52.13,49.88,Prendido
24/10/2021_15:26:20,36,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:26:26,36,Prendido,Apagado,52.19,49.81,Prendido
24/10/2021_15:26:32,36,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:26:37,36,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:26:43,36,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:26:48,36,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:26:54,37,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:27:00,38,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:27:05,37,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:27:11,38,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:27:17,37,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:27:22,38,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:27:28,40,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:27:33,42,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:27:39,43,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:27:45,43,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:27:50,45,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:27:56,44,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:28:02,44,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:28:07,43,Prendido,Apagado,52.13,50.13,Apagado
24/10/2021_15:28:13,43,Prendido,Apagado,52.13,50.00,Prendido
24/10/2021_15:28:18,42,Prendido,Apagado,52.19,50.00,Prendido
24/10/2021_15:28:24,43,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:28:30,45,Prendido,Apagado,52.13,50.00,Prendido
24/10/2021_15:28:35,46,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:28:41,46,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:28:46,46,Prendido,Apagado,52.19,50.13,Apagado
24/10/2021_15:28:52,44,Prendido,Apagado,52.13,49.94,Prendido
24/10/2021_15:28:58,43,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:29:03,43,Prendido,Apagado,52.13,50.00,Prendido
24/10/2021_15:29:09,42,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:29:15,43,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:29:20,43,Prendido,Apagado,52.19,50.00,Prendido
24/10/2021_15:29:26,42,Prendido,Apagado,52.19,50.00,Prendido
24/10/2021_15:29:31,43,Prendido,Apagado,52.19,50.00,Prendido
24/10/2021_15:29:37,42,Prendido,Apagado,52.19,50.19,Apagado
24/10/2021_15:29:43,41,Prendido,Apagado,52.13,50.31,Apagado
24/10/2021_15:29:48,41,Prendido,Apagado,52.13,50.31,Apagado
24/10/2021_15:29:54,40,Prendido,Apagado,52.13,50.13,Apagado
24/10/2021_15:30:00,37,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:30:05,36,Prendido,Apagado,52.13,49.94,Prendido
24/10/2021_15:30:11,33,Prendido,Apagado,52.13,49.75,Prendido
24/10/2021_15:30:16,32,Prendido,Apagado,52.19,49.88,Prendido
24/10/2021_15:30:22,32,Prendido,Apagado,52.19,49.94,Prendido
24/10/2021_15:30:28,30,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:30:33,30,Prendido,Apagado,52.19,50.06,Apagado
24/10/2021_15:30:39,30,Prendido,Apagado,52.13,50.06,Apagado
24/10/2021_15:30:45,27,Prendido,Apagado,52.13,49.94,Prendido
