# nro,promedio_std1,promedio_std2,promedio_std3,promedio_std4
1.000000000000000000e+00, 1.551240650134786181e+00, 7.004100738796462444e+00, 9.156660574817335529e+00, 4.173358013768074670e+01
2.000000000000000000e+00, 4.135540171223629713e+00, 1.360007840213521568e+01, 1.339277413135167905e+01, 2.058273702585606912e+01
3.000000000000000000e+00, 7.745411476054883337e+00, 8.922051413817410292e+00, 3.556506473134040558e+00, 2.768540635002254646e+01
4.000000000000000000e+00, 2.071173113121191989e+01, 1.429646294569199405e+01, 4.240172863741769049e+01, 1.492805326201472127e+01
5.000000000000000000e+00, 7.401556491817169459e+00, 1.464966746700622302e+01, 2.786284487179361502e+00, 1.402014447474104530e+00
6.000000000000000000e+00, 1.042505758124723769e+01, 1.095681900938271625e+01, 2.562455521047441209e+01, 5.657381646271645081e+00
