# nro,promedio1,promedio2,promedio3,promedio4
1.000000000000000000e+00, 4.038548387096774377e+02, 8.392177419354839003e+02, 8.269516129032258505e+02, 1.153173387096774150e+03
2.000000000000000000e+00, 4.011854838709677438e+02, 5.076169354838709751e+02, 5.328427419354839003e+02, 6.950645161290323131e+02
3.000000000000000000e+00, 3.594072580645161565e+02, 4.161733870967742064e+02, 4.723306451612903061e+02, 5.398145161290323131e+02
4.000000000000000000e+00, 5.040000000000000000e+02, 6.007338709677419502e+02, 6.375685483870968255e+02, 5.745000000000000000e+02
5.000000000000000000e+00, 3.688225806451612812e+02, 3.945120967741935374e+02, 4.078024193548387188e+02, 4.033991935483870748e+02
6.000000000000000000e+00, 3.514395161290322562e+02, 3.949072580645161565e+02, 4.019153225806451815e+02, 4.171491935483870748e+02
