Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
17/03/2022_18:01:56,\x00\x00405,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,26.44,26.06,25.81,24.94,26.00,Prendido
