# nro,promedio_std1,promedio_std2,promedio_std3,promedio_std4
1.000000000000000000e+00, 1.168998737729203263e+01, 1.065697175067666613e+01, 7.746021710094952439e+00, 1.938034732945811811e+01
2.000000000000000000e+00, 2.678436765116699814e+00, 9.142137885201286451e+00, 7.644653155029931035e+00, 2.517710937276963890e+01
3.000000000000000000e+00, 6.896000274121811380e+00, 1.556773608225924477e+01, 4.411829890254592712e+00, 2.935644085342631016e+01
