# nro,promedio1,promedio2,promedio3,promedio4
1.000000000000000000e+00, 5.030080971659918987e+02, 3.934170040485830100e+02, 4.714210526315789593e+02, 1.203805668016194431e+03
2.000000000000000000e+00, 4.066234817813765403e+02, 3.517530364372469762e+02, 4.460931174089068918e+02, 1.120109311740890689e+03
3.000000000000000000e+00, 5.131417004048582839e+02, 3.889230769230769056e+02, 5.059028340080971589e+02, 1.138145748987854176e+03
