Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
23/03/2022_11:39:10,1874,Apagado,Prendido,Apagado,Apagado,46.00,55.38,61.63,56.00,55.50,Prendido
23/03/2022_11:39:16,1871,Apagado,Prendido,Apagado,Apagado,46.06,55.31,61.63,56.06,55.50,Prendido
23/03/2022_11:39:22,1870,Apagado,Prendido,Apagado,Apagado,46.06,55.38,61.63,56.19,55.56,Prendido
23/03/2022_11:39:28,1868,Apagado,Prendido,Apagado,Apagado,46.06,55.38,61.69,56.13,55.56,Prendido
23/03/2022_11:39:34,1870,Apagado,Prendido,Apagado,Apagado,46.06,55.38,61.69,56.19,55.56,Prendido
23/03/2022_11:39:39,1871,Apagado,Prendido,Apagado,Apagado,46.06,55.44,61.69,56.25,55.63,Prendido
23/03/2022_11:39:45,1871,Apagado,Prendido,Apagado,Apagado,46.06,55.44,61.75,56.25,55.56,Prendido
23/03/2022_11:39:51,1874,Apagado,Prendido,Apagado,Apagado,46.13,55.44,61.75,56.25,55.63,Prendido
23/03/2022_11:39:57,1874,Apagado,Prendido,Apagado,Apagado,46.13,55.50,61.75,56.25,55.63,Prendido
23/03/2022_11:40:03,1876,Apagado,Prendido,Apagado,Apagado,46.19,55.56,61.75,56.25,55.69,Prendido
23/03/2022_11:40:09,1876,Apagado,Prendido,Apagado,Apagado,46.19,55.56,61.81,56.19,55.69,Prendido
23/03/2022_11:40:15,1876,Apagado,Prendido,Apagado,Apagado,46.19,55.56,61.81,56.13,55.69,Prendido
23/03/2022_11:40:20,1877,Apagado,Prendido,Apagado,Apagado,46.19,55.56,61.81,56.13,55.75,Prendido
23/03/2022_11:40:26,1877,Apagado,Prendido,Apagado,Apagado,46.25,55.63,61.81,56.19,55.75,Prendido
23/03/2022_11:40:32,1879,Apagado,Prendido,Apagado,Apagado,46.25,55.63,61.81,56.19,55.81,Prendido
23/03/2022_11:40:38,1881,Apagado,Prendido,Apagado,Apagado,46.25,55.63,61.88,56.13,55.81,Prendido
23/03/2022_11:40:44,1881,Apagado,Prendido,Apagado,Apagado,46.25,55.63,61.88,56.25,55.81,Prendido
23/03/2022_11:40:50,1881,Apagado,Prendido,Apagado,Apagado,46.25,55.69,61.88,56.25,55.81,Prendido
23/03/2022_11:40:56,1881,Apagado,Prendido,Apagado,Apagado,46.31,55.69,61.88,56.31,55.88,Prendido
23/03/2022_11:41:01,1881,Apagado,Prendido,Apagado,Apagado,46.31,55.75,61.94,56.31,55.88,Prendido
23/03/2022_11:41:07,1883,Apagado,Prendido,Apagado,Apagado,46.31,55.75,61.94,56.31,55.88,Prendido
23/03/2022_11:41:13,1883,Apagado,Prendido,Apagado,Apagado,46.31,55.75,61.94,56.38,55.94,Prendido
23/03/2022_11:41:19,1884,Apagado,Prendido,Apagado,Apagado,46.31,55.81,61.94,56.44,55.94,Prendido
23/03/2022_11:41:25,1885,Apagado,Prendido,Apagado,Apagado,46.38,55.81,61.94,56.38,56.00,Prendido
23/03/2022_11:41:31,1885,Apagado,Prendido,Apagado,Apagado,46.38,55.81,62.00,56.44,56.00,Prendido
23/03/2022_11:41:37,1885,Apagado,Prendido,Apagado,Apagado,46.38,55.88,62.00,56.50,56.00,Prendido
23/03/2022_11:41:43,1894,Apagado,Apagado,Prendido,Apagado,46.38,55.88,62.00,56.44,56.00,Prendido
23/03/2022_11:41:48,1907,Apagado,Apagado,Prendido,Apagado,46.38,55.94,62.00,56.50,56.06,Prendido
23/03/2022_11:41:54,1921,Apagado,Apagado,Prendido,Apagado,46.44,55.94,62.06,56.50,56.13,Prendido
23/03/2022_11:42:00,2706,Apagado,Apagado,Prendido,Apagado,46.44,56.00,62.06,56.50,56.13,Prendido
23/03/2022_11:42:06,5000,Apagado,Apagado,Prendido,Apagado,46.44,56.06,62.06,56.63,56.13,Prendido
23/03/2022_11:42:12,5000,Apagado,Apagado,Prendido,Apagado,46.50,56.13,62.13,56.56,56.13,Prendido
23/03/2022_11:42:18,5000,Apagado,Apagado,Prendido,Apagado,46.50,56.19,62.06,56.56,56.19,Prendido
23/03/2022_11:42:24,5000,Apagado,Apagado,Prendido,Apagado,46.50,56.25,62.06,56.63,56.19,Prendido
23/03/2022_11:42:29,5000,Apagado,Apagado,Prendido,Apagado,46.50,56.31,62.06,56.63,56.19,Prendido
23/03/2022_11:42:35,5000,Apagado,Apagado,Prendido,Apagado,46.50,56.38,62.13,56.63,56.25,Prendido
23/03/2022_11:42:41,5000,Apagado,Apagado,Prendido,Apagado,46.50,56.38,62.13,56.69,56.25,Prendido
23/03/2022_11:42:47,5000,Apagado,Apagado,Prendido,Apagado,46.56,56.44,62.13,56.69,56.25,Prendido
23/03/2022_11:42:53,5000,Apagado,Apagado,Prendido,Apagado,46.56,56.50,62.13,56.75,56.31,Prendido
23/03/2022_11:42:59,5000,Apagado,Apagado,Prendido,Apagado,46.56,56.50,62.13,56.75,56.31,Prendido
23/03/2022_11:43:05,5000,Apagado,Apagado,Prendido,Apagado,46.56,56.56,62.19,56.75,56.38,Prendido
23/03/2022_11:43:10,5000,Apagado,Apagado,Prendido,Apagado,46.63,56.56,62.19,56.69,56.38,Prendido
23/03/2022_11:43:16,5000,Apagado,Apagado,Prendido,Apagado,46.63,56.63,62.19,56.81,56.38,Prendido
23/03/2022_11:43:22,5000,Apagado,Apagado,Prendido,Apagado,46.63,56.63,62.19,56.69,56.44,Prendido
23/03/2022_11:43:28,5000,Apagado,Apagado,Prendido,Apagado,46.63,56.69,62.19,56.81,56.44,Prendido
23/03/2022_11:43:34,5000,Apagado,Apagado,Prendido,Apagado,46.69,56.75,62.19,56.81,56.44,Prendido
23/03/2022_11:43:40,5000,Apagado,Apagado,Prendido,Apagado,46.69,56.81,62.19,56.88,56.50,Prendido
23/03/2022_11:43:46,5000,Apagado,Apagado,Prendido,Apagado,46.75,56.81,62.19,56.88,56.44,Prendido
23/03/2022_11:43:51,5000,Apagado,Apagado,Prendido,Apagado,46.69,56.88,62.25,56.81,56.50,Prendido
23/03/2022_11:43:57,5000,Apagado,Apagado,Prendido,Apagado,46.69,56.94,62.19,56.69,56.56,Prendido
23/03/2022_11:44:03,5000,Apagado,Apagado,Prendido,Apagado,46.69,56.94,62.25,56.69,56.56,Prendido
23/03/2022_11:44:09,5000,Apagado,Apagado,Prendido,Apagado,46.75,57.00,62.25,56.75,56.56,Prendido
23/03/2022_11:44:15,5000,Apagado,Apagado,Prendido,Apagado,46.75,57.00,62.25,56.81,56.63,Prendido
23/03/2022_11:44:21,5000,Apagado,Apagado,Prendido,Apagado,46.75,57.06,62.25,56.94,56.63,Prendido
23/03/2022_11:44:27,5000,Apagado,Apagado,Prendido,Apagado,46.75,57.13,62.31,56.94,56.63,Prendido
23/03/2022_11:44:32,5000,Apagado,Apagado,Prendido,Apagado,46.81,57.13,62.25,57.06,56.69,Prendido
23/03/2022_11:44:38,5000,Apagado,Apagado,Prendido,Apagado,46.81,57.13,62.31,57.06,56.69,Prendido
23/03/2022_11:44:44,5000,Apagado,Apagado,Prendido,Apagado,46.88,57.19,62.31,57.00,56.75,Prendido
23/03/2022_11:44:50,5000,Apagado,Apagado,Prendido,Apagado,46.81,57.19,62.38,56.94,56.75,Prendido
23/03/2022_11:44:56,5000,Apagado,Apagado,Prendido,Apagado,46.88,57.25,62.31,56.88,56.75,Prendido
23/03/2022_11:45:02,5000,Apagado,Apagado,Prendido,Apagado,46.88,57.31,62.38,56.88,56.75,Prendido
23/03/2022_11:45:08,5000,Apagado,Apagado,Prendido,Apagado,46.88,57.31,62.31,56.88,56.81,Prendido
23/03/2022_11:45:14,5000,Apagado,Apagado,Prendido,Apagado,46.88,57.38,62.38,56.94,56.81,Prendido
23/03/2022_11:45:19,5000,Apagado,Apagado,Prendido,Apagado,46.88,57.38,62.38,57.00,56.88,Prendido
23/03/2022_11:45:25,5000,Apagado,Apagado,Prendido,Apagado,46.94,57.44,62.38,57.00,56.88,Prendido
23/03/2022_11:45:31,5000,Apagado,Apagado,Prendido,Apagado,46.94,57.44,62.38,57.06,56.88,Prendido
23/03/2022_11:45:37,5000,Apagado,Apagado,Prendido,Apagado,46.94,57.50,62.38,57.13,56.94,Prendido
23/03/2022_11:45:43,5000,Apagado,Apagado,Prendido,Apagado,47.00,57.50,62.38,57.13,56.94,Prendido
23/03/2022_11:45:49,4968,Apagado,Apagado,Prendido,Apagado,47.00,57.56,62.44,57.13,57.00,Prendido
23/03/2022_11:45:55,4897,Apagado,Apagado,Prendido,Apagado,47.00,57.56,62.44,57.25,57.00,Prendido
23/03/2022_11:46:00,4793,Apagado,Apagado,Prendido,Apagado,47.00,57.63,62.44,57.19,57.00,Prendido
23/03/2022_11:46:06,4708,Apagado,Apagado,Prendido,Apagado,47.00,57.63,62.44,57.25,57.00,Prendido
23/03/2022_11:46:12,4591,Apagado,Apagado,Prendido,Apagado,47.00,57.69,62.50,57.31,57.06,Prendido
