Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
23/03/2022_10:21:03,817,Apagado,Apagado,Apagado,Apagado,45.81,51.88,51.44,39.06,50.00,Prendido
23/03/2022_10:21:09,818,Apagado,Apagado,Apagado,Apagado,45.81,51.88,51.44,39.19,50.00,Prendido
23/03/2022_10:21:15,818,Apagado,Apagado,Apagado,Apagado,45.81,51.88,51.44,39.06,49.94,Prendido
23/03/2022_10:21:21,818,Apagado,Apagado,Apagado,Apagado,45.75,51.81,51.38,39.06,49.94,Prendido
23/03/2022_10:21:26,817,Apagado,Apagado,Apagado,Apagado,45.75,51.81,51.38,39.13,49.88,Prendido
23/03/2022_10:21:32,817,Apagado,Apagado,Apagado,Apagado,45.75,51.75,51.31,39.06,49.88,Prendido
23/03/2022_10:21:38,817,Apagado,Apagado,Apagado,Apagado,45.75,51.75,51.31,39.06,49.88,Prendido
23/03/2022_10:21:44,817,Apagado,Apagado,Apagado,Apagado,45.69,51.69,51.25,39.13,49.81,Prendido
23/03/2022_10:21:50,819,Apagado,Apagado,Apagado,Apagado,45.69,51.69,51.25,39.00,49.81,Prendido
23/03/2022_10:21:56,819,Apagado,Apagado,Apagado,Apagado,45.63,51.69,51.25,39.00,49.81,Prendido
23/03/2022_10:22:02,820,Apagado,Apagado,Apagado,Apagado,45.63,51.69,51.19,39.06,49.75,Prendido
23/03/2022_10:22:07,821,Apagado,Apagado,Apagado,Apagado,45.63,51.69,51.19,39.06,49.75,Prendido
23/03/2022_10:22:13,820,Apagado,Apagado,Apagado,Apagado,45.63,51.63,51.13,39.06,49.69,Prendido
23/03/2022_10:22:19,820,Apagado,Apagado,Apagado,Apagado,45.63,51.63,51.13,38.88,49.69,Prendido
23/03/2022_10:22:25,820,Apagado,Apagado,Apagado,Apagado,45.56,51.63,51.13,38.88,49.63,Prendido
23/03/2022_10:22:31,819,Apagado,Apagado,Apagado,Apagado,45.50,51.56,51.06,39.00,49.63,Prendido
23/03/2022_10:22:37,819,Apagado,Apagado,Apagado,Apagado,45.50,51.56,51.06,38.94,49.63,Prendido
23/03/2022_10:22:43,819,Apagado,Apagado,Apagado,Apagado,45.50,51.50,51.06,38.94,49.56,Prendido
23/03/2022_10:22:49,818,Apagado,Apagado,Apagado,Apagado,45.50,51.50,51.06,39.00,49.56,Prendido
23/03/2022_10:22:54,817,Apagado,Apagado,Apagado,Apagado,45.50,51.50,51.00,38.94,49.56,Prendido
23/03/2022_10:23:00,816,Apagado,Apagado,Apagado,Apagado,45.44,51.50,51.00,38.94,49.50,Prendido
23/03/2022_10:23:06,816,Apagado,Apagado,Apagado,Apagado,45.44,51.44,50.94,38.81,49.44,Prendido
23/03/2022_10:23:12,816,Apagado,Apagado,Apagado,Apagado,45.38,51.44,50.94,38.88,49.44,Prendido
23/03/2022_10:23:18,816,Apagado,Apagado,Apagado,Apagado,45.38,51.38,50.88,38.88,49.38,Prendido
23/03/2022_10:23:24,816,Apagado,Apagado,Apagado,Apagado,45.38,51.38,50.88,38.88,49.38,Prendido
23/03/2022_10:23:30,814,Apagado,Apagado,Apagado,Apagado,45.38,51.38,50.88,38.75,49.44,Prendido
23/03/2022_10:23:35,814,Apagado,Apagado,Apagado,Apagado,45.31,51.38,50.81,38.88,49.31,Prendido
23/03/2022_10:23:41,813,Apagado,Apagado,Apagado,Apagado,45.31,51.31,50.81,38.75,49.31,Prendido
23/03/2022_10:23:47,812,Apagado,Apagado,Apagado,Apagado,45.25,51.31,50.81,38.81,49.31,Prendido
23/03/2022_10:23:53,812,Apagado,Apagado,Apagado,Apagado,45.25,51.25,50.75,38.81,49.31,Prendido
23/03/2022_10:23:59,812,Apagado,Apagado,Apagado,Apagado,45.25,51.25,50.75,38.69,49.25,Prendido
23/03/2022_10:24:05,812,Apagado,Apagado,Apagado,Apagado,45.25,51.25,50.75,38.75,49.25,Prendido
23/03/2022_10:24:11,812,Apagado,Apagado,Apagado,Apagado,45.19,51.25,50.69,38.69,49.19,Prendido
23/03/2022_10:24:16,813,Apagado,Apagado,Apagado,Apagado,45.19,51.19,50.69,38.63,49.19,Prendido
23/03/2022_10:24:22,814,Apagado,Apagado,Apagado,Apagado,45.19,51.19,50.63,38.63,49.19,Prendido
23/03/2022_10:24:28,814,Apagado,Apagado,Apagado,Apagado,45.19,51.19,50.63,38.69,49.13,Prendido
23/03/2022_10:24:34,814,Apagado,Apagado,Apagado,Apagado,45.13,51.13,50.63,38.63,49.13,Prendido
23/03/2022_10:24:40,814,Apagado,Apagado,Apagado,Apagado,45.13,51.13,50.63,38.63,49.06,Prendido
23/03/2022_10:24:46,814,Apagado,Apagado,Apagado,Apagado,45.13,51.06,50.63,38.69,49.06,Prendido
23/03/2022_10:24:52,813,Apagado,Apagado,Apagado,Apagado,45.06,51.06,50.56,38.63,49.06,Prendido
23/03/2022_10:24:57,813,Apagado,Apagado,Apagado,Apagado,45.06,51.06,50.50,38.63,49.06,Prendido
23/03/2022_10:25:03,812,Apagado,Apagado,Apagado,Apagado,45.06,51.00,50.50,38.50,49.00,Prendido
23/03/2022_10:25:09,812,Apagado,Apagado,Apagado,Apagado,45.06,51.06,50.50,38.44,49.00,Prendido
23/03/2022_10:25:15,812,Apagado,Apagado,Apagado,Apagado,45.00,51.00,50.44,38.50,48.94,Prendido
23/03/2022_10:25:21,812,Apagado,Apagado,Apagado,Apagado,45.00,50.94,50.44,38.50,48.88,Prendido
23/03/2022_10:25:27,812,Apagado,Apagado,Apagado,Apagado,45.00,50.94,50.44,38.38,48.88,Prendido
23/03/2022_10:25:33,813,Apagado,Apagado,Apagado,Apagado,44.94,50.94,50.38,38.44,48.88,Prendido
23/03/2022_10:25:38,814,Apagado,Apagado,Apagado,Apagado,44.94,50.94,50.38,38.44,48.81,Prendido
23/03/2022_10:25:44,812,Apagado,Apagado,Apagado,Apagado,44.94,50.88,50.38,38.50,48.81,Prendido
23/03/2022_10:25:50,813,Apagado,Apagado,Apagado,Apagado,44.94,50.88,50.31,38.44,48.75,Prendido
23/03/2022_10:25:56,814,Apagado,Apagado,Apagado,Apagado,44.94,50.81,50.31,38.44,48.75,Prendido
23/03/2022_10:26:02,814,Apagado,Apagado,Apagado,Apagado,44.88,50.81,50.25,38.31,48.69,Prendido
23/03/2022_10:26:08,814,Apagado,Apagado,Apagado,Apagado,44.88,50.81,50.25,38.44,48.69,Prendido
23/03/2022_10:26:14,815,Apagado,Apagado,Apagado,Apagado,44.88,50.75,50.25,38.25,48.69,Prendido
23/03/2022_10:26:19,815,Apagado,Apagado,Apagado,Apagado,44.81,50.75,50.19,38.44,48.69,Prendido
23/03/2022_10:26:25,816,Apagado,Apagado,Apagado,Apagado,44.81,50.75,50.19,38.31,48.63,Prendido
23/03/2022_10:26:31,816,Apagado,Apagado,Apagado,Apagado,44.81,50.75,50.19,38.31,48.63,Prendido
23/03/2022_10:26:37,818,Apagado,Apagado,Apagado,Apagado,44.81,50.69,50.13,38.38,48.56,Prendido
23/03/2022_10:26:43,819,Apagado,Apagado,Apagado,Apagado,44.75,50.69,50.13,38.31,48.56,Prendido
23/03/2022_10:26:49,820,Apagado,Apagado,Apagado,Apagado,44.75,50.63,50.13,38.25,48.50,Prendido
23/03/2022_10:26:55,819,Apagado,Apagado,Apagado,Apagado,44.75,50.63,50.06,38.44,48.50,Prendido
23/03/2022_10:27:00,819,Apagado,Apagado,Apagado,Apagado,44.69,50.63,50.06,38.31,48.50,Prendido
23/03/2022_10:27:06,820,Apagado,Apagado,Apagado,Apagado,44.69,50.56,50.06,38.31,48.50,Prendido
23/03/2022_10:27:12,821,Apagado,Apagado,Apagado,Apagado,44.69,50.56,50.00,38.31,48.44,Prendido
23/03/2022_10:27:18,821,Apagado,Apagado,Apagado,Apagado,44.63,50.56,50.00,38.31,48.44,Prendido
23/03/2022_10:27:24,822,Apagado,Apagado,Apagado,Apagado,44.69,50.56,50.06,38.38,48.44,Prendido
23/03/2022_10:27:30,821,Apagado,Apagado,Apagado,Apagado,44.63,50.56,49.94,38.25,48.38,Prendido
23/03/2022_10:27:36,822,Apagado,Apagado,Apagado,Apagado,44.63,50.50,49.94,38.31,48.38,Prendido
23/03/2022_10:27:41,822,Apagado,Apagado,Apagado,Apagado,44.56,50.44,49.94,38.25,48.38,Prendido
23/03/2022_10:27:47,821,Apagado,Apagado,Apagado,Apagado,44.63,50.50,49.94,38.25,48.31,Prendido
23/03/2022_10:27:53,823,Apagado,Apagado,Apagado,Apagado,44.56,50.44,49.88,38.25,48.31,Prendido
23/03/2022_10:27:59,821,Apagado,Apagado,Apagado,Apagado,44.56,50.38,49.88,38.25,48.31,Prendido
23/03/2022_10:28:05,821,Apagado,Apagado,Apagado,Apagado,44.56,50.38,49.88,38.31,48.31,Prendido
23/03/2022_10:28:11,821,Apagado,Apagado,Apagado,Apagado,44.50,50.38,49.81,38.13,48.25,Prendido
23/03/2022_10:28:17,822,Apagado,Apagado,Apagado,Apagado,44.50,50.38,49.81,38.25,48.25,Prendido
23/03/2022_10:28:23,822,Apagado,Apagado,Apagado,Apagado,44.44,50.31,49.75,38.13,48.25,Prendido
23/03/2022_10:28:28,823,Apagado,Apagado,Apagado,Apagado,44.44,50.31,49.75,38.19,48.19,Prendido
23/03/2022_10:28:34,824,Apagado,Apagado,Apagado,Apagado,44.44,50.25,49.75,38.25,48.19,Prendido
23/03/2022_10:28:40,824,Apagado,Apagado,Apagado,Apagado,44.44,50.25,49.75,38.06,48.13,Prendido
23/03/2022_10:28:46,823,Apagado,Apagado,Apagado,Apagado,44.44,50.25,49.69,38.25,48.13,Prendido
23/03/2022_10:28:52,823,Apagado,Apagado,Apagado,Apagado,44.38,50.19,49.69,38.19,48.13,Prendido
23/03/2022_10:28:58,822,Apagado,Apagado,Apagado,Apagado,44.38,50.19,49.69,38.19,48.06,Prendido
23/03/2022_10:29:04,821,Apagado,Apagado,Apagado,Apagado,44.38,50.19,49.63,38.19,48.06,Prendido
23/03/2022_10:29:09,820,Apagado,Apagado,Apagado,Apagado,44.38,50.19,49.63,38.25,48.00,Prendido
23/03/2022_10:29:15,820,Apagado,Apagado,Apagado,Apagado,44.31,50.13,49.63,38.13,48.00,Prendido
23/03/2022_10:29:21,819,Apagado,Apagado,Apagado,Apagado,44.31,50.13,49.56,38.06,48.00,Prendido
23/03/2022_10:29:27,818,Apagado,Apagado,Apagado,Apagado,44.31,50.13,49.56,38.13,48.00,Prendido
23/03/2022_10:29:33,817,Apagado,Apagado,Apagado,Apagado,44.31,50.06,49.56,38.13,47.94,Prendido
23/03/2022_10:29:39,816,Apagado,Apagado,Apagado,Apagado,44.31,50.13,49.56,38.13,47.94,Prendido
23/03/2022_10:29:45,815,Apagado,Apagado,Apagado,Apagado,44.25,50.06,49.50,38.13,47.88,Prendido
