Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
23/03/2022_10:30:49,814,Apagado,Apagado,Apagado,Apagado,44.06,49.88,49.25,37.88,47.69,Prendido
23/03/2022_10:30:55,814,Apagado,Apagado,Apagado,Apagado,44.06,49.81,49.25,37.88,47.63,Prendido
23/03/2022_10:31:01,815,Apagado,Apagado,Apagado,Apagado,44.00,49.81,49.19,37.88,47.63,Prendido
23/03/2022_10:31:07,815,Apagado,Apagado,Apagado,Apagado,44.00,49.75,49.19,38.00,47.63,Prendido
23/03/2022_10:31:12,814,Apagado,Apagado,Apagado,Apagado,44.00,49.75,49.19,37.94,47.56,Prendido
23/03/2022_10:31:18,814,Apagado,Apagado,Apagado,Apagado,44.00,49.75,49.19,37.94,47.56,Prendido
23/03/2022_10:31:24,815,Apagado,Apagado,Apagado,Apagado,44.00,49.75,49.13,37.88,47.56,Prendido
23/03/2022_10:31:30,815,Apagado,Apagado,Apagado,Apagado,43.94,49.69,49.06,37.94,47.56,Prendido
23/03/2022_10:31:36,815,Apagado,Apagado,Apagado,Apagado,43.88,49.63,49.06,37.94,47.50,Prendido
23/03/2022_10:31:42,815,Apagado,Apagado,Apagado,Apagado,43.94,49.69,49.06,37.88,47.50,Prendido
23/03/2022_10:31:48,815,Apagado,Apagado,Apagado,Apagado,43.88,49.63,49.06,37.88,47.50,Prendido
23/03/2022_10:31:53,814,Apagado,Apagado,Apagado,Apagado,43.88,49.63,49.00,37.94,47.50,Prendido
23/03/2022_10:31:59,814,Apagado,Apagado,Apagado,Apagado,43.81,49.56,49.00,37.81,47.44,Prendido
23/03/2022_10:32:05,813,Apagado,Apagado,Apagado,Apagado,43.81,49.56,48.94,37.88,47.38,Prendido
23/03/2022_10:32:11,813,Apagado,Apagado,Apagado,Apagado,43.81,49.56,49.00,37.75,47.38,Prendido
23/03/2022_10:32:17,812,Apagado,Apagado,Apagado,Apagado,43.81,49.50,48.94,37.69,47.38,Prendido
23/03/2022_10:32:23,812,Apagado,Apagado,Apagado,Apagado,43.81,49.50,48.94,37.69,47.38,Prendido
23/03/2022_10:32:29,811,Apagado,Apagado,Apagado,Apagado,43.81,49.50,48.94,37.75,47.31,Prendido
23/03/2022_10:32:34,810,Apagado,Apagado,Apagado,Apagado,43.81,49.50,48.88,37.75,47.31,Prendido
23/03/2022_10:32:40,810,Apagado,Apagado,Apagado,Apagado,43.81,49.50,48.88,37.69,47.25,Prendido
23/03/2022_10:32:46,810,Apagado,Apagado,Apagado,Apagado,43.75,49.44,48.81,37.69,47.25,Prendido
23/03/2022_10:32:52,810,Apagado,Apagado,Apagado,Apagado,43.75,49.38,48.81,37.69,47.25,Prendido
23/03/2022_10:32:58,810,Apagado,Apagado,Apagado,Apagado,43.69,49.38,48.81,37.63,47.19,Prendido
23/03/2022_10:33:04,811,Apagado,Apagado,Apagado,Apagado,43.69,49.38,48.81,37.69,47.19,Prendido
23/03/2022_10:33:10,811,Apagado,Apagado,Apagado,Apagado,43.69,49.38,48.75,37.63,47.19,Prendido
23/03/2022_10:33:15,811,Apagado,Apagado,Apagado,Apagado,43.69,49.31,48.75,37.56,47.13,Prendido
23/03/2022_10:33:21,811,Apagado,Apagado,Apagado,Apagado,43.63,49.31,48.75,37.63,47.13,Prendido
23/03/2022_10:33:27,811,Apagado,Apagado,Apagado,Apagado,-127.00,49.31,48.69,37.63,47.13,Prendido
23/03/2022_10:33:33,812,Apagado,Apagado,Apagado,Apagado,43.63,49.31,48.69,37.69,47.13,Prendido
23/03/2022_10:33:39,811,Apagado,Apagado,Apagado,Apagado,43.56,49.25,48.63,37.63,47.06,Prendido
23/03/2022_10:33:45,811,Apagado,Apagado,Apagado,Apagado,43.56,49.19,48.63,37.69,47.06,Prendido
23/03/2022_10:33:51,811,Apagado,Apagado,Apagado,Apagado,43.56,49.25,48.63,37.81,47.06,Prendido
23/03/2022_10:33:56,811,Apagado,Apagado,Apagado,Apagado,43.56,49.19,48.63,37.88,47.06,Prendido
23/03/2022_10:34:02,810,Apagado,Apagado,Apagado,Apagado,43.56,49.19,48.56,37.94,47.00,Prendido
23/03/2022_10:34:08,810,Apagado,Apagado,Apagado,Apagado,43.50,49.19,48.63,38.06,46.94,Prendido
23/03/2022_10:34:14,810,Apagado,Apagado,Apagado,Apagado,43.50,49.13,48.50,38.25,46.94,Prendido
23/03/2022_10:34:20,810,Apagado,Apagado,Apagado,Apagado,43.50,49.13,48.50,38.50,46.94,Prendido
23/03/2022_10:34:26,810,Apagado,Apagado,Apagado,Apagado,43.50,49.13,48.50,38.56,46.88,Prendido
23/03/2022_10:34:32,810,Apagado,Apagado,Apagado,Apagado,43.44,49.06,48.50,38.63,46.94,Prendido
23/03/2022_10:34:38,810,Apagado,Apagado,Apagado,Apagado,43.44,49.06,48.44,38.88,46.88,Prendido
23/03/2022_10:34:43,810,Apagado,Apagado,Apagado,Apagado,43.44,49.00,48.44,39.00,46.81,Prendido
23/03/2022_10:34:49,809,Apagado,Apagado,Apagado,Apagado,43.44,49.06,48.44,39.19,46.88,Prendido
23/03/2022_10:34:55,809,Apagado,Apagado,Apagado,Apagado,43.38,49.00,48.44,39.31,46.81,Prendido
23/03/2022_10:35:01,809,Apagado,Apagado,Apagado,Apagado,43.38,49.00,48.38,39.44,46.81,Prendido
23/03/2022_10:35:07,809,Apagado,Apagado,Apagado,Apagado,43.38,48.94,48.31,39.63,46.75,Prendido
