Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
23/03/2022_12:28:01,951,Apagado,Apagado,Apagado,Prendido,53.06,62.50,67.44,59.63,66.50,Prendido
23/03/2022_12:28:07,945,Apagado,Apagado,Apagado,Prendido,53.06,62.50,67.44,59.69,66.56,Prendido
23/03/2022_12:28:13,944,Apagado,Apagado,Apagado,Prendido,53.06,62.50,67.44,59.63,66.62,Prendido
23/03/2022_12:28:19,942,Apagado,Apagado,Apagado,Prendido,53.06,62.50,67.44,59.69,66.69,Prendido
23/03/2022_12:28:25,938,Apagado,Apagado,Apagado,Prendido,53.13,62.50,67.44,59.63,66.75,Prendido
23/03/2022_12:28:31,936,Apagado,Apagado,Apagado,Prendido,53.06,62.44,67.44,59.69,66.81,Prendido
23/03/2022_12:28:37,931,Apagado,Apagado,Apagado,Prendido,53.06,62.50,67.62,59.75,66.87,Prendido
23/03/2022_12:28:43,929,Apagado,Apagado,Apagado,Prendido,53.06,62.50,67.75,59.81,66.87,Prendido
23/03/2022_12:28:48,929,Apagado,Apagado,Apagado,Prendido,53.13,62.56,67.94,59.81,66.94,Prendido
23/03/2022_12:28:54,929,Apagado,Apagado,Apagado,Prendido,53.13,62.56,68.06,59.88,67.00,Prendido
23/03/2022_12:29:00,925,Apagado,Apagado,Apagado,Prendido,53.13,62.63,68.12,59.88,67.06,Prendido
23/03/2022_12:29:06,920,Apagado,Apagado,Apagado,Prendido,53.06,62.63,68.25,60.00,67.12,Prendido
23/03/2022_12:29:12,918,Apagado,Apagado,Apagado,Prendido,53.13,62.69,68.31,59.94,67.19,Prendido
23/03/2022_12:29:18,918,Apagado,Apagado,Apagado,Prendido,53.13,62.69,68.44,59.94,67.19,Prendido
23/03/2022_12:29:24,918,Apagado,Apagado,Apagado,Prendido,53.06,62.75,68.44,60.00,67.25,Prendido
23/03/2022_12:29:29,919,Apagado,Apagado,Apagado,Prendido,53.13,62.75,68.50,60.06,67.25,Apagado
23/03/2022_12:29:35,919,Apagado,Apagado,Apagado,Prendido,53.06,62.75,68.56,60.00,67.31,Prendido
23/03/2022_12:29:41,917,Apagado,Apagado,Apagado,Prendido,53.13,62.81,68.62,60.00,67.31,Prendido
23/03/2022_12:29:47,911,Apagado,Apagado,Apagado,Prendido,53.13,62.81,68.69,60.06,67.31,Apagado
23/03/2022_12:29:53,907,Apagado,Apagado,Apagado,Prendido,53.06,62.81,68.69,60.00,67.31,Prendido
23/03/2022_12:29:59,905,Apagado,Apagado,Apagado,Prendido,53.06,62.88,68.81,59.88,67.37,Prendido
23/03/2022_12:30:05,896,Apagado,Apagado,Apagado,Prendido,53.13,62.88,68.87,59.81,67.37,Prendido
