Date_Time,CO2
14/10/2021_08:09:27,0
14/10/2021_08:09:32,0
14/10/2021_08:09:37,0
14/10/2021_08:09:42,0
14/10/2021_08:09:47,0
14/10/2021_08:09:52,0
14/10/2021_08:09:57,0
14/10/2021_08:10:02,0
14/10/2021_08:10:07,0
14/10/2021_08:10:12,0
14/10/2021_08:10:17,0
14/10/2021_08:10:22,0
14/10/2021_08:10:27,0
14/10/2021_08:10:32,0
14/10/2021_08:10:37,0
14/10/2021_08:10:42,0
14/10/2021_08:10:47,0
14/10/2021_08:10:52,0
14/10/2021_08:10:57,0
14/10/2021_08:11:02,0
14/10/2021_08:11:07,0
14/10/2021_08:11:12,0
14/10/2021_08:11:17,0
14/10/2021_08:11:23,0
14/10/2021_08:11:28,0
14/10/2021_08:11:33,0
14/10/2021_08:11:38,0
14/10/2021_08:11:43,0
14/10/2021_08:11:48,0
14/10/2021_08:11:53,0
14/10/2021_08:11:58,0
14/10/2021_08:12:03,0
14/10/2021_08:12:08,0
14/10/2021_08:12:13,0
14/10/2021_08:12:18,0
14/10/2021_08:12:23,0
14/10/2021_08:12:28,0
14/10/2021_08:12:33,0
14/10/2021_08:12:38,0
14/10/2021_08:12:43,0
14/10/2021_08:12:48,0
14/10/2021_08:12:53,0
14/10/2021_08:12:58,0
14/10/2021_08:13:03,0
14/10/2021_08:13:08,0
14/10/2021_08:13:13,0
14/10/2021_08:13:18,0
14/10/2021_08:13:23,0
14/10/2021_08:13:28,0
14/10/2021_08:13:33,0
14/10/2021_08:13:38,0
14/10/2021_08:13:43,0
14/10/2021_08:13:48,0
14/10/2021_08:13:53,0
14/10/2021_08:13:58,0
14/10/2021_08:14:03,0
14/10/2021_08:14:08,0
14/10/2021_08:14:13,0
14/10/2021_08:14:18,0
14/10/2021_08:14:23,0
14/10/2021_08:14:28,0
14/10/2021_08:14:33,0
14/10/2021_08:14:38,0
14/10/2021_08:14:43,0
14/10/2021_08:14:48,0
14/10/2021_08:14:53,0
14/10/2021_08:14:58,0
14/10/2021_08:15:03,0
14/10/2021_08:15:09,0
14/10/2021_08:15:14,0
14/10/2021_08:15:19,0
14/10/2021_08:15:24,0
14/10/2021_08:15:29,0
14/10/2021_08:15:34,0
14/10/2021_08:15:39,0
14/10/2021_08:15:44,0
14/10/2021_08:15:49,0
14/10/2021_08:15:54,0
14/10/2021_08:15:59,0
14/10/2021_08:16:04,0
14/10/2021_08:16:09,0
14/10/2021_08:16:14,0
14/10/2021_08:16:19,0
14/10/2021_08:16:24,0
14/10/2021_08:16:29,0
14/10/2021_08:16:34,0
14/10/2021_08:16:39,0
14/10/2021_08:16:44,0
14/10/2021_08:16:49,0
14/10/2021_08:16:54,0
14/10/2021_08:16:59,0
14/10/2021_08:17:04,0
14/10/2021_08:17:09,0
14/10/2021_08:17:14,0
14/10/2021_08:17:19,0
14/10/2021_08:17:24,0
14/10/2021_08:17:29,0
14/10/2021_08:17:34,0
14/10/2021_08:17:39,0
14/10/2021_08:17:44,0
