Date_Time,CO2
14/10/2021_04:48:35,0
14/10/2021_04:48:40,0
14/10/2021_04:48:45,0
14/10/2021_04:48:50,0
14/10/2021_04:48:55,0
14/10/2021_04:49:00,0
14/10/2021_04:49:05,0
14/10/2021_04:49:10,0
14/10/2021_04:49:15,0
14/10/2021_04:49:20,0
14/10/2021_04:49:25,0
14/10/2021_04:49:30,0
14/10/2021_04:49:35,0
14/10/2021_04:49:40,0
14/10/2021_04:49:45,0
14/10/2021_04:49:50,0
14/10/2021_04:49:55,0
14/10/2021_04:50:00,0
14/10/2021_04:50:05,0
14/10/2021_04:50:10,0
14/10/2021_04:50:15,0
14/10/2021_04:50:20,0
14/10/2021_04:50:25,0
14/10/2021_04:50:30,0
14/10/2021_04:50:35,0
14/10/2021_04:50:40,0
14/10/2021_04:50:45,0
14/10/2021_04:50:50,0
14/10/2021_04:50:55,0
14/10/2021_04:51:00,0
14/10/2021_04:51:05,0
14/10/2021_04:51:10,0
14/10/2021_04:51:15,0
14/10/2021_04:51:20,0
14/10/2021_04:51:25,0
14/10/2021_04:51:30,0
14/10/2021_04:51:36,0
14/10/2021_04:51:41,0
14/10/2021_04:51:46,0
14/10/2021_04:51:51,0
14/10/2021_04:51:56,0
14/10/2021_04:52:01,0
14/10/2021_04:52:06,0
14/10/2021_04:52:11,0
14/10/2021_04:52:16,0
14/10/2021_04:52:21,0
14/10/2021_04:52:26,0
14/10/2021_04:52:31,0
14/10/2021_04:52:36,0
14/10/2021_04:52:41,0
14/10/2021_04:52:46,0
14/10/2021_04:52:51,0
14/10/2021_04:52:56,0
14/10/2021_04:53:01,0
14/10/2021_04:53:06,0
14/10/2021_04:53:11,0
14/10/2021_04:53:16,0
14/10/2021_04:53:21,0
14/10/2021_04:53:26,0
14/10/2021_04:53:31,0
14/10/2021_04:53:36,0
14/10/2021_04:53:41,0
14/10/2021_04:53:46,0
14/10/2021_04:53:51,0
14/10/2021_04:53:56,0
14/10/2021_04:54:01,0
14/10/2021_04:54:06,0
14/10/2021_04:54:11,0
14/10/2021_04:54:16,0
14/10/2021_04:54:21,0
14/10/2021_04:54:26,0
14/10/2021_04:54:31,0
14/10/2021_04:54:36,0
14/10/2021_04:54:41,0
14/10/2021_04:54:46,0
14/10/2021_04:54:51,0
14/10/2021_04:54:56,0
14/10/2021_04:55:01,0
14/10/2021_04:55:06,0
14/10/2021_04:55:11,0
14/10/2021_04:55:16,0
14/10/2021_04:55:21,0
14/10/2021_04:55:27,0
14/10/2021_04:55:32,0
14/10/2021_04:55:37,0
14/10/2021_04:55:42,0
14/10/2021_04:55:47,0
14/10/2021_04:55:52,0
14/10/2021_04:55:57,0
14/10/2021_04:56:02,0
14/10/2021_04:56:07,0
14/10/2021_04:56:12,0
14/10/2021_04:56:17,0
14/10/2021_04:56:22,0
14/10/2021_04:56:27,0
14/10/2021_04:56:32,0
14/10/2021_04:56:37,0
14/10/2021_04:56:42,0
14/10/2021_04:56:47,0
14/10/2021_04:56:52,0
