Date_Time,CO2
14/10/2021_04:56:57,0
14/10/2021_04:57:02,0
14/10/2021_04:57:07,0
14/10/2021_04:57:12,0
14/10/2021_04:57:17,0
14/10/2021_04:57:22,0
14/10/2021_04:57:27,0
14/10/2021_04:57:32,0
14/10/2021_04:57:37,0
14/10/2021_04:57:42,0
14/10/2021_04:57:47,0
14/10/2021_04:57:52,0
14/10/2021_04:57:57,0
14/10/2021_04:58:02,0
14/10/2021_04:58:07,0
14/10/2021_04:58:12,0
14/10/2021_04:58:17,0
14/10/2021_04:58:22,0
14/10/2021_04:58:27,0
14/10/2021_04:58:32,0
14/10/2021_04:58:37,0
14/10/2021_04:58:42,0
14/10/2021_04:58:47,0
14/10/2021_04:58:52,0
14/10/2021_04:58:57,0
14/10/2021_04:59:02,0
14/10/2021_04:59:07,0
14/10/2021_04:59:12,0
14/10/2021_04:59:18,0
14/10/2021_04:59:23,0
14/10/2021_04:59:28,0
14/10/2021_04:59:33,0
14/10/2021_04:59:38,0
14/10/2021_04:59:43,0
14/10/2021_04:59:48,0
14/10/2021_04:59:53,0
14/10/2021_04:59:58,0
14/10/2021_05:00:03,0
14/10/2021_05:00:08,0
14/10/2021_05:00:13,0
14/10/2021_05:00:18,0
14/10/2021_05:00:23,0
14/10/2021_05:00:28,0
14/10/2021_05:00:33,0
14/10/2021_05:00:38,0
14/10/2021_05:00:43,0
14/10/2021_05:00:48,0
14/10/2021_05:00:53,0
14/10/2021_05:00:58,0
14/10/2021_05:01:03,0
14/10/2021_05:01:08,0
14/10/2021_05:01:13,0
14/10/2021_05:01:18,0
14/10/2021_05:01:23,0
14/10/2021_05:01:28,0
14/10/2021_05:01:33,0
14/10/2021_05:01:38,0
14/10/2021_05:01:43,0
14/10/2021_05:01:48,0
14/10/2021_05:01:53,0
14/10/2021_05:01:58,0
14/10/2021_05:02:03,0
14/10/2021_05:02:08,0
14/10/2021_05:02:13,0
14/10/2021_05:02:18,0
14/10/2021_05:02:23,0
14/10/2021_05:02:28,0
14/10/2021_05:02:33,0
14/10/2021_05:02:38,0
14/10/2021_05:02:43,0
14/10/2021_05:02:48,0
14/10/2021_05:02:53,0
14/10/2021_05:02:58,0
14/10/2021_05:03:04,0
14/10/2021_05:03:09,0
14/10/2021_05:03:14,0
14/10/2021_05:03:19,0
14/10/2021_05:03:24,0
14/10/2021_05:03:29,0
14/10/2021_05:03:34,0
14/10/2021_05:03:39,0
14/10/2021_05:03:44,0
14/10/2021_05:03:49,0
14/10/2021_05:03:54,0
14/10/2021_05:03:59,0
14/10/2021_05:04:04,0
14/10/2021_05:04:09,0
14/10/2021_05:04:14,0
14/10/2021_05:04:19,0
14/10/2021_05:04:24,0
14/10/2021_05:04:29,0
14/10/2021_05:04:34,0
14/10/2021_05:04:39,0
14/10/2021_05:04:44,0
14/10/2021_05:04:49,0
14/10/2021_05:04:54,0
14/10/2021_05:04:59,0
14/10/2021_05:05:04,0
14/10/2021_05:05:09,0
14/10/2021_05:05:14,0
