Date_Time,CO2
14/10/2021_01:44:27,0
14/10/2021_01:44:32,0
14/10/2021_01:44:37,0
14/10/2021_01:44:42,0
14/10/2021_01:44:47,0
14/10/2021_01:44:52,0
14/10/2021_01:44:57,0
14/10/2021_01:45:02,0
14/10/2021_01:45:07,0
14/10/2021_01:45:12,0
14/10/2021_01:45:17,0
14/10/2021_01:45:22,0
14/10/2021_01:45:27,0
14/10/2021_01:45:32,0
14/10/2021_01:45:37,0
14/10/2021_01:45:42,0
14/10/2021_01:45:47,0
14/10/2021_01:45:52,0
14/10/2021_01:45:57,0
14/10/2021_01:46:02,0
14/10/2021_01:46:07,0
14/10/2021_01:46:12,0
14/10/2021_01:46:17,0
14/10/2021_01:46:22,0
14/10/2021_01:46:27,0
14/10/2021_01:46:32,0
14/10/2021_01:46:37,0
14/10/2021_01:46:42,0
14/10/2021_01:46:47,0
14/10/2021_01:46:52,0
14/10/2021_01:46:57,0
14/10/2021_01:47:02,0
14/10/2021_01:47:07,0
14/10/2021_01:47:12,0
14/10/2021_01:47:18,0
14/10/2021_01:47:23,0
14/10/2021_01:47:28,0
14/10/2021_01:47:33,0
14/10/2021_01:47:38,0
14/10/2021_01:47:43,0
14/10/2021_01:47:48,0
14/10/2021_01:47:53,0
14/10/2021_01:47:58,0
14/10/2021_01:48:03,0
14/10/2021_01:48:08,0
14/10/2021_01:48:13,0
14/10/2021_01:48:18,0
14/10/2021_01:48:23,0
14/10/2021_01:48:28,0
14/10/2021_01:48:33,0
14/10/2021_01:48:38,0
14/10/2021_01:48:43,0
14/10/2021_01:48:48,0
14/10/2021_01:48:53,0
14/10/2021_01:48:58,0
14/10/2021_01:49:03,0
14/10/2021_01:49:08,0
14/10/2021_01:49:13,0
14/10/2021_01:49:18,0
14/10/2021_01:49:23,0
14/10/2021_01:49:28,0
14/10/2021_01:49:33,0
14/10/2021_01:49:38,0
14/10/2021_01:49:43,0
14/10/2021_01:49:48,0
14/10/2021_01:49:53,0
14/10/2021_01:49:58,0
14/10/2021_01:50:03,0
14/10/2021_01:50:08,0
14/10/2021_01:50:13,0
14/10/2021_01:50:18,0
14/10/2021_01:50:23,0
14/10/2021_01:50:28,0
14/10/2021_01:50:33,0
14/10/2021_01:50:38,0
14/10/2021_01:50:43,0
14/10/2021_01:50:48,0
14/10/2021_01:50:53,0
14/10/2021_01:50:58,0
14/10/2021_01:51:03,0
14/10/2021_01:51:09,0
14/10/2021_01:51:14,0
14/10/2021_01:51:19,0
14/10/2021_01:51:24,0
14/10/2021_01:51:29,0
14/10/2021_01:51:34,0
14/10/2021_01:51:39,0
14/10/2021_01:51:44,0
14/10/2021_01:51:49,0
14/10/2021_01:51:54,0
14/10/2021_01:51:59,0
14/10/2021_01:52:04,0
14/10/2021_01:52:09,0
14/10/2021_01:52:14,0
14/10/2021_01:52:19,0
14/10/2021_01:52:24,0
14/10/2021_01:52:29,0
14/10/2021_01:52:34,0
14/10/2021_01:52:39,0
14/10/2021_01:52:44,0
