Date_Time,CO2
13/10/2021_17:30:38,40
13/10/2021_17:30:43,31
13/10/2021_17:30:48,24
13/10/2021_17:30:53,17
13/10/2021_17:30:58,11
13/10/2021_17:31:03,0
13/10/2021_17:31:08,0
13/10/2021_17:31:13,0
13/10/2021_17:31:18,0
13/10/2021_17:31:23,0
13/10/2021_17:31:28,0
13/10/2021_17:31:33,0
13/10/2021_17:31:38,0
13/10/2021_17:31:43,0
13/10/2021_17:31:48,0
13/10/2021_17:31:53,0
13/10/2021_17:31:58,0
13/10/2021_17:32:03,0
13/10/2021_17:32:09,0
13/10/2021_17:32:14,0
13/10/2021_17:32:19,0
13/10/2021_17:32:24,0
13/10/2021_17:32:29,0
13/10/2021_17:32:34,0
13/10/2021_17:32:39,0
13/10/2021_17:32:44,0
13/10/2021_17:32:49,0
13/10/2021_17:32:54,0
13/10/2021_17:32:59,0
13/10/2021_17:33:04,0
13/10/2021_17:33:09,0
13/10/2021_17:33:14,0
13/10/2021_17:33:19,0
13/10/2021_17:33:24,0
13/10/2021_17:33:29,0
13/10/2021_17:33:34,0
13/10/2021_17:33:39,0
13/10/2021_17:33:44,0
13/10/2021_17:33:49,0
13/10/2021_17:33:54,0
13/10/2021_17:33:59,0
13/10/2021_17:34:04,0
13/10/2021_17:34:09,0
13/10/2021_17:34:14,0
13/10/2021_17:34:19,0
13/10/2021_17:34:24,0
13/10/2021_17:34:29,0
13/10/2021_17:34:34,0
13/10/2021_17:34:39,0
13/10/2021_17:34:44,0
13/10/2021_17:34:49,0
13/10/2021_17:34:54,0
13/10/2021_17:34:59,0
13/10/2021_17:35:04,0
13/10/2021_17:35:09,0
13/10/2021_17:35:14,0
13/10/2021_17:35:19,0
13/10/2021_17:35:24,0
13/10/2021_17:35:29,0
13/10/2021_17:35:34,0
13/10/2021_17:35:39,0
13/10/2021_17:35:44,0
13/10/2021_17:35:49,0
13/10/2021_17:35:54,0
13/10/2021_17:35:59,0
13/10/2021_17:36:05,0
13/10/2021_17:36:10,0
13/10/2021_17:36:15,0
13/10/2021_17:36:20,0
13/10/2021_17:36:25,0
13/10/2021_17:36:30,0
13/10/2021_17:36:35,0
13/10/2021_17:36:40,0
13/10/2021_17:36:45,0
13/10/2021_17:36:50,2
13/10/2021_17:36:55,4
13/10/2021_17:37:00,7
13/10/2021_17:37:05,10
13/10/2021_17:37:10,12
13/10/2021_17:37:15,15
13/10/2021_17:37:20,16
13/10/2021_17:37:25,17
13/10/2021_17:37:30,21
13/10/2021_17:37:35,24
13/10/2021_17:37:40,24
13/10/2021_17:37:45,26
13/10/2021_17:37:50,27
13/10/2021_17:37:55,28
13/10/2021_17:38:00,31
13/10/2021_17:38:05,31
13/10/2021_17:38:10,33
13/10/2021_17:38:15,35
13/10/2021_17:38:20,35
13/10/2021_17:38:25,38
13/10/2021_17:38:30,41
13/10/2021_17:38:35,45
13/10/2021_17:38:40,44
13/10/2021_17:38:45,46
13/10/2021_17:38:50,48
13/10/2021_17:38:55,48
