Date_Time,CO2
13/10/2021_22:23:35,0
13/10/2021_22:23:40,0
13/10/2021_22:23:45,0
13/10/2021_22:23:50,0
13/10/2021_22:23:55,0
13/10/2021_22:24:00,0
13/10/2021_22:24:05,0
13/10/2021_22:24:10,0
13/10/2021_22:24:15,0
13/10/2021_22:24:20,0
13/10/2021_22:24:25,0
13/10/2021_22:24:30,0
13/10/2021_22:24:35,0
13/10/2021_22:24:40,0
13/10/2021_22:24:45,0
13/10/2021_22:24:50,0
13/10/2021_22:24:55,0
13/10/2021_22:25:00,0
13/10/2021_22:25:05,0
13/10/2021_22:25:10,0
13/10/2021_22:25:15,0
13/10/2021_22:25:20,0
13/10/2021_22:25:25,0
13/10/2021_22:25:30,0
13/10/2021_22:25:35,0
13/10/2021_22:25:40,0
13/10/2021_22:25:45,0
13/10/2021_22:25:50,0
13/10/2021_22:25:55,0
13/10/2021_22:26:00,0
13/10/2021_22:26:05,0
13/10/2021_22:26:10,0
13/10/2021_22:26:15,0
13/10/2021_22:26:20,0
13/10/2021_22:26:25,0
13/10/2021_22:26:30,0
13/10/2021_22:26:35,0
13/10/2021_22:26:40,0
13/10/2021_22:26:45,0
13/10/2021_22:26:50,0
13/10/2021_22:26:55,0
13/10/2021_22:27:00,0
13/10/2021_22:27:05,0
13/10/2021_22:27:10,0
13/10/2021_22:27:15,0
13/10/2021_22:27:20,0
13/10/2021_22:27:26,0
13/10/2021_22:27:31,0
13/10/2021_22:27:36,0
13/10/2021_22:27:41,0
13/10/2021_22:27:46,0
13/10/2021_22:27:51,0
13/10/2021_22:27:56,0
13/10/2021_22:28:01,0
13/10/2021_22:28:06,0
13/10/2021_22:28:11,0
13/10/2021_22:28:16,0
13/10/2021_22:28:21,0
13/10/2021_22:28:26,0
13/10/2021_22:28:31,0
13/10/2021_22:28:36,0
13/10/2021_22:28:41,0
13/10/2021_22:28:46,0
13/10/2021_22:28:51,0
13/10/2021_22:28:56,0
13/10/2021_22:29:01,0
13/10/2021_22:29:06,0
13/10/2021_22:29:11,0
13/10/2021_22:29:16,0
13/10/2021_22:29:21,0
13/10/2021_22:29:26,0
13/10/2021_22:29:31,0
13/10/2021_22:29:36,0
13/10/2021_22:29:41,0
13/10/2021_22:29:46,0
13/10/2021_22:29:51,0
13/10/2021_22:29:56,0
13/10/2021_22:30:01,0
13/10/2021_22:30:06,0
13/10/2021_22:30:11,0
13/10/2021_22:30:16,0
13/10/2021_22:30:21,0
13/10/2021_22:30:26,0
13/10/2021_22:30:31,0
13/10/2021_22:30:36,0
13/10/2021_22:30:41,0
13/10/2021_22:30:46,0
13/10/2021_22:30:51,0
13/10/2021_22:30:56,0
13/10/2021_22:31:01,0
13/10/2021_22:31:06,0
13/10/2021_22:31:11,0
13/10/2021_22:31:17,0
13/10/2021_22:31:22,0
13/10/2021_22:31:27,0
13/10/2021_22:31:32,0
13/10/2021_22:31:37,0
13/10/2021_22:31:42,0
13/10/2021_22:31:47,0
13/10/2021_22:31:52,0
