Date_Time,CO2
14/10/2021_05:05:19,0
14/10/2021_05:05:24,0
14/10/2021_05:05:29,0
14/10/2021_05:05:34,0
14/10/2021_05:05:39,0
14/10/2021_05:05:44,0
14/10/2021_05:05:49,0
14/10/2021_05:05:54,0
14/10/2021_05:05:59,0
14/10/2021_05:06:04,0
14/10/2021_05:06:09,0
14/10/2021_05:06:14,0
14/10/2021_05:06:19,0
14/10/2021_05:06:24,0
14/10/2021_05:06:29,0
14/10/2021_05:06:34,0
14/10/2021_05:06:39,0
14/10/2021_05:06:44,0
14/10/2021_05:06:49,0
14/10/2021_05:06:55,0
14/10/2021_05:07:00,0
14/10/2021_05:07:05,0
14/10/2021_05:07:10,0
14/10/2021_05:07:15,0
14/10/2021_05:07:20,0
14/10/2021_05:07:25,0
14/10/2021_05:07:30,0
14/10/2021_05:07:35,0
14/10/2021_05:07:40,0
14/10/2021_05:07:45,0
14/10/2021_05:07:50,0
14/10/2021_05:07:55,0
14/10/2021_05:08:00,0
14/10/2021_05:08:05,0
14/10/2021_05:08:10,0
14/10/2021_05:08:15,0
14/10/2021_05:08:20,0
14/10/2021_05:08:25,0
14/10/2021_05:08:30,0
14/10/2021_05:08:35,0
14/10/2021_05:08:40,0
14/10/2021_05:08:45,0
14/10/2021_05:08:50,0
14/10/2021_05:08:55,0
14/10/2021_05:09:00,0
14/10/2021_05:09:05,0
14/10/2021_05:09:10,0
14/10/2021_05:09:15,0
14/10/2021_05:09:20,0
14/10/2021_05:09:25,0
14/10/2021_05:09:30,0
14/10/2021_05:09:35,0
14/10/2021_05:09:40,0
14/10/2021_05:09:45,0
14/10/2021_05:09:50,0
14/10/2021_05:09:55,0
14/10/2021_05:10:00,0
14/10/2021_05:10:05,0
14/10/2021_05:10:10,0
14/10/2021_05:10:15,0
14/10/2021_05:10:20,0
14/10/2021_05:10:25,0
14/10/2021_05:10:30,0
14/10/2021_05:10:35,0
14/10/2021_05:10:40,0
14/10/2021_05:10:45,0
14/10/2021_05:10:51,0
14/10/2021_05:10:56,0
14/10/2021_05:11:01,0
14/10/2021_05:11:06,0
14/10/2021_05:11:11,0
14/10/2021_05:11:16,0
14/10/2021_05:11:21,0
14/10/2021_05:11:26,0
14/10/2021_05:11:31,0
14/10/2021_05:11:36,0
14/10/2021_05:11:41,0
14/10/2021_05:11:46,0
14/10/2021_05:11:51,0
14/10/2021_05:11:56,0
14/10/2021_05:12:01,0
14/10/2021_05:12:06,0
14/10/2021_05:12:11,0
14/10/2021_05:12:16,0
14/10/2021_05:12:21,0
14/10/2021_05:12:26,0
14/10/2021_05:12:31,0
14/10/2021_05:12:36,0
14/10/2021_05:12:41,0
14/10/2021_05:12:46,0
14/10/2021_05:12:51,0
14/10/2021_05:12:56,0
14/10/2021_05:13:01,0
14/10/2021_05:13:06,0
14/10/2021_05:13:11,0
14/10/2021_05:13:16,0
14/10/2021_05:13:21,0
14/10/2021_05:13:26,0
14/10/2021_05:13:31,0
14/10/2021_05:13:36,0
