Date_Time,CO2
14/10/2021_01:27:42,0
14/10/2021_01:27:47,0
14/10/2021_01:27:52,0
14/10/2021_01:27:57,0
14/10/2021_01:28:02,0
14/10/2021_01:28:08,0
14/10/2021_01:28:13,0
14/10/2021_01:28:18,0
14/10/2021_01:28:23,0
14/10/2021_01:28:28,0
14/10/2021_01:28:33,0
14/10/2021_01:28:38,0
14/10/2021_01:28:43,0
14/10/2021_01:28:48,0
14/10/2021_01:28:53,0
14/10/2021_01:28:58,0
14/10/2021_01:29:03,0
14/10/2021_01:29:08,0
14/10/2021_01:29:13,0
14/10/2021_01:29:18,0
14/10/2021_01:29:23,0
14/10/2021_01:29:28,0
14/10/2021_01:29:33,0
14/10/2021_01:29:38,0
14/10/2021_01:29:43,0
14/10/2021_01:29:48,0
14/10/2021_01:29:53,0
14/10/2021_01:29:58,0
14/10/2021_01:30:03,0
14/10/2021_01:30:08,0
14/10/2021_01:30:13,0
14/10/2021_01:30:18,0
14/10/2021_01:30:23,0
14/10/2021_01:30:28,0
14/10/2021_01:30:33,0
14/10/2021_01:30:38,0
14/10/2021_01:30:43,0
14/10/2021_01:30:48,0
14/10/2021_01:30:53,0
14/10/2021_01:30:58,0
14/10/2021_01:31:03,0
14/10/2021_01:31:08,0
14/10/2021_01:31:13,0
14/10/2021_01:31:18,0
14/10/2021_01:31:23,0
14/10/2021_01:31:28,0
14/10/2021_01:31:33,0
14/10/2021_01:31:38,0
14/10/2021_01:31:43,0
14/10/2021_01:31:48,0
14/10/2021_01:31:53,0
14/10/2021_01:31:59,0
14/10/2021_01:32:04,0
14/10/2021_01:32:09,0
14/10/2021_01:32:14,0
14/10/2021_01:32:19,0
14/10/2021_01:32:24,0
14/10/2021_01:32:29,0
14/10/2021_01:32:34,0
14/10/2021_01:32:39,0
14/10/2021_01:32:44,0
14/10/2021_01:32:49,0
14/10/2021_01:32:54,0
14/10/2021_01:32:59,0
14/10/2021_01:33:04,0
14/10/2021_01:33:09,0
14/10/2021_01:33:14,0
14/10/2021_01:33:19,0
14/10/2021_01:33:24,0
14/10/2021_01:33:29,0
14/10/2021_01:33:34,0
14/10/2021_01:33:39,0
14/10/2021_01:33:44,0
14/10/2021_01:33:49,0
14/10/2021_01:33:54,0
14/10/2021_01:33:59,0
14/10/2021_01:34:04,0
14/10/2021_01:34:09,0
14/10/2021_01:34:14,0
14/10/2021_01:34:19,0
14/10/2021_01:34:24,0
14/10/2021_01:34:29,0
14/10/2021_01:34:34,0
14/10/2021_01:34:39,0
14/10/2021_01:34:44,0
14/10/2021_01:34:49,0
14/10/2021_01:34:54,0
14/10/2021_01:34:59,0
14/10/2021_01:35:04,0
14/10/2021_01:35:09,0
14/10/2021_01:35:14,0
14/10/2021_01:35:19,0
14/10/2021_01:35:24,0
14/10/2021_01:35:29,0
14/10/2021_01:35:34,0
14/10/2021_01:35:39,0
14/10/2021_01:35:45,0
14/10/2021_01:35:50,0
14/10/2021_01:35:55,0
14/10/2021_01:36:00,0
