Date_Time,CO2
13/10/2021_16:23:41,0
13/10/2021_16:23:46,0
13/10/2021_16:23:51,0
13/10/2021_16:23:56,0
13/10/2021_16:24:01,0
13/10/2021_16:24:06,0
13/10/2021_16:24:11,0
13/10/2021_16:24:16,0
13/10/2021_16:24:21,0
13/10/2021_16:24:26,0
13/10/2021_16:24:31,0
13/10/2021_16:24:36,0
13/10/2021_16:24:41,0
13/10/2021_16:24:46,0
13/10/2021_16:24:51,0
13/10/2021_16:24:56,760
13/10/2021_16:25:01,1693
13/10/2021_16:25:06,2068
13/10/2021_16:25:11,2388
13/10/2021_16:25:16,2868
13/10/2021_16:25:21,2985
13/10/2021_16:25:26,3109
13/10/2021_16:25:31,3184
13/10/2021_16:25:36,3224
13/10/2021_16:25:41,3300
13/10/2021_16:25:46,3327
13/10/2021_16:25:51,3356
13/10/2021_16:25:56,3392
13/10/2021_16:26:01,3430
13/10/2021_16:26:06,3457
13/10/2021_16:26:11,3464
13/10/2021_16:26:16,3468
13/10/2021_16:26:21,3466
13/10/2021_16:26:26,3470
13/10/2021_16:26:31,3479
13/10/2021_16:26:36,3483
13/10/2021_16:26:41,3485
13/10/2021_16:26:46,3485
13/10/2021_16:26:51,3485
13/10/2021_16:26:56,3492
13/10/2021_16:27:02,3499
13/10/2021_16:27:07,3503
13/10/2021_16:27:12,3510
13/10/2021_16:27:17,3510
13/10/2021_16:27:22,3521
13/10/2021_16:27:27,3768
13/10/2021_16:27:32,3740
13/10/2021_16:27:37,3575
13/10/2021_16:27:42,2992
13/10/2021_16:27:47,2469
13/10/2021_16:27:52,2116
13/10/2021_16:27:57,2015
13/10/2021_16:28:02,1950
13/10/2021_16:28:07,1892
13/10/2021_16:28:12,1781
13/10/2021_16:28:17,1643
13/10/2021_16:28:22,1544
13/10/2021_16:28:27,1409
13/10/2021_16:28:32,1270
13/10/2021_16:28:37,1166
13/10/2021_16:28:42,1096
13/10/2021_16:28:47,1051
13/10/2021_16:28:52,1006
13/10/2021_16:28:57,951
13/10/2021_16:29:02,896
13/10/2021_16:29:07,865
13/10/2021_16:29:12,838
13/10/2021_16:29:17,811
13/10/2021_16:29:22,793
13/10/2021_16:29:27,781
13/10/2021_16:29:32,770
13/10/2021_16:29:37,764
13/10/2021_16:29:42,756
13/10/2021_16:29:47,747
13/10/2021_16:29:52,733
13/10/2021_16:29:57,722
13/10/2021_16:30:02,709
13/10/2021_16:30:07,701
13/10/2021_16:30:12,694
13/10/2021_16:30:17,689
13/10/2021_16:30:22,681
13/10/2021_16:30:27,673
13/10/2021_16:30:32,665
13/10/2021_16:30:37,661
13/10/2021_16:30:42,654
13/10/2021_16:30:48,648
13/10/2021_16:30:53,645
13/10/2021_16:30:58,642
13/10/2021_16:31:03,640
13/10/2021_16:31:08,639
13/10/2021_16:31:13,637
13/10/2021_16:31:18,637
13/10/2021_16:31:23,634
13/10/2021_16:31:28,633
13/10/2021_16:31:33,631
13/10/2021_16:31:38,629
13/10/2021_16:31:43,626
13/10/2021_16:31:48,625
13/10/2021_16:31:53,622
13/10/2021_16:31:58,621
