Date_Time,CO2
14/10/2021_10:23:22,0
14/10/2021_10:23:27,0
14/10/2021_10:23:32,0
14/10/2021_10:23:37,0
14/10/2021_10:23:42,0
14/10/2021_10:23:47,0
14/10/2021_10:23:52,0
14/10/2021_10:23:57,0
14/10/2021_10:24:02,0
14/10/2021_10:24:07,0
14/10/2021_10:24:12,0
14/10/2021_10:24:17,0
14/10/2021_10:24:22,0
14/10/2021_10:24:27,0
14/10/2021_10:24:32,0
14/10/2021_10:24:37,0
14/10/2021_10:24:42,0
14/10/2021_10:24:47,0
14/10/2021_10:24:52,0
14/10/2021_10:24:57,0
14/10/2021_10:25:02,0
14/10/2021_10:25:07,0
14/10/2021_10:25:12,0
14/10/2021_10:25:17,0
14/10/2021_10:25:22,0
14/10/2021_10:25:27,0
14/10/2021_10:25:32,0
14/10/2021_10:25:37,0
14/10/2021_10:25:42,0
14/10/2021_10:25:48,0
14/10/2021_10:25:53,0
14/10/2021_10:25:58,0
14/10/2021_10:26:03,0
14/10/2021_10:26:08,0
14/10/2021_10:26:13,0
14/10/2021_10:26:18,0
14/10/2021_10:26:23,0
14/10/2021_10:26:28,0
14/10/2021_10:26:33,0
14/10/2021_10:26:38,0
14/10/2021_10:26:43,0
14/10/2021_10:26:48,0
14/10/2021_10:26:53,0
14/10/2021_10:26:58,0
14/10/2021_10:27:03,0
14/10/2021_10:27:08,0
14/10/2021_10:27:13,0
14/10/2021_10:27:18,0
14/10/2021_10:27:23,0
14/10/2021_10:27:28,0
14/10/2021_10:27:33,0
14/10/2021_10:27:38,0
14/10/2021_10:27:43,0
14/10/2021_10:27:48,0
14/10/2021_10:27:53,0
14/10/2021_10:27:58,0
14/10/2021_10:28:03,0
14/10/2021_10:28:08,0
14/10/2021_10:28:13,0
14/10/2021_10:28:18,0
14/10/2021_10:28:23,0
14/10/2021_10:28:28,0
14/10/2021_10:28:33,0
14/10/2021_10:28:38,0
14/10/2021_10:28:43,0
14/10/2021_10:28:48,0
14/10/2021_10:28:53,0
14/10/2021_10:28:58,0
14/10/2021_10:29:03,0
14/10/2021_10:29:08,0
14/10/2021_10:29:13,0
14/10/2021_10:29:18,0
14/10/2021_10:29:23,0
14/10/2021_10:29:28,0
14/10/2021_10:29:33,0
14/10/2021_10:29:39,0
14/10/2021_10:29:44,0
14/10/2021_10:29:49,0
14/10/2021_10:29:54,0
14/10/2021_10:29:59,0
14/10/2021_10:30:04,0
14/10/2021_10:30:09,0
14/10/2021_10:30:14,0
14/10/2021_10:30:19,0
14/10/2021_10:30:24,0
14/10/2021_10:30:29,0
14/10/2021_10:30:34,0
14/10/2021_10:30:39,0
14/10/2021_10:30:44,0
14/10/2021_10:30:49,0
14/10/2021_10:30:54,0
14/10/2021_10:30:59,0
14/10/2021_10:31:04,0
14/10/2021_10:31:09,0
14/10/2021_10:31:14,0
14/10/2021_10:31:19,0
14/10/2021_10:31:24,0
14/10/2021_10:31:29,0
14/10/2021_10:31:34,0
14/10/2021_10:31:39,0
