Date_Time,CO2
13/10/2021_17:39:00,51
13/10/2021_17:39:05,52
13/10/2021_17:39:10,53
13/10/2021_17:39:15,52
13/10/2021_17:39:20,56
13/10/2021_17:39:25,58
13/10/2021_17:39:30,61
13/10/2021_17:39:35,62
13/10/2021_17:39:40,64
13/10/2021_17:39:45,67
13/10/2021_17:39:51,70
13/10/2021_17:39:56,73
13/10/2021_17:40:01,74
13/10/2021_17:40:06,74
13/10/2021_17:40:11,77
13/10/2021_17:40:16,80
13/10/2021_17:40:21,81
13/10/2021_17:40:26,82
13/10/2021_17:40:31,84
13/10/2021_17:40:36,88
13/10/2021_17:40:41,92
13/10/2021_17:40:46,94
13/10/2021_17:40:51,95
13/10/2021_17:40:56,96
13/10/2021_17:41:01,97
13/10/2021_17:41:06,98
13/10/2021_17:41:11,101
13/10/2021_17:41:16,101
13/10/2021_17:41:21,102
13/10/2021_17:41:26,102
13/10/2021_17:41:31,105
13/10/2021_17:41:36,108
13/10/2021_17:41:41,113
13/10/2021_17:41:46,116
13/10/2021_17:41:51,121
13/10/2021_17:41:56,123
13/10/2021_17:42:01,122
13/10/2021_17:42:06,123
13/10/2021_17:42:11,122
13/10/2021_17:42:16,122
13/10/2021_17:42:21,124
13/10/2021_17:42:26,126
13/10/2021_17:42:31,128
13/10/2021_17:42:36,131
13/10/2021_17:42:41,131
13/10/2021_17:42:46,132
13/10/2021_17:42:51,133
13/10/2021_17:42:56,133
13/10/2021_17:43:01,134
13/10/2021_17:43:06,136
13/10/2021_17:43:11,138
13/10/2021_17:43:16,138
13/10/2021_17:43:21,141
13/10/2021_17:43:26,142
13/10/2021_17:43:31,145
13/10/2021_17:43:36,150
13/10/2021_17:43:42,153
13/10/2021_17:43:47,153
13/10/2021_17:43:52,154
13/10/2021_17:43:57,156
13/10/2021_17:44:02,156
13/10/2021_17:44:07,156
13/10/2021_17:44:12,157
13/10/2021_17:44:17,157
13/10/2021_17:44:22,158
13/10/2021_17:44:27,161
13/10/2021_17:44:32,161
13/10/2021_17:44:37,163
13/10/2021_17:44:42,164
13/10/2021_17:44:47,694
13/10/2021_17:44:52,2926
13/10/2021_17:44:57,2928
13/10/2021_17:45:02,2889
13/10/2021_17:45:07,0
13/10/2021_17:45:12,0
13/10/2021_17:45:17,0
13/10/2021_17:45:22,0
13/10/2021_17:45:27,498
13/10/2021_17:45:32,1426
13/10/2021_17:45:37,1430
13/10/2021_17:45:42,1432
13/10/2021_17:45:47,1009
13/10/2021_17:45:52,597
13/10/2021_17:45:57,440
13/10/2021_17:46:02,407
13/10/2021_17:46:07,404
13/10/2021_17:46:12,401
13/10/2021_17:46:17,401
13/10/2021_17:46:22,391
13/10/2021_17:46:27,387
13/10/2021_17:46:32,383
13/10/2021_17:46:37,378
13/10/2021_17:46:42,373
13/10/2021_17:46:47,370
13/10/2021_17:46:52,364
13/10/2021_17:46:57,358
13/10/2021_17:47:02,356
13/10/2021_17:47:07,357
13/10/2021_17:47:12,358
13/10/2021_17:47:17,358
