Date_Time,CO2
13/10/2021_19:02:42,137
13/10/2021_19:02:47,137
13/10/2021_19:02:52,138
13/10/2021_19:02:57,137
13/10/2021_19:03:02,137
13/10/2021_19:03:07,136
13/10/2021_19:03:12,138
13/10/2021_19:03:17,138
13/10/2021_19:03:22,138
13/10/2021_19:03:27,137
13/10/2021_19:03:32,138
13/10/2021_19:03:37,137
13/10/2021_19:03:42,138
13/10/2021_19:03:47,140
13/10/2021_19:03:52,142
13/10/2021_19:03:58,144
13/10/2021_19:04:03,145
13/10/2021_19:04:08,144
13/10/2021_19:04:13,145
13/10/2021_19:04:18,145
13/10/2021_19:04:23,145
13/10/2021_19:04:28,144
13/10/2021_19:04:33,145
13/10/2021_19:04:38,145
13/10/2021_19:04:43,146
13/10/2021_19:04:48,148
13/10/2021_19:04:53,148
13/10/2021_19:04:58,148
13/10/2021_19:05:03,151
13/10/2021_19:05:08,150
13/10/2021_19:05:13,150
13/10/2021_19:05:18,151
13/10/2021_19:05:23,151
13/10/2021_19:05:28,150
13/10/2021_19:05:33,150
13/10/2021_19:05:38,148
13/10/2021_19:05:43,148
13/10/2021_19:05:48,150
13/10/2021_19:05:53,150
13/10/2021_19:05:58,150
13/10/2021_19:06:03,150
13/10/2021_19:06:08,151
13/10/2021_19:06:13,150
13/10/2021_19:06:18,150
13/10/2021_19:06:23,151
13/10/2021_19:06:28,148
13/10/2021_19:06:33,147
13/10/2021_19:06:38,146
13/10/2021_19:06:43,145
13/10/2021_19:06:48,146
13/10/2021_19:06:53,146
13/10/2021_19:06:58,146
13/10/2021_19:07:03,148
13/10/2021_19:07:08,151
13/10/2021_19:07:13,152
13/10/2021_19:12:37,154
13/10/2021_19:12:37,154
13/10/2021_19:12:37,155
13/10/2021_19:12:37,157
13/10/2021_19:12:37,158
13/10/2021_19:12:37,158
13/10/2021_19:12:37,157
13/10/2021_19:12:37,157
13/10/2021_19:12:37,158
13/10/2021_19:12:37,157
13/10/2021_19:12:37,156
13/10/2021_19:12:37,158
13/10/2021_19:12:37,160
13/10/2021_19:12:37,161
13/10/2021_19:12:37,161
13/10/2021_19:12:37,160
13/10/2021_19:12:37,160
13/10/2021_19:12:37,158
13/10/2021_19:12:37,157
13/10/2021_19:12:37,157
13/10/2021_19:12:37,157
13/10/2021_19:12:37,158
13/10/2021_19:12:37,160
13/10/2021_19:12:37,161
13/10/2021_19:12:37,157
13/10/2021_19:12:37,157
13/10/2021_19:12:37,158
13/10/2021_19:12:37,160
13/10/2021_19:12:37,160
13/10/2021_19:12:37,160
13/10/2021_19:12:37,160
13/10/2021_19:12:37,162
13/10/2021_19:12:37,163
13/10/2021_19:12:37,163
13/10/2021_19:12:37,162
13/10/2021_19:12:37,162
13/10/2021_19:12:37,162
13/10/2021_19:12:37,163
13/10/2021_19:12:37,164
13/10/2021_19:12:37,165
13/10/2021_19:12:37,166
13/10/2021_19:12:37,166
13/10/2021_19:12:37,165
13/10/2021_19:12:37,148
13/10/2021_19:12:37,130
