Date_Time,CO2
13/10/2021_17:22:16,303
13/10/2021_17:22:21,305
13/10/2021_17:22:26,306
13/10/2021_17:22:31,305
13/10/2021_17:22:36,306
13/10/2021_17:22:41,308
13/10/2021_17:22:46,313
13/10/2021_17:22:51,317
13/10/2021_17:22:56,320
13/10/2021_17:23:01,321
13/10/2021_17:23:06,321
13/10/2021_17:23:11,321
13/10/2021_17:23:16,322
13/10/2021_17:23:21,324
13/10/2021_17:23:26,324
13/10/2021_17:23:31,325
13/10/2021_17:23:36,326
13/10/2021_17:23:41,330
13/10/2021_17:23:46,328
13/10/2021_17:23:51,331
13/10/2021_17:23:56,333
13/10/2021_17:24:01,335
13/10/2021_17:24:06,334
13/10/2021_17:24:11,338
13/10/2021_17:24:16,341
13/10/2021_17:24:21,343
13/10/2021_17:24:26,343
13/10/2021_17:24:32,345
13/10/2021_17:24:37,345
13/10/2021_17:24:42,345
13/10/2021_17:24:47,346
13/10/2021_17:24:52,346
13/10/2021_17:24:57,347
13/10/2021_17:25:02,347
13/10/2021_17:25:07,348
13/10/2021_17:25:12,350
13/10/2021_17:25:17,350
13/10/2021_17:25:22,351
13/10/2021_17:25:27,352
13/10/2021_17:25:32,352
13/10/2021_17:25:37,351
13/10/2021_17:25:42,351
13/10/2021_17:25:47,353
13/10/2021_17:25:52,355
13/10/2021_17:25:57,356
13/10/2021_17:26:02,357
13/10/2021_17:26:07,358
13/10/2021_17:26:12,358
13/10/2021_17:26:17,358
13/10/2021_17:26:22,358
13/10/2021_17:26:27,357
13/10/2021_17:26:32,358
13/10/2021_17:26:37,358
13/10/2021_17:26:42,360
13/10/2021_17:26:47,358
13/10/2021_17:26:52,361
13/10/2021_17:26:57,363
13/10/2021_17:27:02,363
13/10/2021_17:27:07,363
13/10/2021_17:27:12,362
13/10/2021_17:27:17,363
13/10/2021_17:27:22,364
13/10/2021_17:27:27,365
13/10/2021_17:27:32,365
13/10/2021_17:27:37,365
13/10/2021_17:27:42,363
13/10/2021_17:27:47,364
13/10/2021_17:27:52,365
13/10/2021_17:27:57,366
13/10/2021_17:28:02,367
13/10/2021_17:28:07,368
13/10/2021_17:28:12,370
13/10/2021_17:28:18,370
13/10/2021_17:28:23,368
13/10/2021_17:28:28,370
13/10/2021_17:28:33,371
13/10/2021_17:28:38,371
13/10/2021_17:28:43,371
13/10/2021_17:28:48,370
13/10/2021_17:28:53,371
13/10/2021_17:28:58,371
13/10/2021_17:29:03,370
13/10/2021_17:29:08,370
13/10/2021_17:29:13,480
13/10/2021_17:29:18,1521
13/10/2021_17:29:23,1738
13/10/2021_17:29:28,1742
13/10/2021_17:29:33,1187
13/10/2021_17:29:38,559
13/10/2021_17:29:43,462
13/10/2021_17:29:48,401
13/10/2021_17:29:53,354
13/10/2021_17:29:58,318
13/10/2021_17:30:03,270
13/10/2021_17:30:08,214
13/10/2021_17:30:13,191
13/10/2021_17:30:18,166
13/10/2021_17:30:23,136
13/10/2021_17:30:28,102
13/10/2021_17:30:33,62
