Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
26/03/2022_20:43:06,1292,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.81,59.81,45.25,Prendido
26/03/2022_20:43:12,1289,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.81,59.75,45.25,Prendido
26/03/2022_20:43:18,1291,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,59.75,45.31,Prendido
26/03/2022_20:43:24,1290,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.81,59.75,45.25,Prendido
26/03/2022_20:43:30,1290,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.81,59.81,45.25,Prendido
26/03/2022_20:43:36,1291,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.06,63.81,59.88,45.31,Prendido
26/03/2022_20:43:41,1291,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.75,61.13,63.81,59.88,45.25,Prendido
26/03/2022_20:43:47,1293,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,59.88,45.25,Prendido
26/03/2022_20:43:53,1293,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,59.88,45.25,Prendido
26/03/2022_20:43:59,1291,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,59.88,45.25,Prendido
26/03/2022_20:44:05,1292,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,59.94,45.31,Prendido
26/03/2022_20:44:11,1291,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.81,59.88,45.31,Prendido
26/03/2022_20:44:17,1289,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.81,59.88,45.31,Prendido
26/03/2022_20:44:23,1288,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,59.94,45.31,Prendido
26/03/2022_20:44:28,1289,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.81,60.00,45.31,Prendido
26/03/2022_20:44:34,1289,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,60.00,45.31,Prendido
26/03/2022_20:44:40,1288,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.69,61.13,63.75,60.06,45.31,Apagado
26/03/2022_20:44:46,1288,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.75,61.13,63.81,60.06,45.38,Apagado
26/03/2022_20:44:52,1287,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.75,61.13,63.75,60.06,45.38,Apagado
