Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
27/03/2022_04:51:37,780,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.31,45.75,52.06,38.63,Prendido
27/03/2022_04:51:43,779,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.25,45.75,52.00,38.63,Prendido
27/03/2022_04:51:49,779,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.25,45.69,52.00,38.69,Prendido
27/03/2022_04:51:55,779,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.31,45.75,52.13,38.63,Prendido
27/03/2022_04:52:01,777,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.38,45.31,45.69,52.13,38.69,Prendido
27/03/2022_04:52:07,778,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.31,45.75,52.13,38.63,Prendido
27/03/2022_04:52:13,779,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.31,45.69,52.06,38.63,Prendido
27/03/2022_04:52:18,781,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.25,45.69,52.06,38.63,Prendido
27/03/2022_04:52:24,782,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.25,45.69,52.06,38.63,Prendido
27/03/2022_04:52:30,785,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.25,45.69,52.06,38.56,Prendido
27/03/2022_04:52:36,786,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.31,45.69,52.06,38.63,Prendido
27/03/2022_04:52:42,786,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.31,45.25,45.69,52.06,38.63,Prendido
