Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
27/03/2022_04:32:04,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.88,46.25,52.00,39.00,Prendido
27/03/2022_04:32:10,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.88,46.25,51.94,39.00,Prendido
27/03/2022_04:32:16,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.88,46.31,52.00,39.00,Prendido
27/03/2022_04:32:22,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,63.94,45.81,46.25,51.94,39.00,Prendido
27/03/2022_04:32:28,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.88,46.25,51.88,38.94,Prendido
27/03/2022_04:32:34,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.25,51.94,39.00,Prendido
27/03/2022_04:32:39,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.25,51.94,38.94,Prendido
27/03/2022_04:32:45,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.25,51.94,38.94,Prendido
27/03/2022_04:32:51,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.25,51.94,39.00,Prendido
27/03/2022_04:32:57,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.25,51.88,38.94,Prendido
27/03/2022_04:33:03,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.25,51.88,39.00,Prendido
27/03/2022_04:33:09,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.25,51.88,38.94,Prendido
27/03/2022_04:33:15,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.19,52.00,38.94,Prendido
27/03/2022_04:33:20,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.19,52.00,39.00,Prendido
27/03/2022_04:33:26,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.25,52.00,38.94,Prendido
27/03/2022_04:33:32,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.94,38.94,Prendido
27/03/2022_04:33:38,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.25,51.94,38.94,Prendido
27/03/2022_04:33:44,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.19,51.88,38.94,Prendido
27/03/2022_04:33:50,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,52.00,38.94,Prendido
27/03/2022_04:33:56,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.94,39.00,Prendido
27/03/2022_04:34:02,788,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.19,52.00,39.00,Prendido
27/03/2022_04:34:07,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.69,46.19,51.88,38.94,Prendido
27/03/2022_04:34:13,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.88,38.94,Prendido
27/03/2022_04:34:19,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.94,38.94,Prendido
27/03/2022_04:34:25,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.94,38.94,Prendido
27/03/2022_04:34:31,789,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.88,38.94,Prendido
27/03/2022_04:34:37,790,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.94,38.94,Prendido
27/03/2022_04:34:43,792,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.13,51.94,38.94,Prendido
27/03/2022_04:34:48,792,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,52.00,38.94,Prendido
27/03/2022_04:34:54,791,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.94,38.94,Prendido
27/03/2022_04:35:00,791,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.69,46.19,51.81,38.94,Prendido
27/03/2022_04:35:06,791,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.81,46.19,52.00,38.94,Prendido
27/03/2022_04:35:12,790,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,51.94,38.94,Prendido
27/03/2022_04:35:18,790,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,64.00,45.75,46.19,52.00,38.94,Prendido
