Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
27/03/2022_10:04:25,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.63,36.50,Prendido
27/03/2022_10:04:31,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.38,55.69,36.50,Prendido
27/03/2022_10:04:37,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.75,36.50,Prendido
27/03/2022_10:04:43,751,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.81,36.50,Prendido
27/03/2022_10:04:49,751,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.69,36.50,Prendido
27/03/2022_10:04:55,751,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.75,36.50,Prendido
27/03/2022_10:05:01,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.75,36.56,Prendido
27/03/2022_10:05:06,749,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.63,36.50,Prendido
27/03/2022_10:05:12,749,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.44,55.63,36.56,Prendido
27/03/2022_10:05:18,749,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.38,55.63,36.50,Prendido
27/03/2022_10:05:24,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.44,55.69,36.56,Prendido
27/03/2022_10:05:30,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.69,36.50,Prendido
27/03/2022_10:05:36,751,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.38,55.69,36.56,Prendido
27/03/2022_10:05:42,751,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.44,55.63,36.50,Prendido
27/03/2022_10:05:47,751,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.44,55.69,36.56,Prendido
27/03/2022_10:05:53,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.38,55.63,36.56,Prendido
27/03/2022_10:05:59,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.38,55.69,36.50,Prendido
27/03/2022_10:06:05,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.44,55.75,36.56,Prendido
27/03/2022_10:06:11,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.44,55.69,36.56,Prendido
27/03/2022_10:06:17,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.31,45.44,55.63,36.56,Prendido
27/03/2022_10:06:23,750,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.44,55.69,36.56,Prendido
27/03/2022_10:06:29,749,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,61.31,44.25,45.44,55.63,36.56,Prendido
